Address,Proportion (scaled),Proportion
0x9fF10612aF2b7ab14dCdaeB2f8E41AB6F54d020D,1869683227874,0.00%
0x5c7a433E4BF6300B6cA314Ac58dd0ad656EbCe5B,1866960727717,0.00%
0x88dA56FcEfe3D97F04945cAdcE2944B239592745,1866199198817,0.00%
0x6846ABbeD13909446f0006cC3d73Afbb8e4506aE,1847724450194,0.00%
0x6Fa54473743BC51eD33C54348111745cCFD60eF9,1836251329480,0.00%
0x09D4119a212d679f7Fa3f8CD21066D61e1AdE475,1834422880622,0.00%
0xAF51e6E946263e1d7B474073ee64EA0c5Bc01dA9,1818244103376,0.00%
0x57c3A90d0C8db66B9015e4d060655492f50EC925,1786320130907,0.00%
0x7284cf1327535CA5968C09218343D258cC94DF3f,1781654969634,0.00%
0x01A8867091917B01b2726527d12BF6E590269C2F,1778495145817,0.00%
0x93676a2255FE06aCe13028C4955d0a37b4e6B4Ad,1755589754432,0.00%
0x264F25998a53E413D4F790D6a20632680f1552f7,1747648480644,0.00%
0x1883952756815C18b6677979Fc467662fab413fe,1745241744603,0.00%
0xB4dC4C7460c58E7652Cd615675a1F707EbB67E9a,1712354181797,0.00%
0x432fB12b4429f7630C19A28fCe80BF3E564dFE0e,1699061255871,0.00%
0x7F49fbDbA7918c02e7362006Fe453BFb22737102,1693443684768,0.00%
0x1826C97A60b94Ff15f260e06e3c94eE9d407307B,1656260263961,0.00%
0x9DCb533FaFD132f176407b007C8788883927d830,1646129110371,0.00%
0x3df883542cA0037346ACff9417fF6a7D68204096,1641696314043,0.00%
0xD68BD6b73F38A971f33405B7Fe318f5b795a6A3A,1631998871649,0.00%
0xc04032bcbcCE4d43ef978cC808F1D2dA5C0Db3c3,1626103475762,0.00%
0x5b855bc0cff6aF143Ff74E5257adDba80e8cA015,1615015029737,0.00%
0xa77294828d42B538890fa6E97AdFfE9305536171,1607773253129,0.00%
0x99Dc5648b582852387164a7b85A32777Ed04EAb3,1592793706492,0.00%
0xb3a7FBC2fa38C18ad4433aE93FE7F215Fd2D057f,1586846969243,0.00%
0x6f5a8A35fb10EEcEF9128f407a0fe67B898556CF,1561014649956,0.00%
0x186e704DCc80f31367B351525D746F624c215d90,1537292018668,0.00%
0xDc42fBf765cbeE0A786E07A862E89a59F872ad29,1531754990171,0.00%
0x683c1e1D201c584Ea895a1f17e1066f6B2296b1e,1526239749799,0.00%
0x4F579b878eEBf064b1d1f1d8b8032F869ec65019,1514084503116,0.00%
0xB44262A4B5c791Ca2a425612694C5f2aE1eFAD26,1481104155029,0.00%
0x7Baae4eab0e08eBb47F0B39acd77e390d4F321cF,1476848003568,0.00%
0xD415b349226cbf2905eC596695F5A6907A308B54,1436914902747,0.00%
0x0F9E4Eab5b847201Aa17C89A3402c1206A8156bB,1431045844163,0.00%
0xe126D569349e5D03aAD5fa28e1cD2ea962C07F5A,1405060074873,0.00%
0xf6925Aea9FEc4db60f8A722056Ae76961a4C945e,1395198960368,0.00%
0x3DBe2B199E14e7450eEA130b5F6B468c8C7dFD8B,1364088710931,0.00%
0x64E744F718ccFE9a31E1A7076De3e7ec29Fbd8E4,1344521710076,0.00%
0x631f82fB2A62496d28780A821f47786b05e2278A,1338703380123,0.00%
0xEE52308294033eA28BEA09e8267c8B1686E5E58e,1317209124756,0.00%
0xe9ff175197651837c9E2a9432B14a17F6142d282,1313826308806,0.00%
0x97f9F36fdA8771572fAb2D38Ae4D00Fa91117DA7,1302485971490,0.00%
0xBc9A201cf79cCDED23f888cc8375c6Ab6e0Fa9ef,1290015345900,0.00%
0xf5Fe364D18F4a5A53BADCe9a046ba74cfC97f6Fb,1217128415995,0.00%
0x5B87844ecbe69f3749afB6e69A35c4Df3e88C88d,1216543159805,0.00%
0x34AAa3D5A73D6f9594326d0422ce69748F09b14F,1192335816401,0.00%
0xB596D8EF52d72495b3fACA312555E43bE7058767,1182346887109,0.00%
0x99cDcC73302f6F51Dcfa6DD81890f075e091AF3D,1180139056901,0.00%
0x665598C1Aa29A551c683c964965Af54b72ea2be1,1177937408124,0.00%
0x6d5d4fb55c61019c5eb9236c3da58c774B8232D1,1175431075872,0.00%
0x1092344BD96F351a00D07e75fa4974076342b779,1146974466796,0.00%
0x7d3815E8FAe8BD3148Bc68f1a0513070665eBA9a,1144491447478,0.00%
0x59E56C710Fd605CF8263e5Ad3537911cb437de68,1136370744153,0.00%
0x81902402948cB9C0CeBF32576eA470B7e13f3124,1128686609702,0.00%
0x77C353A66F8a7CeBA4819c6D042722E0aCe6105d,1116474274426,0.00%
0x50d44486B9A8e03997DaA7F5DBE3F721B0004AB9,1110065187746,0.00%
0x68Ca2077669a35BA1419bc406860025c5ebfd5F7,1104119962894,0.00%
0x819Fec659e1C225ce330B02e01f1e4c629E92A7a,1098337445709,0.00%
0x1bDb7606Fc0008C99DCB2784C41Af11fE42E07Ba,1095986423828,0.00%
0x9d31F4D67785a9E60f65006E7f2d8f2180dCc933,1094298494130,0.00%
0x373C71b573f5d5bf110DdE465184FfaF16D3B7ac,1083885681227,0.00%
0xe5AC0B4832d027FEB1E91DeEba5A79C7c2c83900,1079624264939,0.00%
0x15f0956dF7F8170CE682398de876A6AE47BBfd00,1079356923857,0.00%
0x016fDaa40c2719945b73a835439F7C573c818511,1075255990927,0.00%
0xe60362529AbdAF4bEC9784594395D70dcaaFEb69,1069254450992,0.00%
0x0bC71bB95Cc09743E22B1dB6C282Cdc295ea1989,1063655370451,0.00%
0x2C621C09EF04e781091C9BDc64B030463694E612,1061325079157,0.00%
0x2f338D5d249661Fd5d7b3cFE6F74C1F96EAa6669,1058503826316,0.00%
0x38E4f745D85077976AaB2b7D0c3dA101024165B8,1058262676361,0.00%
0x772D480FCa2F4A31D60171FA74AF412779D0027c,1045014205805,0.00%
0x0D5901ECAD0BC8786a9b6fa53A19CE465CcBA199,1033537760446,0.00%
0x3075416570E8867F2aF9d1A720A1C4310889fC71,1033020578892,0.00%
0x5BFA3871a8972127EA865139FD52E3C8aE894295,1028974140175,0.00%
0x360b74a47F58405bdecf33811b1f2ca37dc66320,1017182707867,0.00%
0xBB5BC88fd6e29796c161f82F006Da16F0930596b,1003132065627,0.00%
0xf547E6E104cbDbb434683a9431770c95CC1c5A71,999065464371,0.00%
0x0a04C869D4d48E3D4659260bf61CeB8df95DFAA3,997436709592,0.00%
0xDfdF190A9736d434402DA12DD826047C254DB6bA,996925354094,0.00%
0x2b2a61E472334257f600c46628c3de1E99a6d2c5,994092638415,0.00%
0xF3D9281fa183B74F32B96E1c5244596045f4edE8,993554477081,0.00%
0xff8FF7bf3b01619a3eB99A59e3ac263aAEBc5Fc5,986558771317,0.00%
0xbBD47F214e45a18B4e222840fc99f18cFf93ab75,985275698865,0.00%
0xEEEE451963d5A81C9D94776C9519ABb6b6342Ad5,981744343213,0.00%
0x6648D39dd323adc816CADcAdA011d2c497C5257b,977930965863,0.00%
0x1740735D7ff5790024d6bcaa69589b14B2C394E9,974054930184,0.00%
0xb7d672703E7987715912A0784Be91B27D1098C89,973217882782,0.00%
0xd70A9dcD0753dD7aD9Cc49d434B91659A6165512,968787168561,0.00%
0xfBc20F6E39310D5B7dDB172246c0D514c59d8C66,964312724736,0.00%
0x45aecf2203A4C29CF385E7bbEa0825B3ec328c15,954234724387,0.00%
0x3fAbf17555376568b20c8688B708b691553f339D,954230687678,0.00%
0x9142A918Df6208Ae1bE65e2Be0ea9DAd6067155e,951534157241,0.00%
0x3317b15136EaA9e17FfadaD0AA911FB8ec37E769,947948485227,0.00%
0x003E573EdA70d3357c55a403E446D6d9A6D84387,943385437564,0.00%
0x8EECEeC8367eFB3951b50c98Ab3a846adF7D8A38,940937408093,0.00%
0xCE91783D36925bCc121D0C63376A248a2851982A,929168959879,0.00%
0x965Fffa0eBa9B554417d280D5E7e0FDb56250cFD,926697539663,0.00%
0x2Eeaa7534aA31545E98319ed72827dA53264775f,926234962826,0.00%
0xA22628aF5731EE4ED03817606E9412F842BE60F5,915649420388,0.00%
0xb44d432d13C6B52Be6a6A8D880EBF6532E36f4cA,914656598658,0.00%
0x09F213953D92F865b949B3E39b9dcFaE687d4966,912637308182,0.00%
0x3faE23168f8f8d79bf3D24CC64bF34F2399B8715,881733623863,0.00%
0xD8c84eaC995150662CC052E6ac76Ec184fcF1122,873278301075,0.00%
0x39c31A899662Da8BBA43862c82C8bA531Dc61390,871438990979,0.00%
0x6f745bB328a35D81A021C3D38cEcD381852AeAf1,870996753752,0.00%
0x00396f9b20388ee51473c5045ABc24924EcE3B06,868072223337,0.00%
0x6496dF4672A2d39F006Fbda2F2aa2f7B34180Bf2,852099419433,0.00%
0x58d8984447086CEbA3CBE591fe71970Be3402DF2,851811404236,0.00%
0xad500EB3Be8622B647B923c00dFc66577d7213b9,844549671992,0.00%
0x9B2855918FFF918739D96b1d930B1b3e3a0a9500,838594767867,0.00%
0xAA98177DAD812fdc8b37ec61d5f16A4Bf890F2C0,832972591954,0.00%
0x6F625ca653FCb4cfA2424CBE958aeF8C6690c717,824389229505,0.00%
0x8F2FA5896E1581616ccE7D85fF69B33D23c0e8be,822023559584,0.00%
0x0E6998ACc5A20a5aa58e40EB0DD6C06f2D3206a0,820002588213,0.00%
0x77D89f47321Cf2a19dDb980Cb6657c74F6bFE730,810227159304,0.00%
0xc7D5769c849854C7783300b5fD9fB1b5C2E54d49,809050676054,0.00%
0x948a10c12864c387b5d62eB20b678CB9420093F8,808098535014,0.00%
0xbBB0552f6BddD571C0F73c8E085Bc01d9d1d8E91,807623007411,0.00%
0x100F82B00E6488aE8C2C6CdA5F3162c0FC0107dA,796486677552,0.00%
0xAa4F982c1Bee0cB94e9125EAa96CA87611874fb9,790255451368,0.00%
0xB7Fac33F47AF1160bA17eB82e7202584f73A8Fad,783826060888,0.00%
0x9fA602056adB268834B9F8C1798236f23794d976,781506943989,0.00%
0x390786c554Be00952d453f3677185234F055509b,772250657912,0.00%
0x2d6bB700eD0Fc6d1FCB9057c5c12EDB0D1C06F4B,768713241625,0.00%
0xcEc6605d05788A02Cf4C7ac20116e0612A820251,760133387361,0.00%
0xa1acaDDd259649d470B42C95738E5e89C8d8A233,758369749613,0.00%
0x5033724d9D1314832973F50188ae6AfDF83B7e32,746770829004,0.00%
0x6cc150449d10aFbc5d2f4B9041aFCC8fBebeadf0,742056241354,0.00%
0x25B99f078903F7702D3F44b1f8a4fe88Bc5d1036,733943982060,0.00%
0x66e1A0522aAe18c0C5eE4287276Da2095be3625d,733762579357,0.00%
0x80E2dB20022F9a4c372897F97C09dbCb74C12820,731438722468,0.00%
0x8F34c28440393d9010DaFf96307E4F43b97FED14,729686885088,0.00%
0x679E5064FA8b307C4d6C60C69F41C3292D72d04d,729516264857,0.00%
0x610C740Ec6906589Ad74be62c6bdb02a0FFDEAf5,726254949701,0.00%
0x3afb5EC38Dc42d310E4552F19Da56b13dc2ff8fc,722181702657,0.00%
0xAdE62b4cb00d520407B416A139d075f24a8E17c8,720519626466,0.00%
0x181A81e54Da038370A88B95F5b6E352C27C5bDac,717228975947,0.00%
0xA61C114E38cEAc5BDE6325956F4e808582690329,714059017093,0.00%
0x443d1614245BD620128808eA8fE1CFd098aBf332,706500577182,0.00%
0xd785a0b9393f8280E1da72C81b8e6d18eDa81Db6,705999953880,0.00%
0x3016F44012531f182dF6C136Bd2D344aAD4cf3F6,705392039848,0.00%
0x5604c877EDc1f5795B5eB532Fae44668FbE70066,705065774937,0.00%
0x4BA1C787B704Ccd43d86C7A43E5c8166d4BD213E,703899498548,0.00%
0xd65E87f756d0F21FAcEb8D32eACC509c1284f25D,700949157174,0.00%
0x5a0FfF32F4c17837b98A6c0B4128Bdad735D27bE,700753976709,0.00%
0x918d912d5d4058c4e5D43c212dB7E4f5f4947213,696201707554,0.00%
0xA6001631424ba2c9834903125c4218B91cf00c97,687668307143,0.00%
0xe6F0B1321Da636A2dfb1E5DE55a709EEDBe81A28,683514768088,0.00%
0x5D32E91BE8Ef9FDF1cE926f63Db341418093851e,660039643306,0.00%
0x5445a649a1Ada9bCb8853217272496fB705De651,659494339900,0.00%
0xcE96fE7Eb7186E9F894DE7703B4DF8ea60E2dD77,654340090165,0.00%
0xe308eE20eE2528830f53364E84B47e0ed08d4efA,653941199603,0.00%
0x58B61d71A801BEffe49Ed1A8E01A908be965Ca1B,647187675888,0.00%
0x20a05ae8efE1EB91BE0CD07356BC20EdA9C2E298,645942976776,0.00%
0x381D6bc684607DEa032cDD92a8BDdD934b5c21f4,643055533611,0.00%
0xcBaDdb6f626f63F694026daE82d695857138031f,640592629431,0.00%
0x80B5DA500B832aE5Fca7514079375cc70ddBD20e,640502029993,0.00%
0x7C64C3C3F21109eB0503d59DC9d7cDc42F6b5b5f,637458901095,0.00%
0x7D1C5ca16F0bc38494de84A49D65e840FF421B05,635973388108,0.00%
0xF479b79a8D4A654E4DfE5FA4Cc70B4958967F0d2,634410439066,0.00%
0x2C97bB6058e7a7f61768464AAE86470D9BA57421,634158238271,0.00%
0x6399dF34156A644ACD3109Be586D8eEDBfF8dc2e,633247003434,0.00%
0xFb92dB99bEE2Ccd87726bDe2D96e307b8Bddc9f1,631362303469,0.00%
0x68B8D4dD5c3cea5211Fc825Fc15B2B0cDB0092B1,629684033484,0.00%
0xa6C11f4DeFFC6b06D0bB7A64244cB9E59a7D6718,628707120201,0.00%
0x80C43B82bEe513C70bFD332888720D9bE2e3b955,628481369541,0.00%
0xcCDB3Cd7b6A66199F32DbB8b7260DD9627e0244e,628156182193,0.00%
0x543Dbf1E07bF2227C827e550D5520eC504cF0729,627826707243,0.00%
0x2d040D4747a71012007b905917CB4Aa061d6e631,627821265918,0.00%
0x155aC5AdF389BC6b41b193260e7a6aad51907289,627432537452,0.00%
0xa8Cc67A60de810106c5d154cCf22f245331239e4,626681959434,0.00%
0x154BcB8F393d1bB9A1CC882a0174eAFFeFF16B30,621749554880,0.00%
0x2B29833a831207A3B92102b0708B32D624AA0F65,618507211777,0.00%
0x30cE132bB163B1189A8eaa07A3891ea78B91c677,616595050293,0.00%
0x7F85Cf44E446a4B1AaCe2A28774E88cd6d4e3441,614682206062,0.00%
0x6530519659330d5E20648fe549Bc3Bf1e2Fc3cB2,613421447698,0.00%
0x988cc75eD920C4D90a9c7C44Bf50B2C0D8ff37fE,610726858356,0.00%
0xA75caDEab9826E7d855573eE8a36ab3b8C63E1d4,605044102676,0.00%
0xEB590B1BbDdb4116fbcCBd006979Fb95BF34F0E0,603849041178,0.00%
0x74715e12d34706Dc93DF96D2D8e813fb06Af146A,600076779745,0.00%
0xb7BFcDC3a2AA2aF3Fe653C9E8a19830977E1993C,599245573767,0.00%
0xBa383aA9b50DeFB650b47e011ba1064B0EA15cBa,599157374868,0.00%
0x7C89E852D864aA162E7718c59C53f41fBE4191CE,592688503181,0.00%
0xDd629E7B4949a332aA80fed1bc8eFb96cA115f96,591869151286,0.00%
0x31d4DCc55AbF901ace6E18188151113B9971740C,587943150126,0.00%
0x41225847e1e44Dda729E7C76be84d9a5a385E3D0,586794149189,0.00%
0x82E7ceF6496893Ed5C58DC459a0F436375A99E08,586312258901,0.00%
0x6Af5Be7D013766f201bbD9377287B303488fc691,583755886116,0.00%
0x708796e46B7204FbBDa072FE6980991F1B99C392,582808698479,0.00%
0x206884CAd656298f3cB333b4A9aFAAdD085381e8,581421163960,0.00%
0xCB5C5156De1d3187220fadc3da369Ca5b19f2d61,577362598845,0.00%
0x175C2a83c001ab70c4e772591E0a0B26E573e397,576534931180,0.00%
0x990b6d01A9ccB973320ae25AADaE40df69287f7C,576333375261,0.00%
0xC3d8A431312ffBB0fc106C1e0282b14712FcBB40,574578865452,0.00%
0xd84D7BDc4b79171917C81ddBB22A01139EB4cd84,572984097601,0.00%
0x4c710B38199f589DD769D36eD52b6d0170cb83EE,571243347745,0.00%
0x996f0C8935ebf8895CA2f85f5Ad5c8Ef4Fc322Ae,569636785731,0.00%
0x63eeB58EaD8bCd262b2Ffde287B36A3533bE89F6,567513643039,0.00%
0x9Ec36d306B430Ac5C82B7096aE0331Bbd1da3a43,565739763605,0.00%
0xf371BD1DB5019480B2f4101e5eC7192F318Fc21C,565109115884,0.00%
0xE7bFe9b78d32469796dEB029b2bea3d68773aec4,564232713049,0.00%
0xB582BFDeCc4e44931D71FD569e59E2D7cD090b1e,562331643265,0.00%
0x489D69939b4Aca357f630055e351A81F1Fbb7Fb6,561731423748,0.00%
0x7Ab2B7194E8867d51805268688c5421B88B04C44,561590562897,0.00%
0xd543422A54D1703616b453741Aa1eb654Adc1044,558924676125,0.00%
0x24695e871abef73E9C5eEeb674A681Ec40c074B8,552998974558,0.00%
0xCA7963d2FC0370E545cd736aC41E97b1Fa0A7504,550311416259,0.00%
0xE0a6c2F26944B3762F7fEAf520672f79bBa488e1,548747196878,0.00%
0x55F41e82f158dc9E9039992a3e5e12d60c973aB9,546426062175,0.00%
0x92ff9E4b6BAFa6B7A5607F1B5ab1795cB15360b1,544505212769,0.00%
0x8F5915A19Eb2Ba78Bc90aD0317d9ed0d161CBfeC,542583885347,0.00%
0xFFD8408e5aa5a246F81311f0de081705B3fAf80D,541717901473,0.00%
0x0771c7e2a11cbFe3613aCb97d79E9Ae69416A571,540725530345,0.00%
0xE331EF612cEBC0aCA6d0B586542b3c25C82350Bb,538336912583,0.00%
0xb102bE5f95A70cEE4c2b2c36a5387476e18974Ae,533728534619,0.00%
0x2E5d1384E961AfBf56273079f256DCc1F10C13f2,530508640593,0.00%
0x9de2FF856d00941F328EdBC58F0ba3fFF10f6116,526193108900,0.00%
0x1e6358F25F0e0558c3AF79153ADA807d75Dc0726,525798346155,0.00%
0xcee630294053d5c7DbB3bB9764eb35792Df8141c,525469621389,0.00%
0xe05bD6F4409dB25a59007e6ce0f0946f7E1Ae69a,525099262698,0.00%
0x6d36cCDa61370f1401590F9022fFcB5b71af6142,522753124436,0.00%
0xA6AfeBe6b3545De9148ac7078Fb4d548f342fC78,521145856210,0.00%
0xA45Cd04A376B8014289db9D91aAE741957fc8bF6,520754026935,0.00%
0xF168B094577AfF84e0c1fa67a661775fBAc7E6fa,516336848127,0.00%
0x995482968992eee76D163e7A1791CdbB84E12616,514134535811,0.00%
0x8761e0DD63d14cf566aCf4b730f3540f164B6b56,507722215749,0.00%
0x6aaDe9A26ffA38040973965169D094ea4E17e608,505239748379,0.00%
0x0BF99dE07e3aab1653A57e9c25e36e0a1d867CAD,501918510186,0.00%
0x72889291Ab95C4FD360fA030AE7f2d4e305ACB61,500764463231,0.00%
0x4B2420ebB586754EF71F288F5401064FaB6A1D5F,498952366441,0.00%
0x76B3F088D6d4C8FeDb8149c9fB8130cb5aC9c3Bb,497035937212,0.00%
0x3f4113f86aA26c5e7d5Dd8BA689e285Ea0D8Dc6E,494841655065,0.00%
0x23A838250330bc2eB0F21cBB1937393874f1d215,492637849341,0.00%
0x37BFE406209dbEA228425DeBb8A96D4748B6C639,492637849341,0.00%
0x59D7bf06f0db8362f1aEe61Fc8b9C77862c07AB8,492637849341,0.00%
0xE7bb2125cC6310419364E79d3d7cF74c40f54042,492637849341,0.00%
0xB7e163C290F1301adC7d37B42ed6d7067093516a,492446201966,0.00%
0x29558f1FC9f0C96F4ae71f639F0B89280Fb942A2,490885808491,0.00%
0x21606eE18fc1c9B398c25f56e98E6035ab434299,490665352393,0.00%
0x952A5D9a8d379D2Df6621F468aB6316D4BB7b45f,486638013497,0.00%
0x8DF470AC7584D4E0b59Bc0Ce53951F94EaB9F1Eb,485499930103,0.00%
0x7609250783E636240b1B8D6ce53614a18b101Be2,481322318792,0.00%
0x7C827E0AeE083581B98C7A62b9c094d7674B71fd,481307021920,0.00%
0xe6b9f47da2Cf4CAcf93c7788675d80b35093ccb3,480313397556,0.00%
0x8c694E14a78E3e328affeb7272ec532De44fA6D3,479176099567,0.00%
0x978539Ea754110DF7055401A8311C769327C2270,475770225438,0.00%
0x6E702d8265FCE644048060D8F2716EA553058185,475022004257,0.00%
0x49C25a28CC63137B3c7300AEbf64FA8bE4652a10,473983019132,0.00%
0x0e775598456DEd6f5C3D123FbFc094DB0b08a4F6,471684349606,0.00%
0x583C3EA145261F7510Df3f0Ec30e70d36aA63fe0,471510809134,0.00%
0x7707A5bb1c82Eeff36Db47c84cd46d37cE6Ca7A5,471015830494,0.00%
0x14677b09DFd7aF2e33b47b03DD80ae3E027982Fa,464036164017,0.00%
0x4Bba53c9AFbBDc3d71Ba06dC7C0A8835DCfAC9B3,462425946289,0.00%
0x7489b1481A60408A6625bD5E3e390C6D1Ced2760,462207372789,0.00%
0x47FF556FD80c69670f0d2EdCE7bFdEcDc1f30690,461347491565,0.00%
0x856DC4a12f08AFA49f42B52F81769A96505f312C,457762490396,0.00%
0xbF7Da1f568684889A69A5BED9F1311F703985590,452944782835,0.00%
0x7BC0220032117a23Ec914DF710ecb26336af286c,452529903544,0.00%
0x71500B422b9EC503cB7f01f91Cd666EA7C07DDDB,451759236057,0.00%
0x28ad1cA34BCbf43A720722eD1A2f6Fb71C909E79,443051401303,0.00%
0x9C2E168d59B7A167Ec0184B901F8D7F293D4f3b2,440001498826,0.00%
0x5e808887f7E6fE3D56c016B4bd2E51218D427211,432030848652,0.00%
0xC62D8e3eEd91C03463352B7434670B1F4e6064b6,431299138226,0.00%
0x65d2570fB9eE1590a10bb8a38ee70EaF2b85Da59,429724798183,0.00%
0x25DFbD132E734D55Cdb1FeEd514A46C6a8E3c65e,429074840529,0.00%
0x5CD04c45827B0156d4f3E6411564A03423DD558b,428156987549,0.00%
0x4d51A39B4b74502cC5016E15e9106327936e3C5c,422061908557,0.00%
0xB0F7845E55f077E72aa5ae66366168Bf322716e7,420798650730,0.00%
0x65bd78d911B013c32ac6483e3a755aF110C36EaA,420127070756,0.00%
0x0e9A42c397b1A36FE7126f8e1e9c77396fAA026B,419004261503,0.00%
0xD0B74BAE747a7756644B1f453577449055693A6c,415216763091,0.00%
0xD6B3ec7ed2Caf7207C03c1E23200453a39f9babb,413150975309,0.00%
0x1dd132fffCdEC23e8ba92f2F5a2b3638978537De,411168843691,0.00%
0x6Ca8909858D5ACe2D3A11182828dDE2b48F56FDF,408839891663,0.00%
0xFEc9703183918d7fF6B2f0E8576be4B1fe76C120,404369013020,0.00%
0xdE848f5949206a9e66e1800e2C5a69D2601FbC22,401381050715,0.00%
0xE98c760735C39AD36C6B2c5C57dd0cBB3BfEBFB9,399334841022,0.00%
0xf3ecB061E7b46CC9e67CceF79A869aBA4c47b640,395546950158,0.00%
0x301F987355e3384b53B5FDe68e11616969BcCb35,388826468963,0.00%
0x31F4529D3Dfba6E85FF81C29BCF8fCa16A863114,384247647152,0.00%
0x3de96A1B47a74c8D7CE83b1aa7670d9664F22289,378396571429,0.00%
0xF86DC02d2f87484409920293793E4aB52f1176DC,372939971671,0.00%
0x8c0401f98d71d738Ee93d81B2992285794Fe9e5e,368400583239,0.00%
0x6805e260dB96cB44AE9154A541E60525cddcBE98,367938763274,0.00%
0xad39011C8589Db50CBDC6064Ab80d7bBB69f0917,367676329678,0.00%
0xd30b5069b1f0B5c756476F9A7dbb92C4e9a6A97a,363778759840,0.00%
0x27390d3D4bcd77a5e0025f07090492701adadA74,360597268221,0.00%
0x16438379b6FF13d230bF14dBA3F034BBDB386097,355990619925,0.00%
0x1EFe088E25aD05e958CD1759b732a2e3e9B6804F,354349782030,0.00%
0xaAD25C9fA55d5E577B2d8bc5bd4244F09667CBE2,350528654769,0.00%
0x4Aa6124C7dAF7d2000a421818640f911f52961B4,348151363885,0.00%
0xfB436DAF78767691C4a1C05083C4D789b07dFc54,347672538753,0.00%
0x23f562a7d671Fb41EF3fBEc4a0e982bFcFE8F285,343852519086,0.00%
0x193Db18A5EF9a0320b7374C1fE8Af976235f3211,341652094172,0.00%
0x33898903C17B2B4cf37782535691baEbC744E590,340428377170,0.00%
0x1537C0EE8ed1Ed158145f898c2ddedacF2fc09B8,335721795585,0.00%
0xb36a0671B3D49587236d7833B01E79798175875f,332694858036,0.00%
0x5eB15699e3674a6EF5Ab5F967790BfB1CA4E04C1,331899639318,0.00%
0x687922176D1BbcBcdC295E121BcCaA45A1f40fCd,326802676534,0.00%
0x9902429a09d23531f11f2992F4A7B8C6357Eb812,324814468738,0.00%
0xc34C6bb84Ef5edfA2C8b7271B4F87c2Ee626d170,321125412835,0.00%
0xAf68f31b137c3927Cb309C7Fbfa4bcAC46E12eE2,310492043116,0.00%
0x705c7909E5d4B833778cB95FEE849C7DFf1d0681,307522949618,0.00%
0xb84F2022A67EA830B40D897742C4e731fFe9bFEe,306624959449,0.00%
0x122CDff41075bA816BeC3Eb9e8345Fd9F236293f,306152999961,0.00%
0x01CC7BA4F67e102e8f789C2859E091CFcA7Bde35,304319921279,0.00%
0xaE3956065C9e4Fb22685932eA9274203038aD578,301651865229,0.00%
0xd495c43fc1d888e2E7a97d6FA409674b775eaC41,299942237749,0.00%
0x4a5B91D9453eE9aa54B74b3a2e4405042b9307a5,298138699554,0.00%
0xC700bFA131c93585E0Ba666d1Cb4A75Fd9094f3d,296813329518,0.00%
0xa5A766CB0714b1C598d403FA5C2B56591aDAE3f6,291937274991,0.00%
0xe4775ec96b072f77D613b6A9442dBba98237bc5b,287104241375,0.00%
0x37b5fD0DB7b68A5E2D3ba23e4140bf93EEef39FC,286989752540,0.00%
0xC650Fdc12b2e9221eD1d6bC69c5E8B32B327E785,285483992590,0.00%
0x55826f7459236341EE817F0478ee7832Cd6F2E7F,285271960526,0.00%
0x62F25d0944a1B512a1d77e4dEde57F72FFC8ef25,285271960526,0.00%
0x7dF220262a4C9Ca1FA9b7224BC6F7f4572a892cc,285271960526,0.00%
0x9e8462dd0158075f5d4Ff23c0324B22d0b5EDbd4,285271960526,0.00%
0xCF9631eC83ca364AC4B21276258aE0D3520E64D9,285271960526,0.00%
0xF1E25B3486B90B46Cf0a828Ea1C068A951C2c930,285271960526,0.00%
0x42377B2b3426a1ac388294eEf88AF65B8CD8847b,283944499633,0.00%
0xec875eCE06Ab6506551ED0951BAa3c160b9da9A9,282242821746,0.00%
0x98Fd16671999336F65919cC0FAc8B5cdc3a67D5A,281419513609,0.00%
0x803abb0748Dd3f6d2f401a368a94DC2012130B83,280294567363,0.00%
0xf1373db158110232944557Dd49553095e6a199A2,279322676604,0.00%
0x7b69771616A1f673E57F0FC6eD6053FC63B7607C,279300287921,0.00%
0xba507c0F357b806ec57c311998C7eBc5dEA3d5E7,278933258294,0.00%
0xA8c4e3ce1743D0f2A6c227548C982a7C40569940,278052633780,0.00%
0x25B7dD13D28AeB4bB3EE969A67117d4ac602434b,276330580332,0.00%
0x3cd2C1760c4333309C7d407BE71cD6F9Ef327fda,272780265865,0.00%
0x2A27531AF775D19964E3A5c26869a9b468980AAd,271994034611,0.00%
0xBB49216821a19a0A03B22D6586e4790C4cc22C36,270361676343,0.00%
0x9Ea14cdffc5387686d47b45238BA7a7EB45A955a,268554557458,0.00%
0x3E874ADB5954d447E1C3850C61d7fE1eFb480a6f,267381309685,0.00%
0xb65fC205B161DA5Af518507B8F18df74A55b2FA2,267037189967,0.00%
0x2c65341c510298b486506039D73D9880c4D49083,261173359788,0.00%
0x7D64e59464430BfF5cA2D2D4a9643Ca59e66BDa9,260526905863,0.00%
0xA0C9d04253ce5559B65654C5ef8742a75cc88Bc4,258262943135,0.00%
0xc5e38979d2bdD958Ae6C27E88Fb11957Ec425D7b,258156943699,0.00%
0x7c4612d66a6510F6f9D9bd361DDdb25c45486C56,257845146879,0.00%
0x597B76dF1B7A13D08D8074A9D821a7885dBD821c,256695588665,0.00%
0xD39a13C5dC777E05d98aFCAdf3Ad60984165b43B,256054391914,0.00%
0xa277035C5Ea0883C610372581f912bfcABaD1D1A,255824076098,0.00%
