Address,Proportion (scaled),Proportion
0xF11EF36611f83bc2A8b32ce952195fc21633BD01,65230374415959,0.01%
0xa3320F745611cF004Bf02B8186D89Ab2304A9fa9,65171507914811,0.01%
0x5bfbdc54a7054d4C60303DCd269E59b52BCFC1cA,64979466122023,0.01%
0xF76432B894E8F44BF154859662F6EBa60394D70D,64124434777985,0.01%
0x8d452c1f4bAE385B13933c83EcFf70D74229915F,63912896537581,0.01%
0x48Fb55eD1Fb62ED26274fb805f6444bEa97c1F28,62840326012324,0.01%
0x2061530BdD693B359761B378B05e1D55abF98c32,60755440870346,0.01%
0x8BEba996BeCDC95A6097fB0587f468Fc3348Ce2E,60487308992640,0.01%
0x0d86A2fd448aD216692238a28d2753DEf5B1d853,59419355069337,0.01%
0xf23E1bEFC889Ac30991762eD44fbD8EBF260419b,58378759793954,0.01%
0x0EE4e42b1096530f80A589CB13461930704517d0,58042911618910,0.01%
0x6ce252053150Ad7354aa98ac65937d654056F697,57281287705035,0.01%
0x16099dD4a4201a67C9b4916a4FB4322973507d8e,56663655970521,0.01%
0xAbd252CfbaE138043e4fB5E667B489710964D572,56517844855470,0.01%
0x357Db7aB93Eef87334f12Aa4D02bfaA548C27514,55635264099894,0.01%
0xa27eb1e9047c9D03b4013393F3de31fe524f9C17,55377403938998,0.01%
0x41C247E7148a68b2853Ad4Cad9Fc05f0E0D7e9ef,54507666310964,0.01%
0x9869680C668A28Ed04e07Ef0D4675b9ffEB7BdD3,53933781061977,0.01%
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,53922584538290,0.01%
0x2489ac126934D4d6a94Df08743Da7b7691e9798E,53472739190276,0.01%
0x5B9E9AB32EC036EC15c27581b49d8fb1fEF490c5,53455896353756,0.01%
0x3c92a5C0927d1C913B05102DbB590B27aE2ACbD0,52772964136493,0.01%
0xa02c40da3FD0894b9fB4C4980013ea8F037333a1,52409035801072,0.01%
0x4a52078E4706884fc899b2Df902c4D2d852BF527,52001121802860,0.01%
0xE3939654Deae5f54fD3e6B84b3A7F75f245062d8,51404021925503,0.01%
0x824dE9C3529671956512b414224f2C028041472e,50299687208349,0.01%
0x5D2D82aF3E07B5DD17b19541c4A21E51366D1A34,49637377893286,0.00%
0x58E03d622a88b4012ee0a97235C6b110077FB867,48025605772341,0.00%
0xcdE2933c2017944B46B466AB9A0dfDfA36e4c35b,47285229884784,0.00%
0xF03C8c6A6aE736AB7089ffe1BbFF5428ec44d91C,47114728396506,0.00%
0x85eD5D7d62cC5d33aC57c1814faABc648AEc81e8,46196586440158,0.00%
0xc75811a2eC36214ec940190b7336A689Dad9Ff7b,46045261558935,0.00%
0x8B1a06563977716Bcc227C76609b161713c81957,45328622792463,0.00%
0x08913d80B4A84B3847551a5F3a043a2FAD26621f,44974484812281,0.00%
0x78001EF1F862d8cd1bCA7609577dA525a6a799A3,43255311614509,0.00%
0x0672B2B898Bd5198fb47f368763EC3B5F30eAB62,42740662134069,0.00%
0x750C0D9Dec092E0Ad2FcD857a4db0e4B1AA66F33,42733909868566,0.00%
0xE996aFB92E2a6aABB3588c4Bc13EFc68Ea95d512,42299431352545,0.00%
0x572423a8344Be3B1e75539e855200027a4E8E2c2,41653752472500,0.00%
0xdb66768419C40e56e04ea62105A7b39307acD3FC,40985796222894,0.00%
0x7622F628135378f1B8d1876952DE9bAb80245f1C,40883078671537,0.00%
0x9e1A66A6A69e6c1FeE4e5dbF1309c12f08F076E6,40815094605565,0.00%
0xc3A1b0600BA577587B6F9441aBf5bAA9f0804819,40750988306978,0.00%
0x70A0E916bf70583601bC3A5B8676a17D354881FB,40405569370464,0.00%
0x1d2b88A5fc80182c4A7F2cA7b5FdEb5B23330610,39216861985669,0.00%
0xce1A34FccB14D13f8F6b6dCB0f3Df2d140618C16,39060575541091,0.00%
0xe085f782E3168c1349296420474aEDB62797019A,38582975563842,0.00%
0x4d6438d510A3CB3C8Ec5d068C01e6c032BD44580,38539915658777,0.00%
0x5578d0bFc23f70CC869f794e37DDb26Bb0CD9d8e,38296784999506,0.00%
0x1A6E0306E3D8B32cE91F596293034B3a16e4a45d,38178969662575,0.00%
0xF4a587311aAd1F2d6B0A86bD41566345b371534d,38148117469961,0.00%
0x259A077C850AF82146692705Aa72d440A5d6BDdC,38102938165892,0.00%
0x514F857100FD78495a869B4EF268301375AAac3B,37374179469626,0.00%
0xAcf9BdE0A2853bB2C6Ca931750E7Cb6Ab871a951,37129331021937,0.00%
0x0eCA4D94Db5b31D0aCdd30650aD33a4E7dBB9b26,37100891804818,0.00%
0xde6fB7FEE1341AB01164D68C7a322e7b5BE9627c,36383249747682,0.00%
0x34Dc5595b047F630CFc301F50428CE1406D9B0A6,36079978380013,0.00%
0xBC1159Fcaa1Ac43E9A12D3F9e3FbE32B9A676701,36065332284718,0.00%
0xBbEB825902b70063c0Bf85717ED6207157504177,35864073858011,0.00%
0x8222Cc5a5240375209791A17662e4dB05a06cB04,35592592625388,0.00%
0x6580B4a8af96532eeE64Fc7079cA9DcD3dd1B815,34450396011298,0.00%
0x0b1b25E43306E003a4918491961d6f0B0192F26e,34098509221375,0.00%
0x32a59b87352e980dD6aB1bAF462696D28e63525D,33820139873978,0.00%
0x0EB8F9eA8FDAD964183303b264B8faF6d78A1A83,33634573573294,0.00%
0xDB611d682cb1ad72fcBACd944a8a6e2606a6d158,33000642196947,0.00%
0x6Ac62b6D6988DA0206c409d6b9D74F4f4E3d09A4,32255735850226,0.00%
0xbE9064c409224D858F5fb12A5D3E8e417d9e28b7,32113529316379,0.00%
0xB5F9883A9318F3c7bC50a40bE24F975885fe13A5,32040185320695,0.00%
0xB3e3984BFd8427bcEf4F29d91d093804f22b0d65,31052695510956,0.00%
0x5F82C97e9b1755237692a946aE814998Bc0e2124,30823766792675,0.00%
0xE47fd677BA6D3738Cec98aa18Bb6fa015B6f7bDA,30485160760860,0.00%
0xc06830694A5C22278CE214cBa0dF198486A68D91,30312659996871,0.00%
0x3B82B31bBE0DC3fE0f13D17f9a4d0455eF562e06,29532251813191,0.00%
0x6F8aDC605EDF0da9F3970d12405E8e47E9ac7454,29353992810752,0.00%
0xF2c3Deb038681C8b929771e47001BfcEDd7176ED,29197317579984,0.00%
0x7C511353039CFA425180BfCFf434B0A92D720F32,28884001619106,0.00%
0x7e1E1c5ac70038a9718431C92A618F01f8DADa18,28826840836493,0.00%
0xfDddA085F78effEE1d05A7091C67deb9381821AB,28485446375836,0.00%
0x2683fc888dAf4850133E349A614c48F03CC126b7,28467859715967,0.00%
0xd2F2f6b0F48e7a12496D8C9f7A2C18e6b76e49e0,28415152029332,0.00%
0xb742da24d6d5803B6c5e4F5BF0fF2c0Ef1E94f55,28345588699355,0.00%
0xE8BCa870337EB54C3EF39791922Bd6fdCF76bc3f,27577524531216,0.00%
0x95272C5E0f8BD14Ed7f79656b3acE6b06c85E5Fe,27373945433646,0.00%
0x9A81755bcc1cC350572B63C7Bee5077507248174,27289485798661,0.00%
0x1D693a4425bf7eD10FE7775E2b65b072019FFceb,27259884967723,0.00%
0x20D2f98c9ECe97baB56E5FED9F62DB72D71581AC,27250359651186,0.00%
0xA4322a26c0FD7a05a7f0aF2e72faee27F808979C,27102255729396,0.00%
0x8D9EA09C1087c75FAa39151557De6a30c2A49e7e,26282641286936,0.00%
0x40F57C37AdDF720a6005a7D6cCac87538206a73e,26120617982159,0.00%
0x6b32BeEb5004778047b53B7b47Dc0B345016efba,26086072811164,0.00%
0xDeb263240eaDf03BfFdC6036cE652fE4cec96d2C,25887676486445,0.00%
0x7484B15c13C9FAC467d16C7Eb18D6A1Ce9216F56,25843555290854,0.00%
0x50DAF20699e6D747760E94172b54564B63f47d79,25437489080886,0.00%
0x93617280d57564241b4aD4F4e09e02968F3F2D76,25435573742165,0.00%
0x3a14AF457029C95F5E02D2c2eAB3d98d43189aFF,25284190521040,0.00%
0x522B72F0963A33168a55C4ff3C699376C2C1041F,24618577055634,0.00%
0xEd1B43a5730E9E86cEcD250A84Ca0825D4732571,24039510468202,0.00%
0x334CE923420ff1aA4f272e92BF68013D092aE7B4,23945350800954,0.00%
0x3383F5b36C826506f042B35e50acba721f0381f5,23158434690067,0.00%
0x27639DaAcAdCF384b264eB3cf51C330fa754F141,22872361074136,0.00%
0x3f914C1D6afEeD65570A54177EFcC0bd0a65b81f,22625293074464,0.00%
0xaFB4dbB82babEcFF51d50F73b88e449f875743B8,22370931728695,0.00%
0x20fAA9CF95B691Cb6AE5eFdD28bd6e640C759E8b,22267480865093,0.00%
0x755BeeC673f546446990A52Ebf1Df858d9C74231,22124072826126,0.00%
0xb29601eB52a052042FB6c68C69a442BD0AE90082,22088341617240,0.00%
0x58Fd6D6FC853D6a4c914c8AE5b8b391b9E76641c,22032392196140,0.00%
0x6a46a44D336C11C45D3D4DB05b0CCc1f0166c9a3,21531220381986,0.00%
0x2AF2b2e485E1854fd71590C7Ffd104dB0f66F8A6,21333011039081,0.00%
0xFc1E21f82f2232370BD918C1169a11c48E4Fcee2,21305559015930,0.00%
0x90983607e3049864Fd3962A3a36bde85a745eB6F,21171924423356,0.00%
0x4DCeb8Bd1Eb86f27f10aB83012a8f619d945D555,20815318385044,0.00%
0x66d4908E053F7150038b1bF3579cF384fde0BA72,20720346408173,0.00%
0x01ebce016681D076667BDb823EBE1f76830DA6Fa,20695765289131,0.00%
0x89261A7e4b287671d9C8FA7844ef94F88450a370,20597052821942,0.00%
0x283Ca084CD3ff3640b7f2436F5B98aA495870116,20508770553343,0.00%
0x4EC7f4BbC09d76B3e06a80C065fa3206e4a085c7,20507875535877,0.00%
0xce7E15Acf3DA916a4DF4842C3350248aD74FfC79,20205395296633,0.00%
0xEaa4fCa0da0d7004DA29e183d76001DE558d261E,20171498327020,0.00%
0x0a6a7158374f58Edb090400d004c90344E1c6894,19980276400349,0.00%
0xc6EEadF321Fa3d1c2A15f650a6995eA0496De394,19869705951518,0.00%
0x7285502ED0A0Ed25F65941E480bda7114492acF9,19548699425886,0.00%
0x0e8D670D40F8784c7EBb1F1A67902A6086f5f87C,19407629608506,0.00%
0xdceb0Bb3311342e3ce9e49f57aFfCE9dEac40bA1,19110043703536,0.00%
0x1540F6fA70c04E5a5daC6A134D9dD03Abd301B1A,18782941045130,0.00%
0xD8c2e378c699b7E3E5F97cF4F0F46741296D8Cbf,18664471740749,0.00%
0x7239C9c7Ca2ed6F684182FcA881618fE4b557f9E,18434505809935,0.00%
0x279d1194C9766fE2101de5a832C865936912302B,18103897870324,0.00%
0xdB744A5853A0a8A81FeeDB4eFD5f69F0de6825ff,17831053288613,0.00%
0x8E2eC6F44dBC0C9d831c9C444246aB724a2E6A84,17705249792777,0.00%
0xd31b976C6816D29C850abE85C8E4D78FDa37490F,17524433531766,0.00%
0x5Bf2141AF1De319aa04d89698AEDa9F9ccf226dF,17403768269107,0.00%
0x7AbF6ac115D3876F719970997990eAb337F2b9D8,17022552830861,0.00%
0x08F0556d7a8EB279B06A1c59FD3f646aFc617F73,16959947469063,0.00%
0x8FB88D42F8Cfb29C8bC1c6F608E81C1dc241ca30,16779660683370,0.00%
0x10027D8f80c1B33a07c94f79780c1d5D72A985b6,16597432445979,0.00%
0x26f6b241F495C68D9b45c336b2F2bF51d1b6Ab56,16578000539338,0.00%
0x6F37Ad23E589b6Bbc054D61afF6a95e5c3218A54,15532841792038,0.00%
0x9305e034aE82f14D5A9f23C6Bd542a8c08aB8133,15464664079101,0.00%
0xf55486C4df013EE402086b722FFc039Fcb246b87,15314195618911,0.00%
0x038f20488F7C2BcC4afF7D59c6b1137d23eBD831,15287375255651,0.00%
0x71Ede44fb370CDEF1fc0CB2EB32b16f08E6A1330,15099490493382,0.00%
0x3605613E7410cD06A3061f790b59aC73936Aa183,14849589283935,0.00%
0x67e5ab5b573F01030a1076dDA7A79Ef0f31A1bFa,14480661570094,0.00%
0xcCe6390976D7c96FFf895De188cA4A17F2287083,14432663910795,0.00%
0xA2Ab06a5e81199AF95176BF44160f6C96dca8891,14263775090752,0.00%
0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,13802161648984,0.00%
0x68BFF212bEDA8942358A0D0C17d50b305f65B2F9,13673467458178,0.00%
0xbDfA4f4492dD7b7Cf211209C4791AF8d52BF5c50,13653095976306,0.00%
0x14Fe1c6ADb626A8235b079d4ff66C6b0a3a2E68a,13597546963906,0.00%
0xB0C186050e90a2dC4340b051c3Ff0E5285e0C6dA,13537409523814,0.00%
0xe01e87f8f4F68Fc9cA9753D621Cf874f841019b1,13417467115311,0.00%
0x4C9b7A639Db2e43F1BD64A3EBc1d1b6C22e2C61C,13184898013510,0.00%
0x498B466366F1e7Aeb992460a9981db2FB7A12A12,13052486828938,0.00%
0xabA09ea89797757A86faad95054445B73E2fE853,13030222187105,0.00%
0xE4036Aca909cD049f9A7b7333961E1C1Db7fb35C,12999091356792,0.00%
0x2bB9F760473cd2695301ab8cf06931d61f0BD4d3,12997899583127,0.00%
0xB3E7E79cEA7958C4b05CA6A39acAe2d814bc2542,12979989258503,0.00%
0x3602111b951B582678ACcC4E0BBB4393e914d5Ae,12902294339919,0.00%
0x22e3aDd439202596419DC0Bc768b9B1Dd4aBCb15,12810040605427,0.00%
0xbCd5d94cDEF8d32Ad19c0053375964C13084020A,12611511109130,0.00%
0x65e09aE53d5f1A7D75E4442eB9D004191Dd253fb,12565625874073,0.00%
0x562f37cD8d181929F1A7735ab916c95dBaC3d2ce,12449504214550,0.00%
0xcf001a50c6ba7D83d5B83DF59486AcA10db24D48,11680922941290,0.00%
0x54b30069DAeD0eE345D1aB15A8F5657a54508717,11574587045678,0.00%
0xCFB7Ab914C8B93391cB5B2Ba95fa7239e1ee2bbc,11430912820318,0.00%
0xa922137a1430A136bd4416F26785cD5821f68618,11422512367749,0.00%
0xAA7A9d80971E58641442774C373C94AaFee87d66,11238016788447,0.00%
0x598c8bf422732103A95ea5041593c6a9644BD33f,11222157646878,0.00%
0x8a1ec127978bCC7499b2A188Df2Bd1810F522Ac7,11072261230618,0.00%
0x4c180462A051ab67D8237EdE2c987590DF2FbbE6,11061081692085,0.00%
0x54689fd2D989C0c0498c87794B93309bC3872C80,11008074771060,0.00%
0xF3601Fa274B099bDF0e64bcF53CE7B7b631cB884,10968716464036,0.00%
0x58Cd3e4128353A411CBD7D9c8a1221cF10Fc1dF2,10306330027840,0.00%
0x9cfA2455Ab78FABE23651f10551705dE03a60533,9925032415634,0.00%
0x459A64432c4F19d7D5bAD970A0d8d611F29C325F,9239041984423,0.00%
0x365d2466C2CE58942a92dc1d685B4D8306341D3B,9223229418984,0.00%
0xA0A683Ef1cE94457F4c8dCb99AAa54aF54d5bc6C,9200843507526,0.00%
0x6EcDab45023d14d57C5D09e9f8A4a3782B0fd2fE,9193768391584,0.00%
0x860b7Abd16672B33Bab84679526227adb283ed8f,9121546655222,0.00%
0xc493AA1EA56dfe12E3DC665c46E1425BC3ee426F,8838851288996,0.00%
0x010b51f9caa4a795aE45326C3E10fa8Aadd71983,8760450428496,0.00%
0x5b47Ce248ea313841668A318AFB9a5597d5eFC23,8541785590474,0.00%
0x7F2bd3E24C3f82Cc8290a151B3fAb1804DDc6719,8501840523136,0.00%
0x24659349fB8e68F788dEeC91066179968079Bb95,8461689309323,0.00%
0x00e043300EbEBd0f68E1373cC2167EebDb21516C,8225847712560,0.00%
0x0c6FA8487aa1F89640C8c59f392503cD21a24C8E,8193772081850,0.00%
0x90eAA36B25630590667823a1f83Eb4f5db1d99BC,8181206140954,0.00%
0x59dA03e05a9baa78C2978b3B1374D849E2be3cAB,7958890956060,0.00%
0x0C012073D69210b4754163FA727E5BE3c3519559,7859962707290,0.00%
0x4436D0999e0F407252D23a9ce9B7071031a0dF77,7772321635951,0.00%
0xE7c8712fC60B20693046c71E5012801eaAfc7217,7589609191650,0.00%
0xe8d0D6F20Af0785490E07E1FeAc50DE583A902C6,7494762061246,0.00%
0x33E7Be62D31b59f140F903E86D6920D2caD4517f,7452507598171,0.00%
0x55E86F62b6Df70198D80CcAAaf9e871a1ebD7711,7426164437118,0.00%
0x506480CE7dB2848D0Ce885e3999F5888C86Bb729,7420078607835,0.00%
0xe025EF5762eb51Da342419b247DA1DD9C396C2e7,7155967279525,0.00%
0x314e25682848267AE8C96e901434BFC5Dc597C10,7141461655812,0.00%
0xcda5a99cC41ECddE3866B7dC36D5ce5618162eA9,7051723581534,0.00%
0x5D630EdbB48Fee6fd37EA1B245161B262f1D2E96,7015089099197,0.00%
0x7724b009933BF8990661A5DF5B4842c05974d5F6,6965128017711,0.00%
0x7b5C6eB7C1149cD18568bbCd2708904B46a92718,6719038880443,0.00%
0x16d9d13bFDee5012b5CE81a2e5E621a3362b94b9,6660146118059,0.00%
0xa033DBc9532cbA3B664F4773856E969cd4Dc538a,6655511633096,0.00%
0xff180948d613bABA1959B8D8c9e96b94959828F9,6654826270911,0.00%
0x20f9468228a4b69b84b01E621363f58c93aD0823,6583316951621,0.00%
0x94A552a480642522F24f0fADBA0B0dFaB95708DC,6570763789775,0.00%
0x37701dA0d3a506f0abFCE85c3E26a098f1bB5188,6472271956998,0.00%
0x7dF758a5c5C07c8D8a16Bd273F27c6bA14C8a391,6469768311898,0.00%
0x5B134e826E55FaBE237Df90A4ab02a41ED3b56c4,6405020302567,0.00%
0xD68ED515FDcF74E3b5dBd8C30A79990621E3F476,6376931980074,0.00%
0xF237C873Ea8aE93636DE5f61732c03De778c1d08,6347837611841,0.00%
0x2a06913D5b8748b222E1236768C24ca19198B374,6255425352140,0.00%
0x690C1809adc1893a5b8dA53a4092D3F9E8b8D8Be,6121866009834,0.00%
0x0D389aa79159030f4c7651eA98F56193f448C3F9,6075517988004,0.00%
0xdD84Ce1aDcb3A4908Db61A1dFA3353C3974c5a2B,6035595785310,0.00%
0xf66652d748eD84E0301e981391EBCec312c3105f,5607207417937,0.00%
0x9BFc35E76dd986a1E341785E4E053e9C92160D6d,5549970948999,0.00%
0xDFFD8BBf8dcAF236C4e009Ff6013Bfc98407B6C0,5470091598294,0.00%
0x9FEEF5F51Fdb694374e3d7Bb3a8330631D298BFA,5358756102931,0.00%
0x00c23f61dC85C9495E4FB11c528beEAF920254Cd,5218679431849,0.00%
0xcd262b16421Ac23D13D345E4e08875374d5235bF,5147406818306,0.00%
0x811570B8cd6605AA9F507623456c963765695D95,5045642177655,0.00%
0x14730014EeA880F2D52aC0b67442c485242D9B9c,5033643231535,0.00%
0x80F39Aa13500b0743eb1E2dD64420966aE1bb972,5008486858062,0.00%
0xD4168ff022F4C87c641df9Df8551bA2d7fF54Dce,4957014251690,0.00%
0x72938242CB7D4d305b33138c2F7B6387aFD28E82,4933894933466,0.00%
0xc8248d16F3E4DCed02572c3A1a37A2183FFb36Fc,4931198153128,0.00%
0x4e938C8D1a6eBBe68138274CA019589bbCB5139c,4807242839749,0.00%
0x08cC3F20Fc076CE12867fAEf7d9E4048A2BCd561,4805550739969,0.00%
0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,4804875957489,0.00%
0xB6eDD5059b6f77450F338D6FDff0d54E38Bcd9bd,4784185789510,0.00%
0xf2ED5beaCef78fA9e38d1cDCB6F7AdA3Ae71f01C,4690112274311,0.00%
0xB224614C79cCc0b31dbBfACf4fBcDe178a0D8817,4678848639017,0.00%
0x847D27720cd1f8fC8C923a23937FE531aB4cd367,4570427461817,0.00%
0xe76d0d3c7aF5fa2C0806F221cBA88d7E044178AA,4563061807703,0.00%
0x6e89216b6D5C8fBeD5CDb21B7838B801B9a9Ca52,4509345486382,0.00%
0xF0cB97201fB0b288fB2092B5dC9Ff3E45F9d1726,4471963112587,0.00%
0x0Ff78BaD36a42889f2f6Df7399faa6B15b174055,4470472553181,0.00%
0x29F731573b3acBd22A7C6023d9e3CC8EC758de42,4410162971659,0.00%
0xCd924f58A136355267fa7a4A4b124DE18E696F0e,4409419844846,0.00%
0xDF7bdB2D8e3c2c39b9367D887d497d450ad1c597,4408188508991,0.00%
0xf0513a91E4Ea520EFC0Dfb7D87fD944326Be00d0,4379135357210,0.00%
0x6086563dB6F9cDFab2f4cb2c75E8BB230e572491,4237153852242,0.00%
0xF5681fbCB1ffC2A281049f1B800572F6935eb97F,4224413744187,0.00%
0x1D269Cc6139470d81F80F007E23322E4eaC046b4,4222218850808,0.00%
0x2C9bDd583e515EB958CB60ffe663B3acf16412D5,4217906912110,0.00%
0x4cB75146e98562C9d79b31649C6C739e4DCB7CD5,4191837550631,0.00%
0x0719E0c07AAd5cEf19c9D8A08D01C89F73AA3564,4180116029857,0.00%
0x2d1f24C8837A94e28E0c2A5E723E190A333B00b9,4108807280800,0.00%
0xAbCb83117C875419ab026d65B9A37978C6a87427,3949992676333,0.00%
0x7bc7322B8f164c32D8AAF852B053F7EC9613B0d4,3858867543384,0.00%
0x314d53E5968BbC3406d9Cf8FDCADbbd68bebB0Ea,3801474069671,0.00%
0x0Ab66ab72EE7355eA16813f39237d397e4FBF91c,3770829758657,0.00%
0xC258D51D09bBfB9d99365E95D16D197a78469128,3739128411171,0.00%
0x5505F7442fcBAD24F65265c422f8A055993815c4,3684241971153,0.00%
0x50024c4c21Ab223aBD1efDb9635EEa0e0b90ee6c,3625956620583,0.00%
0x11Cb2cA2Acc4421d154eBE4C27C351511C1FDb09,3569663861574,0.00%
0x25CFb9c82e2d1C3431be1445b6D130148a1a3ef0,3517027021208,0.00%
0xCbD40742B4D2Aa672a4cBF32BE0044d861a5461A,3508552302211,0.00%
0x3b2366CdfcebC692d876505df24F5EfD31862d79,3506594727443,0.00%
0xAc38a7473c31A1989A999C0A5DA9a4E0d57F2574,3479541754063,0.00%
0x04A8C06Ac6D06f25c657Fe61106a485d2583BE71,3412432324703,0.00%
0x20817330C91c54AADE2cB440fc1E32508Fb5b55B,3321451379058,0.00%
0x5F17e9D3B612262369CBf9F0fC141Eaa3D577e8e,3320463723676,0.00%
0x2bC12061C8912505978472C21d4a23dB43AF62aA,3290226246113,0.00%
0x386e96E10447095A99B919DefC955C6D4835C279,3197512493604,0.00%
0x13Ae56e4353b0103Cf90B0925B0fC88014c13380,3166235018154,0.00%
0xd6578014899175f1177F65889ffE1123f3952A6c,3139532086313,0.00%
0x5141a72130Dddf729a5C9E86b780A3c03Fa8F549,3132107360524,0.00%
0x6e832478Aa89FB4507862b2955a3Ef3A9Fbaf3Ec,3036020693194,0.00%
0xe3F87C2cEE70989eb42B604B5ec9e35C0578E51c,2957289379493,0.00%
0x341396D458060aBA2bA7Ebf1aeCF2AAB7aEA878f,2946217958924,0.00%
0x0659305689303121247078edace9EC042856902B,2862400481584,0.00%
0xd7Dfc5F27cCE8F0D1b970894C338f7fb3c30264B,2861662661356,0.00%
0xF56D4380594624c6Bdd9Ee58D6060F4310733285,2831701695234,0.00%
0x09527Af0bDfB521778B7D7E023bDE6b35AAef4dc,2770111107106,0.00%
0x14D15F15f1151d82E0aa5f2443b7dA68F981424C,2760751141927,0.00%
0x5805EC51c516e3aa9907D2dbfFeA7F267B1baA23,2744236169993,0.00%
0x5538793f0eD24fD4EA2Fcd5225A40995A8f5Ac3a,2671828922281,0.00%
0xAFF875616630C2f6e4b433B934BefC65453834B3,2667626282683,0.00%
0xEd9F5c9B797cdD09Fb0DF10092b073625dE92Ad9,2638160619899,0.00%
0x5A805112171FEa540cb85f851757E395751FB7C1,2621740883014,0.00%
0xfe35E70599578eFef562E1f1cdc9Ef693B865E9D,2596979616086,0.00%
0x35e4535B8fB48eb815429104D74b3792d0E730DB,2596015824613,0.00%
0x28C24141EC700667099bF1369Bf1beFD1fAF1D03,2564175577338,0.00%
0x224e69025A2f705C8f31EFB6694398f8Fd09ac5C,2563775790586,0.00%
0x6AC2C17b94b54643f000d1e33abE4D5bdBe34D1C,2527178002977,0.00%
0x2068D14Ee50772DD6e89c6F64F32Adad0Cc936Ef,2483869037152,0.00%
0xd2106a3fd1B09E09eA35eba28de4E48244777577,2481606690077,0.00%
0x0C6AC3FCEA667fD6C62483cE1DBbce6f6ce0fB1f,2478573483250,0.00%
0xC1A3078e1308ae72c79B472A92b1282Ddef5Bd7A,2437891188309,0.00%
0x5eB0cf5F601f7Fd0816f632af338EFb292B01316,2421369842987,0.00%
0x49BA4256FE65b833b3dA9c26aA27E1eFD74EFD1d,2418055988114,0.00%
0xe794D5984A278A5Bcb84097AA93b350A7865e903,2414527138764,0.00%
0x4bdF841E3E4ad16f44d80f59ebaAfCF79bECED65,2410324113632,0.00%
0xe15e79d7f18e36029B69e0850C513B8333465F46,2383732230544,0.00%
0x890c01F574e819981C6d030505500b552f6132df,2383623788982,0.00%
0x0F46a5D6c8Bc974Eef4DE5d1D3Ead5e28ACE889f,2357169987063,0.00%
0x38fe88132bB86313A8B17d8a2E3fA15044B259f0,2340330385929,0.00%
0xC0793466f60f343f6C98183AE41eC6190Cfa94cd,2326284097041,0.00%
0x7AdC457434e8C57737AD2aCE768a863865f2AaBc,2308033649142,0.00%
0x25939E70Dc19ef0aa2819f5c6544712a36eEbfa7,2305263887526,0.00%
0xd01aBA619de09F5C80546ccA0658594D0cC76259,2304344243531,0.00%
0x63155498A06d3F058ECd453c5a0d94Fb3a11Ea4C,2301634549072,0.00%
0x405a6eaD5c62657ca0EeBDB26b6CAF99b24b1fc9,2295899346855,0.00%
0x86515E78e4300f46af86d9b204170D51aeE6AD91,2291542078683,0.00%
0x481791E002FCFD7D979Ce7896546419cE511164c,2266848003283,0.00%
0xfA668FB97697200FA56ce98E246db61Cc7E14Bd5,2253086619882,0.00%
0x97e5c111888e2813ED073F3f95838e18e18294d6,2250403419405,0.00%
0xc5DE997A4809c15b64560b04E1141416B1a2A71e,2227871301166,0.00%
0xc191a29203a83eec8e846c26340f828C68835715,2192465547927,0.00%
0xBF5310fAe4D7a0C6dF0452bCDA09aEFA2748Ad59,2192272437052,0.00%
0x1c7588972F3719B144f9f91E645D4b57e1F7Cfc5,2180013654490,0.00%
0xe517d3ec2b674Cc6e4a6CF3CdAcE34374766C0df,2141508950812,0.00%
0xB0Aa56926bE166Bcc5FB6Cf1169f56d9Fd7A25d7,2136263836458,0.00%
0x0B367ab146E080B4a5C608EeC59691F1340fF3c4,2126254269184,0.00%
0xDB9d792D13Ed5A88972ad83b1A678f656378EC2C,2126197678204,0.00%
0x0b5CC691fBF7923da8a30DB4A8bb8c9F9CE9f7d5,2111166809257,0.00%
0xCed9ACd38b726EaB36D721f4C3779D2Be28d90E7,2106049825920,0.00%
0x5e3aE137D9EfC0BeA056a32eBe8ec4B7fb060A00,2064295130835,0.00%
0xFf36b9cb75C9178841D8b75Baf9776bfA59FBE9d,2063495771911,0.00%
0x59653fd9713a30C54237A6FD21fD97BA141aBbe0,2056744330680,0.00%
0x420Fc858103a9803C6681A1179B524347B16d2C3,2050270548293,0.00%
0xF56A97542daaC54aE64Fd26A0B54AFd31863ab4C,2020224556777,0.00%
0x0883b2147A8F9a3F144f22CC769d7d73A6a7D7fc,2017281583476,0.00%
0x92bF02d1cf3555E1544c190c75c1FAF6A943b3B9,2013305971866,0.00%
0xEfA117fC408c83E82427fcc22A7d06302c542346,2006003259473,0.00%
0xa5b7891cfebDCf04B62Ede5D68E7cE524d4Cdc86,1982439057171,0.00%
0x3F6dc5e806ce7f4872D362099EaDECE0183b22cC,1951963328371,0.00%
0xbae3BAD311A211DBc19C14a5D2995a9a4741abc7,1933370817644,0.00%
0x1E4942b1a4FAB51EC950e5CCCc957497b37D1103,1926079328316,0.00%
0xb99bD7eAD2D2b7f8A7b556fe1097aA6fB7296190,1912915561607,0.00%
0x1Cd4240DA97DD6dEfec08ecc466A3a64Ed95e466,1911460444518,0.00%
0xa658BE407402612Ec315Fc1f62f410b339C0E658,1883399513751,0.00%
0x4B2F6D3A23bADb60c8405d50289eF3daB9109936,1875272722883,0.00%
