Address,Balance Wei,Balance,Percentage
0x971bdacd04ef40141ddb6ba175d4f76665103c81,26692927698186199898520,26692.9277,0.1211055362
0x6c7c1f126175a991f1b4203cdb66dc8f0fc90384,26466390815787248435647,26466.39082,0.1200777407
0xd7f68658ac847888fae0fd40ae9cc97f020370eb,25871584796423135464228,25871.5848,0.117379112
0x0d5d73f6b9eb76c9447f7925464ef61c1fbccd20,25810813620412650093001,25810.81362,0.1171033938
0xc6dd964e8530b59fbb208baf55cad2fd89114493,25639889713343480466766,25639.88971,0.1163279138
0xacf7d75ea199a96bd984a74f5e039e580713eb55,25461628192119059698966,25461.62819,0.1155191431
0xd4bb6760b265c249cbbd1aa6a92c68268af21a1a,25254361717042956198205,25254.36172,0.1145787772
0x194752f86d86d4acc937fbdf0a5f6f67af679a67,25189475598152740761877,25189.4756,0.1142843896
0x065048f762a629ca72ee0d45c75088f46e0958c0,25041095890410958904108,25041.09589,0.1136111924
0xa999d7bc4341d7575d9f6a53c12cc734227e31af,25032729198376458650429,25032.7292,0.1135732328
0xb50b88d32bd95835295113033761d9776f11a209,2.50E+22,25000,0.1134247408
0x93cba65c2aa556ae91019e32bf436f584843ce95,24013648219178082191774,24013.64822,0.108949673
0x2d012fb99143e9364fe73a00ec29a36b8cbde3ac,23737238705394892609502,23737.23871,0.1076956059
0x1a9f02011c917482345b86f2c879bce988764098,23640989479499619482450,23640.98948,0.1072589241
0x50d1393a8c5ee410b4b1766a6e3365de7f7ff05d,23596297716894977168949,23596.29772,0.1070561581
0x352B2c861510Bfe9f253fcAAa4fFB5e0dB1935b3,23584067467550101471326,23584.06747,0.1070006695
0x114ab988799ea396bfa2d549ffe7bb6e6f29322e,23462052946907238288515,23462.05295,0.1064470909
0xce5279780024a996b8f2d5ffd27d15dac1d13317,23351064252663622526624,23351.06425,0.1059435364
0x1bc882e4ce3ceff8b1e4d610a78bf139dff21295,22994740690232324961940,22994.74069,0.1043269001
0x7b64bddd6fc83815f9e7efb02cfd644ec04c3cb4,22961117601260992727816,22961.1176,0.1041743525
0x33459678c4dc6e272f8ad3fc5da560d9f7ee9bdd,22912536593099949264332,22912.53659,0.1039539409
0x5e2e5bdb07bb9bcd04e1d906b5a4f96ab82e0a97,22550944226146308980212,22550.94423,0.1023134001
0x9f049fd537cf360a7189a82d628475ea654dc425,22514809235233806866083,22514.80924,0.102149456
0xcc508e2c48e41d1ad674df40014a522d597fc0b5,22500000700046745306948,22500.0007,0.1020822699
0x7e1c3878d5c9ba76ebe9d9f380da44d8d38c0c94,22480385762747336377464,22480.38576,0.1019932771
0xf9fb8108a977406498341e5ea40736cc2b1411a3,2.24E+22,22400,0.1016285677
0x757db7c1d65b1d3144e2afb3de8aa3d6ee87594c,22307249133265685777100,22307.24913,0.101207758
0xb40005c1b841975dda6ff115a3cf6547a8ed49f2,21971179181464569592419,21971.17918,0.09968301212
0x6030f0f17edf84a328fb0f4be71151405aaac1f6,21636546813554879079988,21636.54681,0.09816478854
0xb2450afd4a496288aa15031d499bfa940e053df2,21379737573186260591041,21379.73757,0.09699964768
0x6cc86c6eef8ddd9818003120e7e7a46900ed9e32,21308767123287671232873,21308.76712,0.09667765548
0x48e20ca95bdfd806abea6f1cde8232cb6ba917a3,2.06E+22,20616,0.09353457823
0x92002deac42e663d2c57a9d4e191fed4d27304a7,20518122040419414848626,20518.12204,0.09309050694
0x12f0156ec313ee32ac99e22cc111587343e8dcc7,20473442581456536445110,20473.44258,0.0928877967
0xc2bbd0aa072a87c2c69a01560518334a9e34d3e2,20462478324822181348299,20462.47832,0.09283805198
0xd0b107b64d1bb5b0a8e31a84199223ae93127856,20108691675885971588023,20108.69168,0.09123292562
0xcb31c61a24b63bc8323b7d8089b4ff18658e36b6,20085680389893032301694,20085.68039,0.09112852365
0xde3447c2a6bbe95272062d93f3bfe38148e8e5e0,20066080235603754439370,20066.08024,0.09103959796
0xa78f2c13fcb8b6999ab10f160c10c4fd2d18384f,20039940130718332487732,20039.94013,0.09092100057
0x5e4d5f1ed642ddbcc13c8df441a58d3f3ae85770,20002542020785768645357,20002.54202,0.09075132574
0x5024e04e0958e7f0c0dba3b0f0646876f24bf559,20000266984673600541178,20000.26698,0.09074100392
0xddc60d163015cf5ca1369d557a2ca1cc2de1f1e3,20000119849906984610180,20000.11985,0.09074033637
0x7805d315823d5eb36b04c80eaac04fd00b416fbf,2.00E+22,20000,0.09073979261
0xc088e033a5db0f1b2fef24726f78fbaa428d8238,2.00E+22,20000,0.09073979261
0x1bf6738b9699dac941cd07ee6668be5196088e37,2.00E+22,20000,0.09073979261
0x1a2791584b2c4283779cb04f39f19dc0ca33289b,2.00E+22,20000,0.09073979261
0xf1caa5823a2bb391f3aceaf3127e583cc3b8f29a,2.00E+22,20000,0.09073979261
0x74ac42b20d1642735fb5d974724712f7f6f1fddf,2.00E+22,20000,0.09073979261
0x729a36699c41ef4bdaf5db6f8fd1f21093208eff,19999472877557923220023,19999.47288,0.09073740106
0x040d186a9de2e6f33a452abc327ea42611cb8af7,19830712582551158464399,19830.71258,0.08997173736
0xa1770d5fef48810d5fe42b0b6b0e7d270c90bd50,19813526110561474716725,19813.52611,0.08989376251
0x9e595848bc8f675457a03b38738f00010801d281,19471284050291730086244,19471.28405,0.08834101383
0x081fd9054be319482bc644369fbd43eccbf815aa,19428767123287671232864,19428.76712,0.08814811497
0x54eb4eb70782438ab9e427c47ca4c8a11269ba7e,19295906849315068493140,19295.90685,0.08754532929
0x6495009e97c9b325ae24da050ef00279f7359bc7,19204893350879418231010,19204.89335,0.08713240199
0xa9273979aecb135f1228bd039d370c8489a24f38,19131442901509386098425,19131.4429,0.08679915806
0x42657C74d0Fc99baf2B313CfA245A1c8e4CE1afb,1.90E+22,19000,0.08620280298
0x16396ec01ab592125d56c55f2ba691420aacbf05,18852109442371681041752,18852.10944,0.08553182506
0xa14196b165e4abeb95fb1f78fc3bcdf61c6a4a3d,18795567526847623879578,18795.56753,0.08527529497
0x9a0c278345e11d038cc32adcf4bf9390ca24b470,18743577996045788939466,18743.578,0.08503941901
0xef921afbd00dfee411f43cec747e102d0201067d,18726342002272535092160,18726.342,0.08496121948
0x1782ccb0e87763072a3af966b4284ba4faf6d89e,18593763423883996955858,18593.76342,0.08435971185
0xab6529322b5e553033b89fb4249aee0947ee0c2b,18393915916201589717567,18393.91592,0.08345300578
0x05d9916a5621c4fd091d36aa3a3ae3acea9423d1,18314084935523422966340,18314.08494,0.08309081345
0xc4035032c8e030ad65801278c7f87de70137d1b5,17838026034415694233004,17838.02603,0.08093093915
0xa616d7df3d8fbe17cfcaf55fd65754c75f344025,17752866382331508963143,17752.86638,0.08054457069
0xcdcfcf8c2cac15cd6f64fdddbd1297eaef2a48ec,17715998366945712836098,17715.99837,0.08037730089
0x45188585f9d5a64993ef623af8325e597d7f5620,17308672526863866142390,17308.67253,0.07852926777
0x07a363e24e4fc164a4d182b9a86353e32a33e37b,17305936073059360730593,17305.93607,0.07851685251
0x60161d16df517a252d9262baf477d6c5eabae7cf,17153267478528364451198,17153.26748,0.07782419668
0x79d860858361577a4f2a33d83aac2299b6d77025,17131637905303991205812,17131.63791,0.07772606353
0x4ee58a3585a42a8c947a1de7184d7bf05d273d6b,17117432562319888381528,17117.43256,0.07766161404
0x3d930d355e119e20f6ef713d60bc4ec715ca0cae,17007544859126606629456,17007.54486,0.07716305467
0x4bf6dad8050c2828b9b176d9a3681f534ab6c5d0,16975503090647725350909,16975.50309,0.0770176815
0x7ad760d9402df0f78786ca0b323a911cb1b6ee41,16936173124672332149491,16936.17312,0.07683924185
0xf260029a51933376dce9e60d0ab0be2c6403746b,16894329972095383054286,16894.32997,0.0766493999
0x277b5bcb8d7fdb4095f731ef26c5c0fe1996d62e,16858377781807035345837,16858.37778,0.07648628519
0x921aa4c23bbdad735141ddce83f99d85dbf32391,1.68E+22,16800,0.0762214258
0x847c1bd14a81daaf80e3c713f485ba69bb0859cd,16701369863013698630134,16701.36986,0.07577394189
0x632c720aa5c27b3254d69fcfe434679e5e7e15e6,16689363585881743615745,16689.36359,0.07571946953
0xc02bb8fcb82a4bd55b5dcc632ac340f93e82000b,16678307340563165905628,16678.30734,0.07566930746
0x75e010665678ae756c4aa2ea4fcb2f96d69742d4,16620366670894638931166,16620.36667,0.07540643124
0x16500a5b9ece46d09a82046376a7ce751d3a2cc2,16569454179984779299842,16569.45418,0.0751754418
0x47c7653a6e6f3f5cd0840fa4131dfbe8dc6fa17b,1.64E+22,16400,0.07440662994
0xb8dd6e677d413a7165bf2eb68060b67ffdf3197f,16364585064159479113815,16364.58506,0.07424595275
0x069980a6c1c12aacb4105a8c02889535ce51e654,16297404414670497081884,16297.40441,0.07394115484
0xf45daea858da4ecefcda7531ee5edc05b0d8867f,16146106865205685745383,16146.10687,0.07325471942
0x27d54cd4106e1e4e09bffe8d59b6b255b2854755,16060273972602739726027,16060.27397,0.07286529648
0xd0b77ea1bfbbcd0dd4ebde7cba5ad97362518274,16032947903944074496859,16032.9479,0.07274131839
0x244276a3be3231f2b4e91ecb6504f78d1e85b99a,16022671655673938778960,16022.67166,0.07269469516
0x12b5d8e8b339841c349b8178b471f467207627f8,15976204215552519871355,15976.20422,0.07248387286
0xeaf41e85a9804c74b332fad07f7e0cac53085345,15680300978923225945473,15680.30098,0.07114136295
0x15c99b66ad8e43d2628dfbe51d6f33ebc730a865,15578578076251479790288,15578.57808,0.07067984719
0x56360f479cfa69145184a73f64023b04c631e68a,15547980559878657195980,15547.98056,0.07054102658
0x9d9604b8a0fd92de1d0d1d9673b33a30c6a1cf45,15510907702519871469567,15510.9077,0.07037282741
0xaf470efb590579b8d1d351187d21a4d01e12da33,1.55E+22,15500,0.07032333928
0x1a8a8a321e6f82aef11afb7249a0d67b43d58e41,15493926142950404955172,15493.92614,0.07029578225
0x4dd374c525130dae2f4ca69a5dfc1d55e14dcba5,15458764312986216810412,15458.76431,0.07013625339
0xbbd98aa93942ea47f99e071346f7c17f287ae441,15347209112125824454574,15347.20911,0.0696301286
0x7fd24a983a694d212b9ed749c740015dc8805260,15346745036466260781281,15346.74504,0.06962802309
0x46b7422c1661fc9f2eebae6b6e6ce23abc65022e,15343731173040334855337,15343.73117,0.06961434923
0x4577a731afcd006243a39d0e55b58894619058d2,15181069020290704802956,15181.06902,0.06887635273
0x30f1671df013613f503a4229f3be29ac1ff7e139,15174722256637916455266,15174.72226,0.06884755753
0xc1212c6c96965ba05aa246fa32cd1717e9ecfafb,15161466937663757546925,15161.46694,0.06878741828
0x5e002afe1c00c3df6b6d6a9bcef67971fd1662b1,15117649412371564772532,15117.64941,0.06858861862
0xb527198a114073a7f097ec866abbfca2995eea36,15095836613711314053778,15095.83661,0.06848965418
0x7225cab5d1c1f0165fe8659466d4627508fff397,15000376043865212244207,15000.37604,0.06805655057
0xb23987eb1a44f6f2aee14238943d18a3accc8e61,1.50E+22,15000,0.06805484446
0xa68f9c1260fcc5336a6651ac793ae8281a22ee4f,1.50E+22,15000,0.06805484446
0xb43fb3e80ae805fcb8a76160cd3f10e48ee3a019,1.50E+22,15000,0.06805484446
0xb81ca6054f5465da3719f69e0af505de17780fc2,14999990909859631320818,14999.99091,0.06805480322
0xc3fcd2525484e13b6f1f7b688632ce52363affbf,14999967550312869947573,14999.96755,0.06805469724
0xd08657a6c8a0e5dc59f19d9014ec2a5351e7dbc1,14998789743150684931501,14998.78974,0.06804935354
0xa34d192210508adc92ec88243f5f2af98b94d5aa,14898917319413904310395,14898.91732,0.06759623339
0x508e9f56c35073a00f8d255c4e78d422de92fad7,14776647469836158041571,14776.64747,0.06704149635
0xc0a12101144086df238fc82f34816381c13a1e01,14726965371480213089802,14726.96537,0.06681608918
0x63f06788670d8fe1e8994f88029b611b7a63821a,14695307431845087096228,14695.30743,0.06667245744
0x6a19a565fc668d778f18888e3901310cdd2e306b,14666666666666666666666,14666.66667,0.06654251458
0x1d4eeadaac70302451cee2c27dc6c7879f5f3c29,14655829775494672754931,14655.82978,0.06649334772
0x95f0c5e80bb69c7001a80367ef3aaa7077886728,14594449953650854050394,14594.44995,0.0662148681
0xe23b0a9afbf4797974ce40188dc99262e399c12d,14477896661732869103241,14477.89666,0.06568606703
0xcec54ed85576d1bf6d868d4f6f226622968aeac9,14464738650674361576167,14464.73865,0.06562636927
0xe61b1122753f22dd54ea34d848768375b0efcfef,14429223744292237442920,14429.22374,0.06546523851
0x8b8258ca1023c370d63030a8231ebc6ced706db3,14379227617114831726692,14379.22762,0.0652384066
0xaf23182045584ee417b56cb918a84cec30303aaa,14336952128191820448587,14336.95213,0.06504660314
0x35bea33e9e5164cdae4200fe6ce7dbe395b5de7e,14270386785187299171264,14270.38679,0.06474459687
0xdf64da90af285ab5778e495a6da90d223aa6db76,14267377026646795197005,14267.37703,0.06473094163
0xbe4B94e0e44f7332fe5C292895F80A797D76823e,14241858202910958904082,14241.8582,0.06461516299
0xcbcae13e50ce3952848a1b712815abe5c634f679,14232147070015220700150,14232.14707,0.06457110368
0x5b8607f51408f16f13c2ca04fb5432bc48137d5c,14137249224928124471489,14137.24922,0.06414055314
0x13bf9b3fc2507dce719263e12a26da63ee7c51e1,14090814544753086419748,14090.81454,0.06392987948
0xff362f53805324725375113a6125ee64746bbf14,14013520182225604600030,14013.52018,0.06357919576
0x8043363fc6eb9a03cc245137ac4a33d4a0c9bec1,13989263697888670763132,13989.2637,0.06346914434
0x164767126f2570a427e3c2f34da27003f8394a40,13961914935565702688965,13961.91494,0.06334506329
0xf752f75e0ab6edae98bcb7817a7cd160c687b480,13934170865043125317095,13934.17087,0.06321918873
0xf68934e43770c287231f10f1f7e1d696330bfbce,13921791283292110603742,13921.79128,0.06316302269
0x1cd6d5a3dfc8f50e726e090d2c4dcb46acb7dcf9,13796612356566040926768,13796.61236,0.0625950872
0x62dd4a3946fbe64fc842fb886102cfeb5e263e56,13693040818641129714179,13693.04082,0.06212518421
0x2080dc4b40504552de1b3884dd97b48ea08a0c96,13633851561897408252990,13633.85156,0.06185664316
0x4c9f0993c1aad608a769c088a20935303e7464ae,13630210391668780652798,13630.21039,0.06184012321
0x1854a700b4ba46c351cd056dd5d9a8329efe6c7f,13609059146234990698449,13609.05915,0.06174416023
0x5c034258633e26f472739c1403e494b2bbb42bbd,13568589425672247590049,13568.58943,0.06156054953
