address,mantle_shards,arbitrum_shards,l2_shards,l2_shards_pct
0x9bC7cBBBa4A61C3F0f7773ef629221603Ed61B87,498914182.37899995,410242206.37700003,909156388.756,0.0038308207311060372
0x9CBF099ff424979439dFBa03F00B5961784c06ce,874122704.36848,0.0,874122704.36848,0.0036832028227917436
0x9edcb464C0AfdD01a5Ffbd09309b437C7dadeAB3,845676994.72816,0.0,845676994.72816,0.0035633440003175762
0x320EbEa5B002758f1002259203374f879E46E020,833809368.168,0.0,833809368.168,0.0035133385772485124
0xcfC5Ad80a2D19652C253FE098e787dA8913B96c5,0.0,824778804.456,824778804.456,0.0034752874002350184
0x4F6722667fa03d9A94ca1b5445b60A244c14EDba,819646227.2432001,0.0,819646227.2432001,0.0034536607764396343
0x9Fce8eB77Fb67660cB134F4EE4c82A48F415f812,815478142.7490001,0.0,815478142.7490001,0.0034360981384965283
0xA4d4494EA96D16B0D4a9A9795eD48439B7F07DB2,807459675.2189999,0.0,807459675.2189999,0.003402311529255784
0x59B0bBa5163299A9Dd08C155330e1e58567a21c0,529888816.70851994,274082370.96816,803971187.6766798,0.003387612440559272
0x4358d7b838e5C99049d9d482F35170e669B9b475,770169439.6700001,0.0,770169439.6700001,0.003245185418527573
0x7A8EDc710dDEAdDDB0B539DE83F3a306A621E823,756630087.4309,0.0,756630087.4309,0.0031881360132934955
0xC8163690D99DA582B714df7Df284Aa5c3A99910e,753338623.7797798,0.0,753338623.7797798,0.0031742671043287285
0x9c443cE5De1A91809950cE3d242E9AF0182a1491,706012498.7047,0.0,706012498.7047,0.00297485377643186
0x2Ba8e16A5145774B3f800453020D67717f1695Dc,696590996.21662,0.0,696590996.21662,0.0029351553400617557
0x93B738c754C528e6445D23e6C3A6Cb610a022ca3,684385087.188,0.0,684385087.188,0.002883724530217465
0xBc154c448A2Db5b164854e3e00b693A89cEb5CA1,657303783.00642,0.0,657303783.00642,0.002769614765640946
0x1119C4ce8F56d96a51b5A38260Fede037C7126F5,616461708.0575999,0.0,616461708.0575999,0.002597522626873259
0xaAF5feaa9e5694B2b293e67558e2dA8EA4B1FB13,608337592.1891198,0.0,608337592.1891198,0.002563290857866537
0xCa93c1c564Bf5a4e8dCcA65CE80fbdf66990927d,608311985.18,0.0,608311985.18,0.0025631829601906134
0x5fe77169Ee8A147Ee63662160449C9Bc84570F3b,605280000.0,0.0,605280000.0,0.0025504073895323653
0xC09bD180ba12b837d4A0Ca163025FB5F8f86d711,0.0,591179368.6800002,591179368.6800002,0.002490992979151056
0x0B07Fd342712acc20054cdf73A10760d424166cf,577674661.6399999,0.0,577674661.6399999,0.0024340895549039526
0xE390106381b0879C057EF178f2f45C7d4d252928,560944282.7150799,0.0,560944282.7150799,0.002363594441832659
0x7dc6B875d1ebd51bb1871f826E286E9ad8A0371b,553880504.21148,0.0,553880504.21148,0.002333830509613519
0x59B68C860DEdaDb1C1aD89be235e6AB5A7Cb7b9a,549519191.15626,0.0,549519191.15626,0.002315453683939291
0xB038E798Dd142EA6b3183c87d78B12D58F65F629,536512618.19499993,0.0,536512618.19499993,0.0022606491971019767
0xE8f4F324e11c1Cadf348b9Bf201E380b61D3C695,534715286.0727999,0.0,534715286.0727999,0.0022530759597144817
0x3B7a36e9509600dEc6a94E2F7213c865C74faB31,530508877.02595997,0.0,530508877.02595997,0.0022353518374628686
0xcf68F8f5041A2757BDc7e7caB1B342189A1803c6,530142145.3837,0.0,530142145.3837,0.0022338065772685863
0x6DB96BBEB081d2a85E0954C252f2c1dC108b3f81,0.0,525867842.60888,525867842.60888,0.0022157963780516958
0x86C62b3914BdA5d84f87Be8EA3Ab5F1f3A7933aE,349358282.4757,168087107.45435998,517445389.93006,0.002180307537267184
0x10fe29D92741817293AaA1a241050b0dC384a95e,501876334.51199996,13222131.147,515098465.659,0.00217041853878122
0x24E8310F5294b4f64dAE737CBa8DfED89aee5d1A,502736127.63796,0.0,502736127.63796,0.0021183285998426175
0x54207Bdd0b6b1DAA5Bd98c0c8c2EBDEf65f63a3B,497836858.09,0.0,497836858.09,0.0020976850410625025
0x4728Ab363bb9EdBBCf70AB53fb948437315810Cc,496838991.49002,0.0,496838991.49002,0.0020934804310467135
0x5EC6abfF9BB4c673f63D077a962A29945f744857,490941347.0,0.0,490941347.0,0.0020686301203009733
0xeaB6bFe0EB15d523b80d9BFf2700871d0106d9C1,483873590.8439999,0.0,483873590.8439999,0.00203884942784843
0x6aE843C002133B7C643cBde0cEd26145aFa4555E,481647770.15955997,0.0,481647770.15955997,0.002029470711351322
0xa8D092b8b1A07EF7b8b409cEd7CFB13C0E46E439,479910319.077,0.0,479910319.077,0.0020221497886710547
0xF2eCb9985C57eC5366BC73d46E31D3644363eaf1,472193502.7320001,0.0,472193502.7320001,0.0019896342166548773
0x247814e494893fA237AaD84161cd79f2e6aA725d,467807731.31407994,0.0,467807731.31407994,0.001971154333240485
0xde5f99E701408381d8Dd4fc4b37e25978e3aE2B7,461988813.95436007,0.0,461988813.95436007,0.0019466357470765481
0xef325f8f00E86E2f557466520367DbF867cEF738,452552375.1142801,0.0,452552375.1142801,0.001906874374903983
0xb6cf63b8af00F20dCDE39158CeB74DdA6511fc6d,449800447.15430003,0.0,449800447.15430003,0.0018952788531543896
0x39E1F85fb0555a4e899C280748Ec52e51Abc4540,445242871.02699995,0.0,445242871.02699995,0.0018760750535353333
0x547110cc9a9F1C1AfBB548b81133A66952A6134b,443379487.0008,0.0,443379487.0008,0.0018682234998908102
0xfDa3F282B65228C46227bFe2809A9539BF7FdF1B,442001039.18546,0.0,442001039.18546,0.0018624152731291
0xD7B56747935111c90440d7327f261C63e7b9f9C3,437266620.48412,0.0,437266620.48412,0.0018424663297623314
0x1eBbcF9a58Df2962cCcDC3FF69E9f876100defeD,428375589.96155995,0.0,428375589.96155995,0.0018050030896993936
0x57E023c15520739f2608Db8CA6F8b8A2FbBE2d56,425693113.2410999,0.0,425693113.2410999,0.0017937002076446257
0xDB611d682cb1ad72fcBACd944a8a6e2606a6d158,419633565.37013996,0.0,419633565.37013996,0.0017681677009248906
0xb08856994DD338B0DB1253DCAB0e5F56e27f3985,93691399.41126,324387720.78482,418079120.19608,0.0017616178918141562
0xfF4AA40861B7a2602ff5FCadc5e5808Cd82fffDb,371620473.15644,37912746.94415999,409533220.1006,0.0017256088930801528
0xfB188993E7cAFA83aB69Dbb9CA8B7e1235CBf3f0,407408712.527,0.0,407408712.527,0.0017166570694368357
0x142A224F2dA11E2D63e4E2a52C1891E570b93d99,396086046.77900004,0.0,396086046.77900004,0.0016689478928691248
0x438bbff80252C9C959797d0180a5c868e1a86c91,392591712.6874,0.0,392591712.6874,0.0016542241691566088
0xAee0CAE029206C5d79F8ce85C5167cefEECD9639,386793595.18318,0.0,386793595.18318,0.001629793225249426
0xcd812016b15e1937e281B7B7b1F1654e54CC0818,369215442.61628,0.0,369215442.61628,0.0015557259337464042
0x93d2f4f3a0445AA808c99cbD6bA05236a895379f,368697055.76900005,0.0,368697055.76900005,0.0015535416592850984
0x860E468Ca7716Dfa0dEB4FC84459A74b3974E5C5,367907013.75,0.0,367907013.75,0.0015502127387800448
0x1DA8469b048592baA0AA4fA28842a9E63bCfdC8c,367626075.22900003,0.0,367626075.22900003,0.0015490289764221895
0x1DA12EaE6bA4F90Ed1f0e29d112A825a172D442a,365219013.8033999,0.0,365219013.8033999,0.001538886584063432
0x6F8632DBCFd4E7AC624fbFC8e8B5D6864b03022B,359582511.15555996,0.0,359582511.15555996,0.0015151366204033576
0xdD84Ce1aDcb3A4908Db61A1dFA3353C3974c5a2B,357992436.71546006,0.0,357992436.71546006,0.0015084366838418698
0xBB0fF467bE94C2D760F20e54cef3D4197B6538cd,357380059.2158599,0.0,357380059.2158599,0.0015058563704329292
0xA904A518dFc3817f874CE8eD6eb457CB7a759e19,357352670.38835996,0.0,357352670.38835996,0.001505740964888311
0xb775142841F4b84b78a341Bf0EB721a079B4DC87,353784238.11496,0.0,353784238.11496,0.0014907050211281918
0x14975679e5f87c25fa2c54958e735a79B5B93043,349083906.00007993,0.0,349083906.00007993,0.0014708997049785644
0x3ADbaB7cD849ABAd03E3d27FeB514aDCab6cD5e3,341344022.86888,0.0,341344022.86888,0.001438286938768002
0xF09C63A2B47d7b383ECc517a295727312384eaED,337750330.93619996,0.0,337750330.93619996,0.0014231445609250036
0xF3300291704551BfD0ABB467bc9DDe8Db535c360,332511743.5042,0.0,332511743.5042,0.0014010712525432893
0x47669d1cD7091Fe1DAFE741fE3528fDf559B8A67,323178102.59856004,0.0,323178102.59856004,0.00136174302967621
0x4dCbB1fE5983ad5b44DC661273a4f11CA812f8B8,0.0,322551960.55100006,322551960.55100006,0.0013591047179775022
0x3af4A49C8E2FcaF33Fd3389543B80D320FCC9091,50998971.749919996,266821497.25470003,317820469.00462,0.001339168108468849
0xee2826453A4Fd5AfeB7ceffeEF3fFA2320081268,317276954.11546,0.0,317276954.11546,0.0013368779545076498
0x8F68F44A9b808Bbe8cF39F421932Cc94C379e24c,0.0,314935264.141,314935264.141,0.001327011011250221
0xd832DB8f55334a0D2a91B3181e8E0bC2b552e898,304686249.13236004,0.0,304686249.13236004,0.0012838257686955958
0x69e9bb3a869B74660E8A217380D252fBEE82b1D6,304207541.92800003,0.0,304207541.92800003,0.0012818086883502645
0xec6E3f5e4eC22C07325d2293370325B855735DBa,300442247.5880799,0.0,300442247.5880799,0.0012659432467227588
0xA39e490058ab3cf242051d89Dfabc3d4D0463802,293681419.99663997,0.0,293681419.99663997,0.0012374558282576473
0xd27f2Af5B973A8E545dDd6AFF5BB77160F746D8F,293659010.95,0.0,293659010.95,0.0012373614055142177
0x2503c8416F8c541F1a6c8412DB43860cBfD24829,293506778.78327996,0.0,293506778.78327996,0.0012367199601617737
0x64bd6566D43E6B6BE41cc467b1b17615e352ae24,292558575.4437599,0.0,292558575.4437599,0.001232724611225924
0xE0019D15f39ec9E8007ACd7Ca0776dD90eB3d333,291361543.19499993,0.0,291361543.19499993,0.0012276807969701317
0x1cAcf9f35a14C758f72c84cc3528fCC3387bb756,291000000.0,0.0,291000000.0,0.0012261573988136371
0xCA701aB5cC5a8ac0CDaC44DbC23b313d6320DD46,288772067.13224,0.0,288772067.13224,0.0012167697824223519
0x40C44B91E3Fd45Cdbd860D81E123c73871a9Cc3D,288511642.6355336,0.0,288511642.6355336,0.0012156724579430772
0x5C8b9948c8Cd1fDBEDDF41f4D3cC629b64C8b9cE,287567700.45808005,0.0,287567700.45808005,0.001211695063836765
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,277238240.43776006,0.0,277238240.43776006,0.0011681708582365416
0xA28D8D7083DcF1988aee50BDBf15F47532759bc2,273917737.99,0.0,273917737.99,0.0011541795914183292
0x7552Ab18F8DE66a51801D040B98aFb0dB5E38141,271159192.267,0.0,271159192.267,0.0011425561850670503
0x68BB33435961B11Bfbdf967876752134aA162C19,267911276.206,0.0,267911276.206,0.0011288707681979067
0xF7A819DEBA0d69C4f3567cb9fAc04B05Ec3A6516,267880494.29500002,0.0,267880494.29500002,0.0011287410655589985
0x189c42694B3C306e420713630B283C4861b19b78,267537982.31882003,0.0,267537982.31882003,0.0011272978573329663
0xBCbeAc56eeF250E8a4859be46c6cBFd93aAe5d2F,266231099.39000002,0.0,266231099.39000002,0.0011217911763276196
0xCDd9e0E5A880437F31D72c7d0a0e364228A1B48A,266113014.58388,0.0,266113014.58388,0.0011212936142701918
0x2cE07a3CE9Fb07C28E8d0a175aA3918cc1b1A07b,265633242.10981998,0.0,265633242.10981998,0.0011192720453051888
0x2c30a3a1b2cC998A95Ab60CEf376fcc7d8F0bD9d,255371880.18999997,0.0,255371880.18999997,0.0010760347778141516
0x19D434F2a935B32B1247A91A9183bA8D6e7A375B,252304085.502,0.0,252304085.502,0.001063108320237752
0x3998F134d6aaa2b6a5f723806D00fD2bBBBCE891,248875252.634,0.0,248875252.634,0.0010486605924357121
0xdb4f969Eb7904A6ddf5528AE8d0E85F857991CFd,245262124.51462007,0.0,245262124.51462007,0.0010334363182898725
0x3dd3F1e1b0dbe842aEF9182bDA711223396F5D64,244590597.88738003,0.0,244590597.88738003,0.001030606774157602
0x8B056Ab674f11c188632e3F3a46DdB2674FaA37f,240963401.95488,0.0,240963401.95488,0.0010153232238841255
0x6C9A8E12106AecE721c7E3cc7770960fc86b37F9,239766054.46399996,0.0,239766054.46399996,0.001010278081324354
0xc6dD9976066F3364b4D6A72cD4F1fA0468327Aa7,197583152.2192,41785821.69318,239368973.91237998,0.0010086049429865746
0xC4A78662e4a6dA906401aca77D50598f344f0C6f,234639370.70620003,0.0,234639370.70620003,0.000988676290186883
0xe1A1Ddbad9324366aEA8114Dbb60c9236cd6b336,234451260.14849997,0.0,234451260.14849997,0.0009878836676710104
0xA1d805e16D178Fc28da2629092b894532439713B,232367547.3056,0.0,232367547.3056,0.0009791037366767672
0x543d5c684D2BA62eC5132142a24205A0ac09Bc84,229366044.0,0.0,229366044.0,0.0009664566044234167
0x37d31BE0256F89cA672A7F9bd937FdD98AE79c83,228896922.51200002,0.0,228896922.51200002,0.0009644799144459127
0x13202865c1bbD5fD165f6Af8f46Ccc13a2b227b5,228290334.39788,0.0,228290334.39788,0.0009619239951876285
0xE285461d25d0647F51Dfd158F1C88427D2aFE597,225490235.47548002,0.0,225490235.47548002,0.0009501255003040863
0x68634371b197ecC675D0c99462d53C83aff6D15B,224164315.16752002,0.0,224164315.16752002,0.0009445386034111571
0x86b2Cad8DDFc16a90cA6DeC4aDB438F4a4593C5e,222186122.70038,0.0,222186122.70038,0.000936203292999263
0x3Bec5a2012AD1A6E7a6868B023944e49087E9356,54813342.151319996,165018406.3286,219831748.47991997,0.0009262829034116577
0x31201cB049878deca168E621E83313425f372314,219205313.04043996,0.0,219205313.04043996,0.0009236433554769584
0x22963f931baA98D5CE2A43AB7681a638a693F560,218907745.84600002,0.0,218907745.84600002,0.000922389526552193
0xe912caC1a6641004a8803687Ee7699227Fdb0550,213795725.45248002,0.0,213795725.45248002,0.0009008495209563141
0x3696C1Fe642c605Fb92E38a28822C080699F1db9,213409565.10016006,0.0,213409565.10016006,0.0008992223959627554
0xFa4FC4ec2F81A4897743C5b4f45907c02ce06199,213400000.0,0.0,213400000.0,0.0008991820924633339
0xA910Ea01D5cD2AfE8d09C326D714384C1D6A9Ed4,212917181.70460004,0.0,212917181.70460004,0.0008971476896276389
0x042DC5e8D63A155860788c6F8cDDe53a91d78C1F,212745686.98599997,0.0,212745686.98599997,0.0008964250795999106
0xAbEdcf81E313D2E76905154275e017072d29C92e,211312902.90599996,0.0,211312902.90599996,0.0008903879015909951
0x88889778402dcf6cF363bB9Ac47f7A2D8E77A2AF,211231035.97752002,0.0,211231035.97752002,0.0008900429471577517
0xd9144f78e0cF813d835Da362F08C19554668D9fe,209125356.00246,0.0,209125356.00246,0.0008811704554706261
0x796Ee28CE42BF7bd43A09aCd43FAd0aACD7C3b29,104492074.87604,104537116.50981998,209029191.38585997,0.0008807652563086048
0x8f4EA9ad88DB773e4a086884EBBf0Cf813915D38,206633898.59033993,0.0,206633898.59033993,0.0008706724522414162
0xF9CE24AFbB1FE432478fFAd1014ae3bC30De2D82,203859062.249,0.0,203859062.249,0.0008589804037519628
0x6b969B780dD8e48B679bA152A459D28845404cf4,202697134.49800003,0.0,202697134.49800003,0.0008540845057836621
0x4A95B307c104000e20724b62dADd29a07AC47C15,200704532.38799998,0.0,200704532.38799998,0.0008456884789105754
0x4aD61Ae047e4849beE9d9520E52a5f6D6C629c93,197911393.98599997,0.0,197911393.98599997,0.0008339193128709782
0x07eA7aa7A752C8076a04346815ac80887422a191,195368163.53599998,0.0,195368163.53599998,0.0008232031588051512
0x460cDc75952b8F09A5bE0666e76AC3aF8836019f,192094372.32248002,0.0,192094372.32248002,0.0008094087144112386
0x2d041ce95347453e2b11D4E2473b966e2Dcb8D60,191236793.15938,0.0,191236793.15938,0.000805795219442498
0xFC329a965C10E496d8D6D19096D7e72f06601bcF,190833868.91591996,0.0,190833868.91591996,0.0008040974581288214
0xFab10aa58BF87A3499Bd5B603AF8C442FC48CbAC,190707137.83198002,0.0,190707137.83198002,0.0008035634641211492
0x7C0Ced8C901c59C0059FE4Aa4f6C2c8040437Cc7,190660937.70900002,0.0,190660937.70900002,0.0008033687953149016
0xc7A2ec652d8273CAe26a4bEc91cfE30E1c83Ae7c,189806496.9506,0.0,189806496.9506,0.0007997685243260352
0x0C944eF7ba8f75DA6ae4499C5D1754FBc8bd5133,189067551.01073998,0.0,189067551.01073998,0.0007966549022247202
0x264dAD6fB554DA55f8aE08687A91bED5e1C768fF,188576742.3578,0.0,188576742.3578,0.0007945868312240189
0x6194B725e9D6c713eD3206D4F6814862e7EbFB5f,187520068.71200004,0.0,187520068.71200004,0.0007901344318806202
0x0c7BE72E04d4aFa9D848c7346f6984Ed3f41e4e0,183246723.61,0.0,183246723.61,0.0007721282679132616
0xf3aFc2383a0B45ae73D77B49dF7F2184B1Ad4B90,182991197.59878,0.0,182991197.59878,0.0007710515836890459
0x9CBeDEA359aB1f74585A9e71E556A78C9DCBC640,181074040.507,0.0,181074040.507,0.0007629734518925714
0x21C31e2E5F870e081A8C8C4432533804445a39D8,180656888.48403996,0.0,180656888.48403996,0.0007612157404170301
0x5D0E2f8fcd9FDcf53f15a988Eea53B51E50A59DF,179115416.229,0.0,179115416.229,0.0007547205939889091
0x6eB637fA9d1D88C19415e0512e5D1677B22Deb2C,0.0,179065441.50000003,179065441.50000003,0.0007545100205053455
0x84F4CcC36fC9d5FB1947949aE5572A33ad738667,178832528.49098,0.0,178832528.49098,0.0007535286184115659
0x52F79648D45fC950bF8e906a8ed2864A89B3Cd74,94773805.58175999,82990049.65727998,177763855.23903996,0.0007490256575360315
0x393DA378Ac393D5de0714Ee11aa5Fe44c425dd6b,176816933.37815997,0.0,176816933.37815997,0.0007450357082376934
0x6732D7ce8Be2a91B4E59C98CC3f78Aa3D47A4026,176600635.81800008,0.0,176600635.81800008,0.0007441243169877436
0xB729dBF1b0DcE96ed77453E5F2c6b49525ae7929,175286463.307,0.0,175286463.307,0.0007385869206039628
0xE9B2fC5f89ca0F6f88122feb3F88F5308B86c7a0,173435944.478,0.0,173435944.478,0.0007307895757454668
0xDbA8f67ab9831D1F9144c7FFA245F6b3522E2bbd,173045215.08732,0.0,173045215.08732,0.0007291431986550332
0x008eEB180F9Fb7190b8f2C0Ed1bEEf92Fb2Ddf32,171432249.01200005,0.0,171432249.01200005,0.0007223468059152086
0x79E68c55174bDf57E81C28775382FbaefbBbdbd3,170555927.742,0.0,170555927.742,0.0007186543392177918
0xF60360c044066aBBe42E45c929F65cfadb453D2A,170554548.60544002,0.0,170554548.60544002,0.000718648528088936
0xb26ED43a8b7b933E6ac5474208F6584AD242c7Ba,170477170.564,0.0,170477170.564,0.0007183224880270207
0x55cD0450c385113163111979E8f1eDeA08363b0F,170304577.096,0.0,170304577.096,0.0007175952483095803
0xC3b1F7aB9FaBD729CDF9E90ea54eC447F9464269,170203745.04024,0.0,170203745.04024,0.0007171703824291415
0xAFbB30322D80B572a7fF5AEe89896d555732051D,167876911.802,0.0,167876911.802,0.0007073660395051776
0x2447AdA2414F0274621727BfFa7DC7975Fd7944e,167336411.22356004,0.0,167336411.22356004,0.0007050885866415447
0x54426307974B659b48E70B1FAA44f17Aa0E3c4Cf,164505473.49499995,0.0,164505473.49499995,0.0006931601493856868
0xc574e9B7D05EFdFa6d0D1fba61bCD136CDEfb1d3,164210124.19899997,0.0,164210124.19899997,0.0006919156657962546
0x8ab83D869f2Bc250b781D26F6584fd5c562FdD9D,162559812.072,0.0,162559812.072,0.0006849619117588907
0x80f70F6B179cD61D9a9339c9Bfd1Eef416de2f8a,161960458.67499998,0.0,161960458.67499998,0.0006824364766996616
0xFaa5A2A8e55CaE2d99c2aD099EABBA6c48843C33,161596835.62300006,0.0,161596835.62300006,0.00068090431485915
0xB283c17eE9B4C6D902A3e3A112015FaaE296Fb19,109837513.38359998,51150088.658999994,160987602.04259998,0.0006783372486659772
0x78bCcd5d99C37c74E5b820a3a1627aaEE7871567,157129560.37,0.0,157129560.37,0.0006620810069416136
0x93adaa5757cb116cbE445f41E65108425D5b102E,156898838.67953998,0.0,156898838.67953998,0.0006611088381862035
0x8FAE52AdD4DB4175653A8a0A6ee3A6abb154A132,156884384.58732,0.0,156884384.58732,0.0006610479344332184
0x5Cf2CC2C71231C23cd5C5A008b9339Da33F0FA57,156709731.56999996,0.0,156709731.56999996,0.0006603120166001872
0xc98e8CEc6696B42EEA3c6b692bFA89DB8837bBD3,155447346.56813994,0.0,155447346.56813994,0.0006549928320291148
0xf5Daac53EF265BF98c252fA16FE1c912ca8438F8,155359769.63508004,0.0,155359769.63508004,0.0006546238179245211
0x37A530552cA9df0533D317A292DcC8A582776AA0,154940577.67488003,0.0,154940577.67488003,0.0006528575109708357
0x768bD28A351E1f4c51B67dD1EDf53b222357a2f1,153722045.22935998,0.0,153722045.22935998,0.0006477231035008395
0xb03d651170cEEE35729afF792d522FD952Cf94C0,153562135.067,0.0,153562135.067,0.0006470493061512754
0xE9bc5f855682aCA47Def4A09fAB4dE5FA8b0FABE,153090923.59600002,0.0,153090923.59600002,0.0006450638098228475
0x6cBA077D58fA613B793168c705D1A656bA4f50e3,151689598.62664,0.0,151689598.62664,0.0006391591879007752
0x6A605A3Dd942BAf95c47c1a5EA024e7e30aBEFE4,151487788.78803998,0.0,151487788.78803998,0.0006383088421043737
0x9523e214cC33fD0B3dcbDcd4A243a1FcC6A7bAe7,150596717.87040004,0.0,150596717.87040004,0.0006345542263018587
0xbEA31B38C8F95407d1851961A188394D80Ad0717,150348538.19999996,0.0,150348538.19999996,0.000633508496614243
0xd533764a6347955bF7225EAE2f4D79e780ec9A2A,149644249.54564,0.0,149644249.54564,0.0006305409064271503
0x85795498B766f50D797Ef718a45E8908581fB527,149087510.48352003,0.0,149087510.48352003,0.0006281950310999099
0x72C6A4624e1dfFA724E6d00d64CEAE698aF892a0,148427019.036,0.0,148427019.036,0.0006254119847932783
0x554D347580d9B3D70644aE13c035805D36596aaA,0.0,147658523.88143998,147658523.88143998,0.0006221738541413326
0xdD5D40EDB2C962D0dFB9056c7D1901F971E971aA,147026637.23152,0.0,147026637.23152,0.0006195113369900922
0xc7512863Ad0666ceadc3F964914b1Ab8153B7DA1,146936576.29400003,0.0,146936576.29400003,0.0006191318562860228
0x6073c46Fe1c5C512e5DCfeb9F543F525fefC873D,146799004.05799997,0.0,146799004.05799997,0.0006185521820075251
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,0.0,145686386.93754,145686386.93754,0.0006138640592779762
