Mainnet_addresses,SMR per Address,100% value,% LZ airdrop per address
0xA1FD120A9C70ca4383e47680e7125e8869D44015,9137,30033851,0.030422988%
0xaD3864b39FC5b551769052ebFd0dB9414644EdA6,9087,30033851,0.030255213%
0x18c4b3E414d2cCE7F315649aA74192A1a25b7B29,8883,30033851,0.029575946%
0xa81166522864e01aB36071dd8A61D88bc808c581,2136,30033851,0.007111887%
0x587de1D81441AdeED1bD56dD8B8d3ee589045Fd1,9409,30033851,0.031327935%
0x05D94aB43a9BFef74109DD22eDE3a5c58126130a,9467,30033851,0.031520951%
0xDB0132c875eA7A00c4a6283da592ae6500205396,8735,30033851,0.029085241%
0x71220ace5a46186Df55BfA8975144f9f6400889B,9373,30033851,0.031209156%
0x6f07c5BC7609EfD6644C6f5f17b779fFF794384f,9369,30033851,0.031194309%
0xE5E5c3AE6c4899018e68f4651904063Ce8E1f47f,9364,30033851,0.031179461%
0xAE2ed91362E2b2D34caf78859B27D73D08517353,8602,30033851,0.028640562%
0x80Ea1499De2b062C33a994E6B0889FB6725dD8B7,9414,30033851,0.031345752%
0xbbf7bfc4d9aCce27082613e2C14d9Fe8d1a54A29,8867,30033851,0.029521753%
0x1b87c13CEd5867CA86f1d882793b075D7875DFEC,8802,30033851,0.029307951%
0x4BAA74f0fd9a3734cDe5EF377CAaa456e3023c86,9266,30033851,0.030852819%
0xc19e19A8663c8C21e55Fa4ffbD5ea9D3743f7252,9694,30033851,0.032278166%
0x37526d8774A9bD5E2fbb7c5c7d7eDD24dd7C52d0,9186,30033851,0.030585567%
0xbA86E23E64828781A43b71647cC2D2a32BfE8890,9173,30033851,0.030541025%
0xAd944000A6BDe948f8bB377C5999373b3eB4e41c,9003,30033851,0.029976825%
0xcaCB43372b86F81F979D82648B4998A0c11ABC20,9146,30033851,0.030451941%
0x72B16e0b18EdB7562963e4bcDe9E0A475BbA2A75,12356,30033851,0.041141299%
0x7db203E93724Fd581918253e4F99b0c857A54E67,9021,30033851,0.030036214%
0x6dAc62E20F3C62819e98148BD346E44506778024,7995,30033851,0.026621321%
0x8295DaEC7f31520585D10A0025F3619226D7997e,9003,30033851,0.029976825%
0x0567d99A4420B8dA0fd91c5ecba78955c04974f0,8553,30033851,0.028477984%
0x6F354329adDE873791F31853272eF55C57A0c218,8549,30033851,0.028463879%
0x8412520aaA2EaD7F6Fb91ad19A3a341239712ec7,8545,30033851,0.028449774%
0xd61C61CD6910cA0164bdC6fbCda359B91C8246A2,8972,30033851,0.029872893%
0x398e17B329b074c700D18E87F49b85D0512699e9,5985,30033851,0.019925903%
0x831F3DCdC70aA7daac9a4aaF929cd3Cf1447A2F6,8762,30033851,0.029175067%
0x73E7F64cc3Fd0d3baC492D1785f266c7D8665671,8745,30033851,0.029115678%
0x32126e9674E359E1c865fC80E58fe659cF031212,8265,30033851,0.027518102%
0x22144eE8FB85135e6d23A75781d0362A86154C29,8704,30033851,0.028982052%
0x05f7DDAdA1a0971C3562Ed9869748d3b81aB81E9,8261,30033851,0.027504739%
0xeA04965Fc2cA0F62e4ca2446AfB0c25cCc9335C4,8252,30033851,0.027476529%
0xb7630009dD1009b0B70392255ae170fbd291cA33,8178,30033851,0.027230805%
0xf40027d77D076336aE1b921D1E01a672e45012AE,8602,30033851,0.028640562%
0x14C3621e6b38FaD015f1123414e8aC6A4cA43C0c,18363,30033851,0.061140697%
0x8aB72Df236A960D0Effd4bc1f6a7aB4dFaa9f921,8163,30033851,0.027179582%
0x560dB6869d5a9cAeAC3C4CC08DF78467A44785A0,8539,30033851,0.028432699%
0xb640D323e57fCcd7d47d73eD72B926F59acB67e3,8120,30033851,0.027037790%
0x1Ed29f005E8482cF3aF4645c8a3A1e5F6c7C65F9,5179,30033851,0.017244469%
0xAF5Cc418C6a0F763aBcD8c946c46b4b230c7421c,8083,30033851,0.026912329%
0x30DC5d0403A23e046BEF7B349FFf4da5D64a9804,8423,30033851,0.028046668%
0x2e4345d1c741329cD12E0ae9EB51eD53fA5b6BA4,8473,30033851,0.028209989%
0xb072fB88440E750Bb1AfCE4b9eF8a48F16558B2D,8567,30033851,0.028525495%
0x7167c79A6759b56442E000DE277f73DE3f014993,1339,30033851,0.004459405%
0xD161568c69a61962dEBbC77d203Af7b2fA7d9f6b,2798,30033851,0.009315235%
0x1E8E4445f7736084A48c3cca4Cf3d148EC6CB3fC,7873,30033851,0.026213761%
0xFb667AB36A247783A9AF6B65F6BB0bb4e4e46729,8334,30033851,0.027749721%
0x28CF3C605216A841b1e3b77aad0c82D760Ed7a00,9704,30033851,0.032309346%
0x373E9524907354Fa49729726174254Bc0A0F835c,7567,30033851,0.025195974%
0xa1a07924bC4a4F00ebFb7A0e2C6547457fAFC231,7824,30033851,0.026050440%
0x9fD49B1E7a3DfC40e7779070E78938dC3482a31b,7829,30033851,0.026066030%
0xEfF086c66223a846B9038bdF5cbFCeE421A89c83,7625,30033851,0.025388990%
0xece6747409cF8BFad5EB4d9C7055fE73FC7dfbe8,7812,30033851,0.026009610%
0x6c634E45E750336e01da915FA8F72B59058eCbe0,7791,30033851,0.025939085%
0x2b57378db77A488a98227C6f810b4E73051492E5,8160,30033851,0.027170674%
0x6D1E0084a6910a8803ab7c22483A1a2Db3F1001a,7255,30033851,0.024156659%
0x61125f52cee83Ed5D7A6Cd14598D34974B11865e,8134,30033851,0.027081589%
0xe5845761e7773976055F2559ca54be41F09d9E88,8129,30033851,0.027066742%
0xd6B598C0D187c5d190f12f1034FBa11C300e06fA,7678,30033851,0.025564931%
0xb38Dca555B3C879e22b567C74FEFA61d8529f221,8116,30033851,0.027022200%
0x703b0c16133582Ed347eCDe0b4b8480004766Fac,8116,30033851,0.027022200%
0x6C3Eb200A0C050530D1E45cB6D636a4180416F89,7646,30033851,0.025458030%
0x4baf3c144Be43089B67EE1C5EaF9582496c33727,8053,30033851,0.026814337%
0xf962d7662b08a779F278034CEfEFe4019d02bA16,38940,30033851,0.129652367%
0x02CCc282B0B8812166C3822bE4Ae535E2Bb70ceE,7495,30033851,0.024956189%
0x055C16C573b7583722f5EFC6035a0CfbB35Fdb6D,7612,30033851,0.025345933%
0xBF92DB31E1897cac58edc086f50ddC1CC582AD15,7839,30033851,0.026101663%
0x5Ec1f9DF304EF4c49371CfD7a9d5cB14D2BB9D2c,7591,30033851,0.025276150%
0x23C6155118CB6aFE5F7C146cED990915aBEb792a,7978,30033851,0.026561932%
0x1E8DaE3bF762BD1AcCfAaeE777364e93EAce0a7f,7951,30033851,0.026472847%
0x8129AB64D6A32aA3369a2B5eDd9e7D795eB0D3a6,7532,30033851,0.025078680%
0xC995160424e43B7049D492b48B1317Bea61933a6,7518,30033851,0.025032653%
0xCaDb04EA9CD38612Ba451cA99b78584B573FD976,7978,30033851,0.026561932%
0x4D90cd83c0Aac70628607a3b808aC452a06c155C,8168,30033851,0.027196656%
0x9fdAA36766D615a22b321CbbB7bB93F9DcfB7645,7844,30033851,0.026116511%
0x57E39bf073762c63830Af4dce49435CD477362C4,7821,30033851,0.026042274%
0xc6BFE4b19a746E443cb3d1A916d063285D8b26fb,7808,30033851,0.025997732%
0x65807bfd895AcB0B3e771bB9aDd65D37CB4555AD,7387,30033851,0.024596141%
0xC610EC23c9E238afda7b858190a7bA418C9E57E0,7795,30033851,0.025953190%
0x011211eC9576923988C2Fe5aA3a362528c4e7e64,6412,30033851,0.021350507%
0xCE250FD8E15C4746A2611f73Eba3bFAcb3d8cC53,7392,30033851,0.024613215%
0xaF29092702e1B6b8CE0e3f80b62E48Bf5b47E9C9,7469,30033851,0.024869332%
0x3cDd0148A4d42f718a3E8ab6C9291EE14754A4E5,7384,30033851,0.024585005%
0x485d49bfBae481eD460802eCE2dbF709c932e018,7737,30033851,0.025760174%
0x4b67945A88B434f22eC1308aD89769FD35127A5F,7434,30033851,0.024750553%
0x5221FE845a6eb381AF787196D70cDA5Cda6DECE4,7518,30033851,0.025032653%
0x30b0EAe5e9Df8a1C95dFdB7AF86aa4e7F3B51f13,7665,30033851,0.025522616%
0xa7b4aE7c69DB39CE653c39Ca436efaF2ccFFF8B9,7269,30033851,0.024202686%
0x262F40E0741A8a759936EF048AF7081b55E1708E,7616,30033851,0.025359295%
0x262adC635EF42Bb29d7e9Ef0E6378156aDa17ED1,7607,30033851,0.025329601%
0x21FeB155C88fB28492eA30bc91BEbdBBE3dfD51f,7549,30033851,0.025136585%
0x53349E007B6c26158A951FEB84A9c3E1917bCc68,9045,30033851,0.030117133%
0xdc5664af4b688F2B2f3b2B3007be296344735Bfd,6780,30033851,0.022574672%
0xdb3253aEA3028f1CAAe0AdD0D25274B4C870aF71,6995,30033851,0.023288831%
0xd85ce231dd14898F705f84C9B263dF5385F9Cb4c,7523,30033851,0.025047501%
0x854d6BD5A2a352b09DE84313b8e183D15Ec52f68,7085,30033851,0.023590232%
0x7EF281ef3C264D2F731faa397d67CC20C170d87d,5067,30033851,0.016872543%
0xF3799e6e97A2768dEB1A07Be6Eb2B109405812b6,7451,30033851,0.024809943%
0x3678E1bb3113E137DDf71063624a7741a9Fa2293,7451,30033851,0.024809943%
0x0dEF370760f69a03d144fbC013115e568c328ead,6997,30033851,0.023295512%
0x27cf6D4FcC37A691E884282c54c6d8E84B895019,7434,30033851,0.024750553%
0xa7Fd89F4ac91F4798F24DF2EA55a30847A54F6FB,7407,30033851,0.024661469%
0x0E54E838c0726Bd799e64B02050739AEF7945F18,7011,30033851,0.023343766%
0x3134412C205615Be474d24484abE5753809F502e,10016,30033851,0.033349403%
0x10B02739bB9A4798DB45159c28227639fDe8E98b,5275,30033851,0.017565172%
0x5Be66f4095f89BD18aBE4aE9d2acD5021EC433Bc,7358,30033851,0.024498148%
0x87A5aa50786522838eE06a36EFAeB98d515D852d,6935,30033851,0.023089876%
0x865FCDA847083C81E9c3FdF0e4612E13bf5086dc,6905,30033851,0.022991141%
0xAc7e04b9B3757cd94EAEeC4Abaa5b754EC2C0f88,6892,30033851,0.022948826%
0xD70A3de41c9384a6665A43a673f0D6d7498989b8,7224,30033851,0.024052727%
0x669c48C001fcb400B7369c242B95dD03e8425643,7478,30033851,0.024899027%
0x8d3b65FcF2cfCcF80e27a9910D19301B1492871f,7211,30033851,0.024008185%
0xFf4CC57606C6A49E1FBbE98733bacBF0811Cc660,6842,30033851,0.022779566%
0x8b04C2c12fCa0E299CdBa8a1ff41d27f11e82143,6829,30033851,0.022737251%
0xcaF43B095c2Ad696F1a460EDc6B63ccba213B890,6921,30033851,0.023043107%
0x56ab0F92387f5e1F63331169AfFeFf4d500A2c47,7188,30033851,0.023933948%
0xDbAcCF4264C9063D03Fb157a114eE67203E94f89,6771,30033851,0.022544235%
0xB2Ffe1FB960ACEa437d749Ea65eA607a33b22919,7154,30033851,0.023821109%
0x735037f530f8918e3B5f07d6Fe6095258CbFfA37,6554,30033851,0.021821169%
0xA9e9E0414D52658515EB9dB6DcDc6055396A031a,6774,30033851,0.022553886%
0xeea446795DfAcAA1Db2B9db89e3291e0e1eD12cA,6930,30033851,0.023072801%
0xFe6945eADF1D70620E53041f2ae7d1D4b67B4153,6757,30033851,0.022497466%
0xCF47BA1dEA12e4271179730E038dfD374f1BcB6c,7095,30033851,0.023622154%
0x99b6658539c85568Fff49Bd6d8d6CA50c067864C,7710,30033851,0.025671090%
0x56364f538E6C51e322759101e2e8C76803F710Fc,6719,30033851,0.022370521%
0x3747620Be079f042cBcea3c724e726ca2fdD9cc1,7037,30033851,0.023429138%
0x22D765AF19653C4288DC5B47C18186F7c3AF2f40,7019,30033851,0.023369749%
0x525c624489edAc03EcC6C0023AabCe747d285c2b,6685,30033851,0.022257681%
0x4c318Bb21A4f62b2527b9d921003C9ce7F3650b8,6676,30033851,0.022229471%
0xb827a3A0aE41876E4306d3e5a390389a86c5B038,7028,30033851,0.023399443%
0x922Adb9236F1899aa95C499a4c363831DD12fCF4,6668,30033851,0.022201261%
0xda170c3789D450da1Ac7eB9d38C7242f5F09e872,6624,30033851,0.022055015%
0xA950d8A5e8561B0A5a5983Bb0b62BB9db0883baC,6642,30033851,0.022115147%
0x5eE37d889B3B8D4e1dC4acf3dAa72B81f17b79b0,6647,30033851,0.022130736%
0x23d379bf8b03ECbdeCeb7230CC8F13e93759E929,6625,30033851,0.022058727%
0x84B81987f6CA3Cde2A50dAca42a58A132099C731,6974,30033851,0.023221275%
0xCDf21D4090aA210089DD3Ba8F5a3280AdEb52Fc1,6782,30033851,0.022582838%
0xdf10d842c71320DF5FFFD0EF508eE0c41B5ce82D,6621,30033851,0.022045364%
0xf41CbAC2a5D78d8238e029Df2279F44a8082AA5f,6621,30033851,0.022046106%
0x341B56EE65260A8bC32B8C15FDa1BbC215c9361d,6609,30033851,0.022003791%
0x91086e238D4C8D303c79CA8AF8EBC42281f87FDd,6907,30033851,0.022998565%
0xA40F2c85F814827D9bC01D6E2e6328832991076e,5499,30033851,0.018308283%
0x2846EA3c5a7eE559E76BC1A5c87B0CDefA4AB2B0,6943,30033851,0.023117344%
0x19D5cd935b5BC910408B7e2bBEEec213a574Ca12,6591,30033851,0.021946629%
0xE1a1d5c32888c5b140917B296e82cf3A448F37A6,4317,30033851,0.014372247%
0x8d34189f2cEE7cde14427334e570bBc870fBbe8A,6881,30033851,0.022909480%
0xc7777C1a0Cf7E22c51b44f7CeD65CF2A6b06dc5C,6554,30033851,0.021820426%
0x07a733FAe17F9fee3963fFD6c8469fdCD10Bec48,6898,30033851,0.022968870%
0x6831695eF4C88C849dCD51183A1e27963cDe943c,6885,30033851,0.022924328%
0x9473b6Cd95Ff5532a717d7E6C546fFeDDc4AC7a1,6863,30033851,0.022850091%
0x6ea0f22ec1c5411A84cCAdC2A80d6574E9C7c71D,6867,30033851,0.022864938%
0xfb3e4342Ab39A4DEe18bFDd7E16080eEBff978d8,6863,30033851,0.022850091%
0x9BbfFdB729b6a63ebD6084e251166253D0D272f4,5913,30033851,0.019687603%
0xAf445D8D9ea7c985042A1EE10fe3d430f34F94D9,6840,30033851,0.022775854%
0x18908544484EBa656edA1869D9E16357B36660E2,6486,30033851,0.021594004%
0x42542D1F1a465Aa3E812AB5D2b0C23A1dD17B20f,6365,30033851,0.021193868%
0xAeCB1F97F23141d9c6D6f9277bf0A053761334Db,7933,30033851,0.026413458%
0x849564CA85bd07E7088a878Acb2FfE41Db31e03a,6667,30033851,0.022196807%
0x9dC2039A8A63cAC9C783213976a141877181b47C,6778,30033851,0.022567991%
0x36623de0b77FBc8028A42F17E3Efb5B23960c537,3541,30033851,0.011788806%
0xf347e10cbB654525B7D7931102F0ef9543b7fAB5,6769,30033851,0.022538296%
0x4E90dBE72cBE805b5a6065B752f36fd439E95900,6765,30033851,0.022523449%
0x4a223839F27A663AFdD7D235d98E77880424dE08,6426,30033851,0.021397277%
0xF7A1b3854e04528031790da11123A43E40104169,6742,30033851,0.022449212%
0x9b887abdB7597790A6B44e215cc7B5769ea8447A,6401,30033851,0.021312647%
0xd26d0b7d4eca20D24e802083f5cbEA88100Fb900,6684,30033851,0.022256196%
0xb3156BEbE867aA07cDbf36846ef6f5A723B05059,6671,30033851,0.022211654%
0xb0159a82A4B3e6082bc289fb446baD6926c5C1D7,6349,30033851,0.021138190%
0xC188A4B60d7584F5A8731eA6d60e2508a45353BB,6604,30033851,0.021988944%
0x973eE6Ec323d6c41eDdE6cE0c597930Ae5Ef5da2,6600,30033851,0.021974097%
0x1dA29Ca4E330F0Faa816edB6B55B46f9eE453F7f,6943,30033851,0.023116601%
0x34fd51d8A633bA934D44fd4A55D6d4ef959C8ad4,6533,30033851,0.021751386%
0x7d06dE4aE53Ef27Fff2B34731C97bb44FD27D9E6,6573,30033851,0.021885012%
0x4BBD8Ac96B3F203e4c17ec1DF0826A8522E9c35E,6640,30033851,0.022107723%
0xbB739ebf35456154cE62468c5b118C5a38edf948,6240,30033851,0.020776657%
0xB2f5924617295365446e60a157C058C4bBCd72db,1745,30033851,0.005810515%
0xa380A595F2C3564fc5C5B178CAC60eA660A2E711,6227,30033851,0.020734342%
0x7fF6D16360C3BBDc5B836E1f0c0496a33c884bd7,6777,30033851,0.022564279%
0xC6A47Da8B44989985c5C6E2826450987aC392611,5938,30033851,0.019771490%
0x7cA54249EE81845185786DC7c6b1aC9368FB2c1B,6121,30033851,0.020380975%
0x3e92d661Bd5063f7Df955d68E123b96D069069e9,2747,30033851,0.009145975%
0xeF87E537439acC5dC5FA697aBb17834e8Ee7f8a8,6430,30033851,0.021409897%
0xc7c5DA9bd7918b5499B82245a11CdE301868140B,6421,30033851,0.021380202%
0x8436c61245c912Fd715B44A88ABfdF54b2426E89,6421,30033851,0.021380202%
0x8c790abc24025b71eDB70bb3859dFD1912348621,6408,30033851,0.021335660%
0xf05e75e42272Ec60ba6157d647924FD2de7a9495,6088,30033851,0.020268877%
0xc6Ad7B87DB24259740429eD12003D51A2D686D66,6399,30033851,0.021305965%
0x85470fb44Aa1eCE333Db2982C40F0E004c051777,6075,30033851,0.020226562%
0x23B745F3702c50d1EbbfE5e3ba7623584BFD844A,4359,30033851,0.014514039%
0xFE4D301B441C0919F0aDb4C5700c9BC439736357,6049,30033851,0.020141932%
0x861e37b51bd329d0A423a257B0c81ac8e37D96E2,6345,30033851,0.021127797%
0x73816826561036FcAe93040B76bd743348F3B399,6310,30033851,0.021009018%
0x85f0072B0046744D3a68Ae1B330597C8039407c5,6301,30033851,0.020979323%
0x7721C7E4e34A810ddAbEaa3aade29eE45F42857b,6337,30033851,0.021098102%
0x55c32C6cC6C4011cd7608769c3E1C381BE057CC7,6296,30033851,0.020964476%
0xc74bBF0b25e811b18aa740586653feD421e7E710,2787,30033851,0.009279602%
0xcfdbC75a72e630D99b4b45039d2d2770a181313C,5956,30033851,0.019831622%
0xD6ce3EbA3F9565Aa5C3c1FA58e819D397Af02060,5158,30033851,0.017174687%
0xe5265b0BcEA88c1892E5020D4CcBC75B8aF9B57A,6230,30033851,0.020741766%
0xAa3c8a9435B6430289e4a257ABD0E254cA4Df39E,6216,30033851,0.020697223%
0x892C502a100e0Ba0dFC4A7452fCaF5e5C48883Da,5905,30033851,0.019661620%
0x12e2e5A13b647bEc2dd467f32Ee38b0CA6cdF81C,5888,30033851,0.019605942%
0xFb4d5340Ac466a97777C3cD6fE77aADeaD63a430,5884,30033851,0.019591837%
0x8EFDED9C178d5464a2B85b1c104720C48d5A8b6c,4770,30033851,0.015880739%
0xe7B08B17051a389Ce4C430AAB3848D81A9AEBd7F,479778,30033851,1.597455949%
0xe895C7EEd87985090037Ae43405471724e86dcfc,6114,30033851,0.020355734%
0xfC5Eadb4D7AA173CF92d14E430765E8E036E4969,6123,30033851,0.020385429%
0xBA28b4bdabedef7a9154b16387E7C456cF8184a3,5799,30033851,0.019308995%
0xf918BEb88d5DB18F8A79f66F56754755CFBBD80D,6096,30033851,0.020296345%
0x7Addc513B6E3C75958044814739317c0A6323401,5786,30033851,0.019265938%
0x79Af92B2cFff6F6f351736352cfA51a17E2F5B91,6069,30033851,0.020207260%
0x37C3224061353BF8b07122A602C5646BED4d95c7,6060,30033851,0.020177566%
0xEb291FDd2e5aBb32fC86Aa73d494748Dc7C0ef6F,6180,30033851,0.020578445%
0x3934AEE47F26EEFe7Bfff8C89b4515dff050389e,5749,30033851,0.019140477%
0xAe5dE2415228cE5D793717e9878A947Fff70C6c3,6033,30033851,0.020088482%
0x414d06646925a818A585D66C77c405BB6659D998,6033,30033851,0.020088482%
0x39642e6f48E210F9285b0025aa49957CeE7B7C4f,6515,30033851,0.021691997%
0x75fc9E75E58AE70E7C65613d008E33Ee4670dccF,6011,30033851,0.020014245%
0x29001Eab4c1c7Fe0550D2D14e98d78787C6a78CF,5698,30033851,0.018971218%
0x59cac68ad5e1D910e905EbeB508B48b57AeB73B5,5984,30033851,0.019925161%
0x23f7fD558C5ccE9F56c700aF2abAd3e3d98f2a28,5685,30033851,0.018928903%
0xA1304C4a6664E8b480901EfDeBe748Be33002161,5677,30033851,0.018900693%
0x04673f65514Ae4997f6a8a904aA5CA96cEb1486d,5672,30033851,0.018886588%
0x24dA836662927C13Dad0546E276A3774F5Ed9a12,5672,30033851,0.018886588%
0xb9a68E8eA9785Bb400Eddf3ba84f9b6EEF9cb122,5949,30033851,0.019806382%
0x0Ad98d907e1aecDf8b83cc2C5738A05D08840Fc9,26044,30033851,0.086714536%
0x4f4b9492392b88a1D21611575B732428a1BeDEA6,1710,30033851,0.005693221%
0xA4F256737f72b567D6b596B5C67E93f9513c7986,6279,30033851,0.020905086%
0x95C127BA6f48E9E4B320076E7DBBE4Da2b09AE7D,5828,30033851,0.019405503%
0x6476D5C547D2Bd26F827ACB38fAA1a0529bf9E36,5537,30033851,0.018434485%
0xD5D41052a023abaC78972CEd64d379aD31619990,5810,30033851,0.019346113%
0xc0Da8b577C6408059b2Bb79c4b5C4533A5Ba18f1,5511,30033851,0.018350598%
0xB942FDB9117825719a294e726Dc2eF46a239B392,5259,30033851,0.017508752%
0x9c36aBda01ed411224c4Ec3b8e301378b765196A,5752,30033851,0.019153098%
0xEFD79f3EbC462144a1ed0bcaf73a927935620094,5703,30033851,0.018989777%
0x383C88957e2346D23892a6427869C2630b046F48,5654,30033851,0.018826456%
0x0563dB06766779dF9A3fb4aae41727D6d82321CB,5632,30033851,0.018752219%
0xa40eb69D2ADBD34Ea73ea1Dfd049F825e8216Eb0,5338,30033851,0.017772293%
0xA8364880FFbe537719186A7A37ad7Ad0Fd384296,4838,30033851,0.016110131%
0x7B2dcCaAddfe9c558fD8Ddf351c682868Dee4fC6,6073,30033851,0.020222108%
0x646e88D5cE0b6f974E80B60b0F47E2073bDEfC30,4838,30033851,0.016110131%
0xa44b7eF445E861e5568B09666227a59803A1EC5e,4838,30033851,0.016110131%
0xB6ebE387b070cE4A0E0aDD5563b134946679cb04,5605,30033851,0.018663135%
0x733e6D279Bcd8cBeD12B1828ac314daC381a6f05,4834,30033851,0.016096768%
0xa3882B1E92d8FB3D1041456b391fd601801E1ba1,4834,30033851,0.016096768%
0xf80a8ae75D14436A99c618c055F505Dfb44C517D,4834,30033851,0.016096768%
0x5e8AB39B84Fc5a1639b3661605716E1A0200CC90,4834,30033851,0.016096768%
0x34c864e12d3172Eb4938545ECF504EEcD42b4E12,4830,30033851,0.016081921%
0xb78B57D216E7F8F0B49AbFa70DA31a5977AC941a,4830,30033851,0.016081921%
0xe432093838B4d36d6257A6f6766ab254Fd095Dbf,4830,30033851,0.016081921%
0x010D33a9005cBEd68980300E5274ff5C6f3FEa06,4830,30033851,0.016081921%
0xf996edeD7bf936d73CBf19ca470946c19534845d,4830,30033851,0.016081921%
0x7Bad95E831182329935A1C8dd54b5c55690C2646,4830,30033851,0.016081921%
0x013Fb676ef3bf45554a6D97749417104DB3D4B4B,4830,30033851,0.016081921%
0xA21336c8Da741a34F5d7aAfDAaBA0f8806bb3eA1,4830,30033851,0.016081921%
0x21E6765438B27B2F7d641A376f27593e9169A0a3,4830,30033851,0.016081921%
0x7216B85b70678557d6D12B271C836fFCe1A6fBb7,4830,30033851,0.016081921%
0x4dFcEf87BFa0e9378fE2d79660DE3CFd7c38c887,4830,30033851,0.016081921%
0x5a8088F56d553A4275ACE73C808a250312A235c7,4826,30033851,0.016068558%
0x6208DD9f4D6151f499E2A87c11e81Ba546c52DfB,4826,30033851,0.016068558%
0x8514AcA7998E6c64C746550E05370Bb1759b094a,4826,30033851,0.016068558%
0x28524a242e651484522AcE54713d98F033560Dc4,4826,30033851,0.016068558%
0x5Faa5203A62F5Cb95f35e8d713905d4A9056E0B9,4826,30033851,0.016068558%
0x7aA6eA5E1aFEb5EC095404AC22C0944D91C89Ec1,5587,30033851,0.018603745%
0xBFf27Ec1F3CE63DcDcF19A93bD70f0541a831564,5570,30033851,0.018544356%
0x377B5D61f4B0A0100fb9b46281A55F78E9a3f3c6,5565,30033851,0.018529508%
0x5F1c434D720AcBaad31D92E6Ba0c1031b8795484,5561,30033851,0.018514661%
0x9D99b84BE113b8E7fAc0FD3EFcEce418F302ABb9,5265,30033851,0.017531023%
0x34608e73A366297FB16E1d0Bce1EDF107a164e96,5543,30033851,0.018455272%
0x530fC7e7367ff5b07e2A37d0d0A79fD42eDcdd88,4834,30033851,0.016094541%
0x6609DFA1cb75d74f4fF39c8a5057bD111FBA5B22,5223,30033851,0.017390716%
0x08eDE3fb2495d11c3a19c169091FF00323fb8806,5480,30033851,0.018247409%
0x367ca4480d7e069E3E357Cf93a745982982fdF46,5197,30033851,0.017305343%
0x04203D2a4c8BeF4A5c52509fd7691CF669263192,5198,30033851,0.017306828%
0x920B81D91C5Cead2c2C1253f84230E46a0Aa9460,5458,30033851,0.018173172%
0xd11BdBbeAe9859988701500f1F4ba26261bb1F82,5414,30033851,0.018024698%
0x1d0Cb00Ec62de28e217F18e733d589A556d60B17,5463,30033851,0.018188019%
0x3DD5C1670C9F6481EC29074E6f325334851d2239,5449,30033851,0.018143477%
0xE7591D1D1ec6a6836438E3c3CeEA140C300C0809,5177,30033851,0.017236303%
0x65Bd03ed7b11E5207da2D7785A7220363754b126,5587,30033851,0.018603745%
0xF6DD5c79f9a0Ef0fc3227c8637845941ba5f4a31,4771,30033851,0.015884451%
0xc42af6185982B8B1507CF7E0d16B94faCc738E89,5092,30033851,0.016953461%
0x96FCE7DB7c35f7a646bbf9d6c7Aa12f03a333576,5222,30033851,0.017386262%
0x1A7B7190C0CAFD686aA326db0bCD443579b1699B,5306,30033851,0.017668361%
0x4d35586dD94dA4b85836A3aF8C5Dc8eF98F25423,5019,30033851,0.016710707%
0xb1e62460f9041969c893F653c68e65D1Df6f75D1,5289,30033851,0.017608972%
0x5bCA1a68B756C7C29a75A5f29590Ec673e41b0e7,5024,30033851,0.016727781%
0xe116d5F4CcD817e93a4827B4B1166fB3fA61BEC5,3126,30033851,0.010409486%
0xa8c4686dd894f68b57372ac6cb42B2D7bBFD389c,4924,30033851,0.016393715%
0x7dD2E8BD3f5407bC8786a86fe08381a3678E2080,5231,30033851,0.017415956%
0xdd991D5D03889Fa480f01fA06b5004943b63CbBc,5199,30033851,0.017312025%
0xcC6E8dC98dE1b68A7C33971cFF78DCDf09166cba,4918,30033851,0.016375156%
0xfD188b6b2d8090f89442CA457Ce8512BBF2853d1,5146,30033851,0.017133856%
0x980ae865bdAF61Ee2b4cc0bb0107DF24800f064e,5128,30033851,0.017074467%
0xfaE6F9E381F91De413430D026E6a522a2fb2E0B8,4867,30033851,0.016206639%
0xaDfaa54591B2749eE30AdEb1477C0D2082103755,4863,30033851,0.016191791%
0x4a57583c38E84A27C4a397D49Dc7CdC8cfFFec92,5119,30033851,0.017044772%
0xF6E4c5C1f040EA5E437994fc5653277518a07A3E,5101,30033851,0.016985383%
0x36f6D004008388371eE7a7EF2F76937Ece278B03,4825,30033851,0.016065589%
0x9FC55C28Ef728106479b895e90f109afc7B355eE,4799,30033851,0.015979474%
0xB2515a7221b2654F9Faae0E4eD1d0E49Aa7B85DD,4791,30033851,0.015952749%
0x43675A7C6D96C612357cca327541bAa316165e5F,4745,30033851,0.015797594%
0x1B4D38CeEba9Bf7491bA9dC677d59d294EF9193B,4723,30033851,0.015727069%
0x888F8a7FBcD4999b3CbB2992D200c3c81B939F42,3323,30033851,0.011064997%
0xd5B54e64991b6Bd2E805023e881b2526422b9239,4954,30033851,0.016495420%
0x810a2f5A0d36420eb630e3ecFf1C7B90d7CCA79f,4959,30033851,0.016510267%
0xfdBb67107a7fFD96B970Af783225AB8C9d3D7Eb2,4945,30033851,0.016465725%
0x3152048a8AD94DeeFAf5bcE1A11DabF5d829a01d,4319,30033851,0.014381155%
0x7E7CEF38985d14b9893Dd97DDD8dF425Fb43D286,4690,30033851,0.015614229%
