Address,Percentage
0x7dd8ebf8e7f4ae52a28b1126cd88db20d69a0771,0.0196668%
0x6a99dadc216a83adb0191c264a1774e82fd31aff,0.0196150%
0x9997d7120862ceda99ab4a1c43698e0941f87b20,0.0196150%
0x20e8b8eca9f934cc3753335b49c6f8dac91dfe31,0.0194954%
0xb0fb4a06b537bdace2d5d1b2c6745f7282768e63,0.0194751%
0x481f333ad8a21047e713942a0673e06a50c74385,0.0193917%
0xabd7d15dfdf36e077a2c7f3875f75cfe299ecf2e,0.0193581%
0x01528de850e90b9027d29e5e794fe98016e87a5c,0.0193430%
0x922edeb62e60a30c57dccdf42bd7dc7398e16644,0.0193299%
0x512e2ef96a9b05865da3a3b2d385d6b396ca6e55,0.0192864%
0x67365103c565afee9a450bc9f0d3d34595481b56,0.0192520%
0x9cf256b5933c3367f73d510c6e8ca98b0a294afc,0.0192456%
0x9ab6164976514f1178e2bb4219da8700c9d96e9a,0.0190143%
0x73dfe387ccd6c258f1ebd970641b435d3050d196,0.0187686%
0xe3744abff429a2a54afa1cdb6698f5ecb24e67dd,0.0185080%
0xfcd11fdcc5dce5c78c3afd043a12f30941b1062b,0.0184503%
0xf8ae0898c54f52ab40ce6d1d05e58d3bce4d3270,0.0182119%
0x7da7b2756987ad0a6f075a438a281c192cdd9f96,0.0180136%
0xc437b7985468ec7fc14f2a810b852f400a918392,0.0179046%
0xe98afd530b095460c1eea138277420dc1d6c0749,0.0178032%
0x9572a3bf6f57e6d022eada8119be4dd3c6b22421,0.0177419%
0x8ee0f28406fce9334afeb52e6675aa96c096f538,0.0176961%
0xe30bc8d25db12ba11e7829fa94f08936f2b24ded,0.0175620%
0xdab4a6a8665acbeaf335cc81cf7929c771d77d9a,0.0175080%
0xb5d4fc91047492df76ba0701d91f6634e902a69e,0.0173407%
0x3bfbb2c10945d1f079e6e067e51910f6e9540a9b,0.0172441%
0x2cf61d89b2b2cfb5ef1d55b12da57a43358554a5,0.0172345%
0xfadb86fb146771333454b517b91849c811ab9a66,0.0171589%
0xe74b4c4458406715fcab9ba4f60c028b01515740,0.0171493%
0x68c067410bf011268335a1350b35b5e72cebab4e,0.0170795%
0x7b15e6c439b27a553b65a9904ce571da6691a0fb,0.0170418%
0xaaf0f948d556cff51a911c467a1b3d25ef0978d3,0.0170360%
0x7995046b4253fd90fdb096bf356e91fc0b196e21,0.0170294%
0x35c2a4cd3a1ec376788bec313bca5ffcd1c2f8f4,0.0169997%
0x9f87e973bedca99bbdc9ff97ead079c9da76cb72,0.0168971%
0x1ee16263b7d1f3fa3499620d2e64ac5a9399b9d0,0.0168731%
0x7df87511adc104aa1ae003ba8dac1322c6e2a1b5,0.0166630%
0x099c24c9dce3aa208d37b4ed6ebb0924dfefe54b,0.0166522%
0xae6ecca8e6b0494f372ed5a4f28c908ec9e7622a,0.0165795%
0x398e763d41bda9162b74c0249657bcb2a282a379,0.0165550%
0x2b297468295153be730a56939141319120259490,0.0165331%
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0.0165229%
0xaa04221317cfbadbba15646d2f4444bb42a8b908,0.0164470%
0x201dc4270e11f39a80fee1ede85dcd66f00811d6,0.0163737%
0xcd535929bb4ab13313931fb730021f8fa018d0ac,0.0163478%
0x5c4ee992408f193ff69d2fb098faddad2901a21f,0.0163459%
0x127bbc2904dbb53cf601782fc12fa4fd633394e4,0.0163459%
0x91171784f3e578dad7cb16708047dabbcdbc6b72,0.0163459%
0x2b759ff0d9e6d396a6e0c1c94badc80e46d120ab,0.0161471%
0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0.0161391%
0xfc4eaa4ac84d00f1c5854113581f881b42b4a745,0.0160152%
0xc703b0fe89c64b4092cac663674a8dc12fa6a13d,0.0159674%
0x23c70bfeb25cd0728957f184d3cba1f338f02986,0.0159417%
0x12618d0ac9358368ff2605b89d1f95085f08bfd5,0.0159406%
0x7d9e9799f028c6c53833c518024aa11673a3ebc4,0.0159352%
0xb8a0a6a9b38c6d314a46a3f322a569201d3e5e2c,0.0158969%
0x70325998ad6185caa3ff17b16a0d157da31ee34d,0.0158531%
0xdd1bfe77cf769a80153b0b1e74a20343539ca36f,0.0157951%
0x7cd4d94e67fbf783670b65c90a0ce331bb9836de,0.0157908%
0x077612f7a2791845f2dfe97255acd29a7d383596,0.0156302%
0x2739ecd917d03a264977e71cc44fc2f3764f48a8,0.0154666%
0xd4b2e6e7d6ee8684843763c320ea2ed7b8a086fe,0.0154539%
0x729b17253dc6c34853aad027aa781ed0825b77ff,0.0152991%
0x8ebf7ab0060e285b144a0903faa3f99b53a34017,0.0152591%
0x24b46ef93f9fe8b1b9872bd70241912956f0b720,0.0152529%
0x6fb83adf5a6e96fa45ec375732179d29c33238fd,0.0152289%
0x459bdc1bac21d2b2ff4df9d00292d7cff461477f,0.0152104%
0x59659e3270e7e143f8f1bba1af3d237d8c9f9354,0.0152016%
0x080040790fe22348f599fd3cf8d5cc98172d391f,0.0151893%
0xc6960c47344299ba1fd463a01a7baaaa32645004,0.0151798%
0xfb0b6e25e7d6101be3e198192fed8d1770ccfaaa,0.0151121%
0x3505c5242bfcf8999c99792e8b6105a8f1c45f5e,0.0149792%
0x9a74069c504a44bc3b97f0c6dd97e34843eb252a,0.0149626%
0xdccc3b7a3514955e43e7815abe103c44c5a3746c,0.0149374%
0xd1f41ea6e8dc23f4ab044c58d093e676d5e4c43b,0.0148598%
0x91f790057a6960fdd54ae0a274ebff1384d168af,0.0148592%
0xbebf57df2541f6a8f3f0128a069cc05b97820248,0.0148425%
0xbf0b088d04e1ef042fbe24e9ed3d909f48273429,0.0148327%
0x4fdbb32a7cbf2cd8f8d5c9acb8e5c5ccb25f9d06,0.0147849%
0xef616b8b7e5f1a6387976e249b56e8e131aeaaf6,0.0147104%
0x60b5a351f5fe9cfb8fa64daa2542a3871e135ac0,0.0146023%
0x5794a06278ee6a45d3a471f82e976423a588238d,0.0145847%
0x5ce29ae9973bf3b41084c7b2c62e1f843fa12858,0.0144997%
0xde8fffd6200ab3b4410de2a3372d073593bb6b66,0.0144375%
0xe9783744980c1563b77f801c22efd7747bf3e379,0.0143931%
0x6cd85bc465cb82c5cfdda696f0292093fea7493b,0.0143569%
0xb362cd8fce3645790fef66268b455a5b9f92c839,0.0143511%
0xad831217f72c5ab60fc2f342b3e84481811b24ae,0.0143229%
0x33a2ea211b4c52752222f631116697453bb8314f,0.0142945%
0x3540f28a9ea3615130bf39fc45502444e3672985,0.0142648%
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,0.0142628%
0x27159ca8b28345d29a83542cc9d23a1d315110c1,0.0142117%
0x9a6fed51e5fe5bc8949421f0cea2310d3a0fc3e0,0.0141263%
0xe33395073064deff685109d1a249432eb8a36d69,0.0141225%
0xd8bf59755e2b270de7c38e372b50e2d342c97136,0.0140838%
0xdf85bb21c62d50a931340c8c90e88295a3755dc5,0.0140812%
0xbf4712eaef756b4b17ac34b7e0ca3c36eb542c7d,0.0139769%
0xb7f8128d5b828f5b89ca3ff83d6070d2a22ac206,0.0138852%
0x1c6b3c0847e1687cf963bc8d1ff6328e6c758087,0.0138234%
0x6276e985718d46a6713735b035f9eadc5ce3d4f6,0.0137959%
0xc9f0e9cd0e36afecfb98b259fdac5b475238f0a2,0.0137061%
0x8a87b77c17827d9f5f4dcf7d785feb8327cae517,0.0136361%
0xaa40ba6eeb65bdcca3555d94d026c46922a5e3cb,0.0135262%
0x3968bc3ebb106c75c56e7e5d14cafb84d919ab4f,0.0134150%
0x8f619d631c90fd5f7e9e7accb2d539c85d6182f3,0.0133923%
0xcb06bede7cb0a4b333581b6bdcd05f7cc737b9cc,0.0132817%
0x4f9c4e909319cf7a785b4d7472ef06441c897340,0.0132515%
0xddfd3f37a5e19e8f95008275e79c902e9cd1e1c1,0.0132429%
0x6ea35133f82800b61e58e24082b60e68a5823320,0.0132396%
0x535f2d5eb90f7de66b1ae9b48809023386c09d2d,0.0132262%
0x3fb4df39e95eb91b8e2754dce29df826bfc19162,0.0131843%
0xb29e44ccc62dc0cf41396ce0d991115ba65bfbcc,0.0131790%
0x714334c1e0261d3db81167fdc9444b70aceca370,0.0130767%
0x8903b8e5dde21e00d2c90d08816f6c77f8dd7f15,0.0130767%
0xa47b1fc5ed4b296dea37806120d9bcefccd80ba6,0.0130760%
0xab1357f8c1a40b902b5ea847a58411ced71787c4,0.0130669%
0x37298cab7316664cf67081173d8df57112185015,0.0129584%
0x94e4862a7f285f4f720f84088cfa9a7f6c405b86,0.0128609%
0xf2d670f44bedec61594984e0ced984a14aeeb19e,0.0128545%
0xfb89dee3dacbf470e6fcc50b0de714963a9a9415,0.0127705%
0xef5a31de1f294d908c79830fdbc680d1c4635672,0.0125919%
0x186bd8e9f5bde45d996b8b3afe5411aedbc8a40f,0.0125389%
0xd1e3a5efb34283bd49991ead789d8694753db9cf,0.0125332%
0x7c4642eb739640e373fd2597528166f0b68b1b54,0.0125115%
0xac0fda8e3d0321fff1c8c57a5f14f3bc0e5898c1,0.0125046%
0x56f8f97a8a7eb106ba2cbf0a78cf356f3c422b9d,0.0124773%
0xf9965aa72477ef8d97956e96962bd38a7bbe79fb,0.0123952%
0x1255a3d55637b185bfe2a505fceda1db1ca5753e,0.0123945%
0xe1e2dee896c787a28f9535ea424f796bddf8e78c,0.0122387%
0x40b57ca2d7d145b2d90adb25a2f5179657e6a682,0.0121618%
0xfd289c26cef8bb89a76252d9f4617cf54ce4eebd,0.0121533%
0x6529882cf20dc5a150c7733b10cee3dd042095a0,0.0121480%
0xb08680dcfea8f682289a3be6b532fcc4ff2fdf1a,0.0121052%
0x2f45724d7e384b38d5c97206e78470544304887f,0.0120641%
0x7304311cc819ceccf994e1135462ed68b87f300d,0.0120533%
0x65e881944916c80e4d4bcedcebd4b2322f17430a,0.0120494%
0xf70804692b6df1a3d066abdf4fd519a999990e9a,0.0119609%
0xc45860b613d9c4bc1a069c7c915741953c236d55,0.0119489%
0x9ceb6ed1355963f599d4dcad03e03f8b9ae89c78,0.0119027%
0x6758f4f607982129165285f86cf5a2b31df31616,0.0118853%
0x2b72867c32cf673f7b02d208b26889fed353b1f8,0.0118781%
0x38d53c139419e0409b68dd6226774b824c2bb957,0.0118218%
0xaa4706e60f74596e1f00d70b59744aa2b2268bb0,0.0117981%
0x77463cb85da620c085a4100cd59216bd0cb75b03,0.0117616%
0xd6bdf425640032b949aeb2130a9acb9a3181b58b,0.0117279%
0x5210c5bcdf0ab6b925fe6a4f6b7306395d0d75e2,0.0116931%
0xdb636e23aa92fd1dccd1903df7d437b082e71f27,0.0116879%
0x1dde5432a6d8c6f86be07a794480c94574dec57c,0.0116824%
0xb0759bd01163830549d147d56dd3981c30767e39,0.0116456%
0xfacff76c93ca97112f7c7b60902e444d29286729,0.0116345%
0xf024b146a78a2d8a208dbea1b85e79a2df9c899f,0.0116303%
0x5c2887797d1154a4d5b7f937a68259433b22ba82,0.0116230%
0xef25eba08fe633fbae2cb04d214a76f8549db1f0,0.0115862%
0x9878ec3e9673eaaed1c1c5d5614aa9bfc5837c15,0.0115727%
0x0c82e08b1b4e62033d2ac3010eb774b30788b8ff,0.0115143%
0xf2003e98c5f8ccbcfc3d83a41b8bb36bc3336672,0.0114709%
0x8ccf06a9c17ed202f98af83243e2aaa122fe43e6,0.0114674%
0x0e3f2b70656d5213939f319f6d7f5916ad40a76e,0.0114562%
0xaef9b28315d51ddfc90bf2790a0d1f9e18cef746,0.0114539%
0x1a4697fbf83532b9cdc5ac309b81c3c71885bc85,0.0114448%
0xa71da835f3122380cd8dc6a7d54b20fad61fa883,0.0114421%
0x496b25b41b51006c99aa9f21e59954e7806b33c0,0.0114401%
0x6e23e8b298559af0bbcf0ec3f2d4df441a580fef,0.0114094%
0x80d4f58d1ae3f836143f793f1e9e0e4ad50a42ce,0.0114083%
0x762dc7b27103f694299b0ec4592a34fcd3e8fba8,0.0112410%
0xc503ef1e81cca743a7bcbc57335b0eb8f7bd3226,0.0112256%
0x221d437ec204b962e71ff11a55ad01a5a214d37e,0.0111674%
0xaaaa12383315c731cc3f63b775dacae554925d42,0.0111205%
0xf005093464e14cbacf0f9b9a371269fc118776dd,0.0111178%
0xd313a79542a74c5e66a47da72007523e467cfa34,0.0110809%
0x3dbcf3e4bd0259609ecec3befdbb8f7b7f6eaaa2,0.0110278%
0xda294570098d1fe503beac1ebb63980bfc48f4d2,0.0109929%
0x86355f02119bdbc28ed6a4d5e0ca327ca7730fff,0.0109407%
0xff962d9b8c9b74b401bc391ea37f07347fb144a5,0.0109238%
0xfc865e772562b0cf442db017ecff445430aa51c2,0.0108863%
0x9ee8d86e9665b2b81ec99933db3a8e46ade2b9f6,0.0108581%
0xc17f20335080cd0b7283e042c89f16605f3a085f,0.0107883%
0x8f4ae29b93245c4908c7fcb7bba68235b81fc8d9,0.0107789%
0xfab9d34749d10c1f171aa79b8832d789a044d4d1,0.0106317%
0x774325aafc43842732d8d88bd3aa737e31afbbe8,0.0106221%
0x498d5b6dc2275103ce95a2bd921dcc471d41c9fd,0.0106055%
0x5c9bef4067a70715939b1d241710c5c3ba6ade1d,0.0106028%
0x03ce42d81647c8e9008631d8da27a3f9795fc428,0.0105752%
0x5b65dd55ea17887c1787e9d147cef2ad72f9d9e3,0.0105572%
0x0120c189c0ebc12a434eead9fadb2a8f7bd0b8a4,0.0105368%
0x5ea6838036e80f29f8e06c07e2bd225aa324e956,0.0105336%
0x8175732f812af3aff7cf5f73dfcf947c9eef279c,0.0105020%
0xace69a012dd03f03c72c497111ffc5d40eaa53b3,0.0104910%
0x7595d23f669616b51f9706dc326c365e17b4e968,0.0104895%
0x5a158c1b2d11d81c195d02b8793230780a45b1e4,0.0104783%
0x8d8b9c79196f32161bcb2a9728d274b3b45eb9af,0.0104666%
0x02a6465731d23cedbed11674adc17c6b6fde8eed,0.0103526%
0x551a409571417b96c9e282907c2950b4a9dbec4d,0.0102878%
0x86b92bd57882facf764eedc54aee7e1c7f761b3f,0.0102404%
0x1ede43d0815414d3e819a46ac6c4a98b55c5b4ad,0.0102223%
0xbef09ff1273e2c0cc791ed9b4e2ce3fa95c51ce9,0.0101991%
0x8a60341b7091149b6da0571eaf611c38fed02b5d,0.0101527%
0x757d7d6de6ed7fecf815cebcac57dd222fd3ec1b,0.0101496%
0xee809b2597d7399dd1cb1656c12564a5cde7e3f2,0.0100371%
0x400658977de7ce252d0d855492db36de323738bf,0.0100152%
0xd0127028af89db8343c127908f8d68529bb1953b,0.0100117%
0x4c3b3b465d99a7237e21242d8f49907f793226c9,0.0099752%
0x075aaf0c09d7ce76394105a7e0137d78a1007a46,0.0099694%
0x34ede9b21c028f63f0d169ec3dddda028d1807d7,0.0099036%
0x512ee311356325f9239001aa5b62c66f0055f6b4,0.0098939%
0x9e7e6d9e1df119b03fc6f8ce96b10f4b08622dd1,0.0098789%
0x1858ef45d4638e3a96e95ae75c8bd1848c633a77,0.0098365%
0x9d6d8cae0e59ea8e5569903416c5373d16b83d6a,0.0098334%
0x9f00aade1ad263bfc819f60ac1eae1331234a744,0.0098264%
0x135c653984c9e098cbe46529945733de6643f5f3,0.0098230%
0xd310a932cb1db29cdeff5a7b6fc34ac7b4f0ed8c,0.0098090%
0xd42fe4c59e8827127b62fe7bdc128aa611432ee8,0.0098075%
0xdf5cf8967b1a579febace5dbcbb7ada1b244d97d,0.0098075%
0x13a9518a451edad79079753c89cc7197ff3f570a,0.0098075%
0x8399953ab01861d98ee2dcdee2147db3fdebfadb,0.0098075%
0xb0778b9d7482f421a1676ca3f0a69155332ea4f2,0.0096508%
0x760762b30991a01f492e9ff067583a0c85d5768f,0.0096460%
0x1496a57169889f697819905027d29349009e6239,0.0096154%
0x343dff3a1692a674f5dd6a5515d2d2184d20efae,0.0094927%
0x4e5ac8bc43cec91f4255e326cbb166b0b1eb4e0a,0.0094534%
0xcb40288e1062008fadf11b766c190725bbfa40f5,0.0094344%
0x74594c7665503e8f85dee744cad4b7acf8f77142,0.0094192%
0xfcf48cb9eee63c739d1b801a291b0ff2115712a8,0.0093614%
0xf4659c6ff6603ad2af04aee3d79426110880b48f,0.0093399%
0x60a8a2d19686b8258cf3443400096b9033462678,0.0091712%
0x8fab2252167d2481a41eed21463a0feb31427cf0,0.0091093%
0xb9f2dd304224fa9d56699c2c54d9aeff36cc752b,0.0091060%
0x32c988303b71182d7551e4ab44d02eb25ed8ec06,0.0090925%
0x08a53bf4771b98a875d060529cd16a9301b9804b,0.0090814%
0x66eca5edf5db700c97d6ace46fe6c4cf70951f7a,0.0090802%
0x5ad31d01735b35c2393f0d2a169e1fb62f9e4cb3,0.0090717%
0x17ea4d6c4683a57e7abc543a7dcd57d9318587b9,0.0089579%
0x7581da65150dfde7ced7afcc2e458f4db5259db4,0.0089454%
0xc7607735d5bccbd10899e17c8904f86972c24c0d,0.0089439%
0x4281eb38f66be4cdbc43030af01bb722b787a2a6,0.0089310%
0x927dc70f2d3e3ec2931cba6964766189d853fbf8,0.0089286%
0x9833058b098d2f0494e700a960fb50fa3c859620,0.0088913%
0x1f8b4315a56117a09e7ee15a14931c68332f4a1a,0.0088655%
0x1ae74f5f0d55d82ab60b381cacec1445eaa1b26a,0.0088562%
0x21b79ca32c43dde3265cce32dbd896509a416669,0.0088498%
0x9eaec4d4296d3cd7c59847cdbf5c28c2c0ad0bc3,0.0088067%
0x62dc883637fbf7b27c8ad50f4cd96bb8e9d17a37,0.0087682%
0xe96da7841b6518c8accfb241c53be6020b5416fd,0.0087607%
0x00028f3dc3ff501205f7d4511acb9eda1649dbd2,0.0087507%
0xb1c43dc9a310636f52df4fd59c6e64b33da58ed2,0.0086588%
0x4af25d38018eb79f7b5c629a5f961a1fdfe2f6b7,0.0085859%
0x2c1a7393c25e9da110ab258596eda8bd65fa4f16,0.0085784%
0x97a8726702dae5c59d53825cea8f3ee3f1c74dac,0.0085703%
0xd8478ae5fc02b7b051aa7bbce5e2d4ba4da497d2,0.0085661%
0x6993267aefdbf5016734c47887bd543355ce7864,0.0085632%
0xaa98e95dd88defdd7753bc8fbf39422e0d497dd3,0.0085291%
0xdfd3ad4f5c5effa3e248c6861449499956b67f9d,0.0085241%
0x53c218ee4b05f817fab41afd2c66fd92550a8888,0.0085219%
0xef4aafe73ab0614c2c63a993f4a604bcf8696632,0.0084511%
0x9611c7ee17bf1b90eaa7d6d8690be1648bdff099,0.0084240%
0xa7d9ece9df4b5190ec18cd924a40da231eadb533,0.0084114%
0x9a27312c9ade3597f5a8dde9680a2c99199b8885,0.0083839%
0x1689560b668a2f063e2aa260d909a8d0bea55e7d,0.0083747%
0x517929befef369a17c962a6e73a97138c1746e88,0.0083694%
0xd42787bf70ca6c46bad3cc8edf7de2e2524e6628,0.0083646%
0xceb485955890264366f0e9d1a84bc1eec51fc8cb,0.0083523%
0xd3ee19c4c6df0eaa53a29a76d8366a479e253992,0.0083246%
0x5aeffa28da34e848fbd9ad9fb027340b9a7636b1,0.0083088%
0x0b24eb4bc9177e99179f8ba5afceef2d21ae1579,0.0082899%
0x102179f7b482a2d6ab314b93541275c59650b3e2,0.0082892%
0x8c01db209d6eb771189bf0592b3b7c36fe753df0,0.0082289%
0xbb06067d8d3696597f9675e0e10a99badddeb995,0.0082152%
0xa97226d5b2f5efbc8bbcbd8a6b836d3c0843785b,0.0081971%
0xe998842c7cde544e225ca4521664692f66919158,0.0081867%
0x9d7bf9c6abd6f008e761233df08ae9709e149e7c,0.0081860%
0x5d7c69a249114aa7d4f0ce5d3ff17cfa36ee16ba,0.0081692%
0xcfc9b600482ded72b81ecc85776a3ac929a27c4d,0.0081139%
0x0c0225fe48d347dd7743539e5dba99630db9752b,0.0080660%
0xb81fd00a9b843243139a2cb6c0e7d0aa3249de29,0.0080449%
0xcb32ffb187caa078291b0c12dfa8730deb62d103,0.0080018%
0xe3e3d90321416d4c385fe16a3377cd4e7309cb67,0.0079599%
0x19ce820d044e88bbe121ae288b09eb81afdeb4e4,0.0079178%
0xe5942985348cc9361f0130069c7c079cbaffc1b5,0.0078990%
0xc9ac2940e99c00d4c188c3b446b08c03502ee568,0.0078961%
0x0c44f94232b03ef028c44aed6a4ee0af87b48694,0.0078694%
0x733c040fa141051e4372771f6c667676ff51e6bc,0.0078367%
0x828b15e8851240d796e3ec775d8797adbdf388fd,0.0078245%
0x85ca43aba0ae5cfda5bff41658674f9a5bc2e7ce,0.0077599%
0xc672604d798d8cbd0cf2cc654099f82bd02647ab,0.0077596%
0xc3221fcc92e4febc205506cff6d3a32a9c03a39a,0.0077411%
0x65d2e0e3ddd20805fc8b624781125776ff25aed4,0.0077212%
0x1d2e69e08c20b796daefea697e99d652116c5cbe,0.0076887%
0xcd0a74d8b0f3b57c0b29d83ec4c8c9d57bdeeac0,0.0075679%
0x367ee9953142fef70d3153ac1a9ded3b72be22cd,0.0075594%
0x538dc2a990b1f910715f37205a311132ec283e5a,0.0075392%
0x68f4fc47cd4356da184042d8ada3936f13d3e526,0.0075191%
0xda9670e313984f9d90b98fd372f2999074a2bbc4,0.0075168%
0xd3d8907c76a9432def0599615cf16b9320784693,0.0075136%
0x773c753858623bd3e0f1e3d1a8c9ccb82f3ad3e3,0.0075029%
0xd0b90bf27dad204d7e4f9ca938f1aaf196d11d7d,0.0074833%
0x14125661447c155f7763c836e73eb9aa24eafd85,0.0074764%
0x4cbce73ac06541f9a9d3be09b6c9d4dda1616964,0.0074643%
0xac27bb8ac07928ff082edf049f84a46666765965,0.0074459%
0x33071b949f6a5ffc8ed3e81c80321c61bd1a03b7,0.0074406%
0x5c7cf42acd3824e142c4f061ee68d1b2348a5545,0.0074358%
0x912f8a841ad2e9984a1e1e1df5b990929b99a17a,0.0074347%
0x8d2de8d2f73f1f4cab472ac9a881c9b123c79627,0.0073923%
0xfe851289341a6b83f3ad89e1ed17b0fbb0f8c667,0.0073795%
0x3caee6446cbbb73569ac230939b4310dea505fa9,0.0073299%
0x0bc208668fc26079a688dc02eaa7c3e395f41ea0,0.0073213%
0xf26fa0a6b5445d9f9f75c3016ec820f0d072e99a,0.0073129%
0x7934586ed0105215967042e6a45bae71618c7a33,0.0073099%
0x2d84fe6d0f4ab4f855debccca459e4b490d17bbe,0.0072937%
0xf4bfcb94f2057e86d02cb15ea0b622b5ec313e6f,0.0072650%
0x5808aae5300a8796f66eb7ff5e9dd6c3c2604790,0.0072044%
0x484c6d933a0f622608ab09a7b06294c6bafd84f1,0.0071843%
0x0551c6541f07010496e5653b65f55ad72c52c908,0.0071689%
0xbc13d7776e2f2b96431ba76c0cce690279e06ec1,0.0071581%
0xca3f53b2aa6bfa82af3993a4c8f4cc27acf47b77,0.0071504%
0x96e2257a6cfb10f573f7ac7478c7fefe1be8a296,0.0071280%
0x5bfd999e3974578d8eeb15d76af1ed319a1e25b9,0.0071023%
0x1764c139e1241ffedac3ee96291357aef501c7d7,0.0070551%
0x93a40de625d83627b18da76e41e612e9fa20a6a8,0.0070484%
0xe4cfa8eac628d669bc7fc6f65fbf69689964bf64,0.0070478%
0xa465252ed894ce012d07699b115eaa407dd81d40,0.0069857%
0x2fb412ea3f862c704e8fb949722c1ee403901a0a,0.0069632%
0xf6ed81d5e9f61dd1ea21e96ae1d660ecc388ae4f,0.0069513%
0x2e4d3d00fda46999a0d8999100155c80f1d22871,0.0069484%
0xf8a4743152dd48c838d947d4adbb492dd6aaf38f,0.0069240%
0x3288338837dc90afbb81a93e5a9c3c5688436e10,0.0068852%
0x5a43b8c2fa5154d5357db3f1b7fc87db7eeae78f,0.0068685%
0x273ca11cd7d76275abc8959e101adfd1fb3b0a68,0.0068680%
0x427070e33d630b0476bedba5d53db224913eb946,0.0068653%
0xb6f6d86a8f9879a9c87f643768d9efc38c1da6e7,0.0068136%
0x3117f065d34ddd0daf45817c85382da82f8a54ba,0.0068101%
0xdb6e05507fa7bdb2645d9ba74062b7d5537b1108,0.0067995%
0x7f7c596bf62d6ea4e3130eeaeb9e5cbd68c10a6e,0.0067690%
0x2bc8ca1f5cfe71ebf7a7a670def7aaa340dcbf7d,0.0067652%
0x3d5c50126943eefa1d63382c71851b4e8b600dce,0.0067384%
0x9d4c1c518442ad9eb23cb79a4792d508b49c81af,0.0067200%
0x75d79f9dd88041d943816f1d037c2c5d2fa4c22d,0.0066991%
0xd7518d58aa2a0c05ee28e4589e9ba58165de2df5,0.0066505%
0x7c1c3c0d538736128e1ec9de82e4da9e7dc94a75,0.0066402%
0x15f7a39c9764a794f77d17f0d5abc3bf91772935,0.0066281%
0x281d2ab493f798e733563bca7bf4fd832839ecf3,0.0066012%
0x9b3fb8e1dd9d145a3eb825bc16aae43d6cb68710,0.0066010%
0xd56a3791dc44e5283fca4db8f54c4f756938d813,0.0065987%
0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,0.0065735%
0x52b1e707d0c5d8baa94373dafab40df120282796,0.0065662%
0x2a28ea1f5be7e0f2374362c0f7ee4ecf7884c5a3,0.0065481%
0x594643c9d69e9ec055c2ccedf432c0357c3fc4a0,0.0065424%
0x9ea6c1001ba3272e863dd47ea4a8855a9d744a61,0.0065395%
0x673004082f0fdcf9563a3020aae87891fbbddc47,0.0065383%
0xce5471682ec4bdc59979bcc24350003f0a866bc2,0.0065383%
0x514fce57599909d417aa2a21ed3814ac979e09ff,0.0065383%
0x0bff51ea610807baaed3d57a5f833c5c58e35ea1,0.0065383%
0x877cef98f881d1f6e6dfc7e192bdc815cc6c37f5,0.0065383%
0xe968a9d9a5a9ed5e01adc9f50c6bce6c3aba6405,0.0065383%
0x677c3780ab0bcc71018b47bd62131f89579dbe46,0.0065370%
0x95c2985ab16c1046c455c423d735632b76a62f7a,0.0065147%
0x58992e3bc219538ab58b78cdf85a6b09cf94bbd9,0.0065122%
0xf37dcceef2adf11c77e7d5c6b980414cc4a56061,0.0065079%
0xb66208276563c538cdeb5cf37c815a14c915ac1f,0.0065035%
0x42916a8cbf4bb9c5c5ba6b5b53b4d8c5cbe03562,0.0064985%
0x60e315d6bd9e82370a609ca9d3f5a09e4ffb82e0,0.0064950%
0xeb6452840e0b5157f74827455d03f0089721accc,0.0064881%
0xdbba7c15f162663e3ac1f5aa1d392e688adc54e0,0.0064726%
0xe067c2a843b512d0d4d687b94d8e97b35aea1a33,0.0064521%
0xd05904b78d896a9d129a8bc63867524559ba8b71,0.0064433%
0x2e469ce5c2263bbf283fad36376c5c9fe52c4bc8,0.0064395%
0x3f49ad4eb6b4e50ab1c948f20905fce391e0dc11,0.0064167%
0xdea2cbb805c1a3beeb085d0714033c924123cb47,0.0064151%
0xc712338874675d135dc86df233d006767dae18d8,0.0064126%
0x1640e916e10610ba39aac5cd8a08acf3ccae1a4c,0.0063631%
0x672e35a5088276d7861a9f12a23b51ba8345fe08,0.0062694%
0xf1e34bdc4d2316f27a5a61e2d5679292faf67a4f,0.0062676%
0xe76569b6a225946975d646c4d3c54c7cd7a30fc5,0.0062570%
0x978d2f85fb5dc36de9a0abedb296e018081203d4,0.0062447%
0xd08a366e6bd84dba0afe386199f50d90827f52f8,0.0061990%
0xa31a661fa0247e04499291c98c57ca23dc2d26db,0.0061836%
0x086b71bd04ffd604e5788bb704f2899135959d1d,0.0061677%
0xbca87fb1472f66e4dd3059c02d832d8d892dae12,0.0061531%
0x1d1996490d08fb7a56e9c30ebddb392aabbf0a40,0.0061256%
0x6b972732179c94592781a5b1edf731577712eccf,0.0061071%
0xfb88e877e7e57e83afe6a9420359a1929819da7f,0.0060954%
0x90f5163ad1b09775409540ef8494d5c612e1fc63,0.0060812%
0x4307d5efff60f0edfb773cce7bdca578ab32f141,0.0060783%
0xa4cb064ae5ce5b9552c78b488f4ede82b343191a,0.0060604%
0x9107082bc30c7f01c7100c3632657516c4daaef2,0.0060558%
