Address,Percentage
0x7f80110b10405f38d70edd06d485fe45efb97f25,0.0060316%
0xa40f926fbcd8068f212f25bb1cce82640f97142f,0.0060269%
0x0c30d50b21c8daf617419dc6cd4a6fad66896a99,0.0059843%
0x313df0d904dab4c590ff66e3b43d8f5d185b8cd4,0.0059704%
0x18562363f9812af77510dd2d383d1d790ed8f4ce,0.0059684%
0x9e93aeb504368d8042fbf17f790be117521514e3,0.0059637%
0xb5235bb9ec03353da455d742dd09cbc3817fe3fa,0.0059159%
0x1a6e912354ba04d37f340b676eec36fbb901af9f,0.0059126%
0x9a4cb63e919adb3132c5576048ad40ad341171a9,0.0058905%
0x33368322608c55d66f0c15ff0f887341b95c13c5,0.0058845%
0x60b19991ead62ae6d616c1843962760b68f7ecf5,0.0058845%
0x876791086419d2761ecc75cf8d90486bd9edfc15,0.0058730%
0xfa87374753e528b4dea388225e5723f42a2db8bc,0.0058706%
0xcb5969b53c246a3d97e822cb50aecef34569c5af,0.0058273%
0x43bcc4c79a7520fd000000000000000000000000,0.0058220%
0x07ed49479a9f03df3c601be83c5873b0d87f0948,0.0058188%
0xf431b93bb5d7b6553fb3c3186cd3f72ac24c6e53,0.0058079%
0x9aac7c0739180898b47b3e3fb1b61fe06f655d79,0.0058069%
0x6f3f566259fc88258a7a563dfa03621df7053d45,0.0057858%
0x6ab7d4f94d979ddcbe07381384dbdd7de7e4735d,0.0057808%
0x0ef92154fa97b69b81aa124f74541160f0c71655,0.0057737%
0xbaa9b493bccbe1a900b39870980f41356f85822a,0.0057697%
0x99394b41dc263d7c85ad09e44c51e0e72ac1ffd4,0.0057527%
0x4ae5b8a5a38046ac0b418bcf7665a4a3940c2b96,0.0057456%
0xf448a8d78773ae12a8d4ecd204beee5f62332df3,0.0057346%
0xba4a3d20f47fae7b186d8edd4139d01278270c83,0.0057117%
0x36bc67336f5a62ec5cfbb7e06e1808f8a2ce8f9b,0.0057046%
0xc58923cce578d3173ef5630d232b81c6c2551538,0.0056996%
0x9ee7b97a6a5483d0000000000000000000000000,0.0056896%
0x7558899d8109d8a2ce457837ade56c3d6ebfe90d,0.0056797%
0x88059e039d411045eef59236e62df333e02799c4,0.0056695%
0x5eee2e1737265ea1f7047f4fbfb17e003f8f45f1,0.0056345%
0x96c71a19cbf0d99aca66ffa7e589b2424bf251ad,0.0056307%
0xd1154bd772d6e3579354c111aca28041211ceac8,0.0056135%
0x1f7e9fada9a2193fc0c5140e831adb06523eaf61,0.0055689%
0x4a401ee7fef089cd20d183fe2510d7bd38294728,0.0055615%
0x910f3c238f62cf98e67d8d92840fd098a8c72404,0.0055471%
0xe40ac9491dace862e89e7ec19d0fb204bfed8df6,0.0055379%
0x061fcc82a9e68051d3e66c3e9097c82c7d28b4d3,0.0055346%
0x4ce82162e9eeb97d1609b5b85b1c542a0651422c,0.0055279%
0x01eb314e577e560e2be48912fbccf3c148166b26,0.0055164%
0x4f04b9a66e27e1d434c94f4aeb6034cb24879464,0.0055147%
0xf31cf28b593ecf8313b627fb7a042aba7393f1e6,0.0055130%
0x099eac0c7bf4c4afddb037dd3eb748e5ebcfcf6b,0.0054908%
0x58cbcd2c0be973db96cc748b72f8e89c8701845f,0.0054872%
0x538cca64cebb13341d74400e585a1d47f9a86a9a,0.0054834%
0xf7fb7448656d7b924d55d0cdcc0c220c14b1718b,0.0054710%
0x3406a82ff70acbf444234d1ef5d50e1161d7b160,0.0054616%
0x3a88b639a8a727c288c09db9a0ff2395d8e6773e,0.0054407%
0x55b469d3b627ef5b182896ea231bfd51a3a616f2,0.0054006%
0x845fa617e9475566c0f4561dedac96133340ad58,0.0053893%
0xeb1e6e1aa73b1f5c2c4448461e6f1e29c8c92966,0.0053862%
0xdbcbf319be3ed8cd18c38b9ea94ced64fc2d26cc,0.0053732%
0x584c452e209cbf56dbb07fbb91293247d054b29f,0.0053677%
0xf191a9cfb30aa6a45d7e234935899529df7f5b61,0.0053338%
0x139803fb9f73541c04e671abbc8543d1f3958c39,0.0053130%
0x3eb7d5972159a88940e0cf93875432bd471589ba,0.0052944%
0xb53349160e38739b37e4bbfcf950ed26e26fcb41,0.0052915%
0x872d06aac1d9c43a5825a621ea8a44d69b21f65a,0.0052905%
0xb6ce706165de478cf942354801644f76fc9c70ca,0.0052891%
0xd2efb8249b97c55fb9ff0031498e7b12b9974040,0.0052832%
0x1ca52b69422820da2d2fe0f689c98b26b160845f,0.0052826%
0x02e05008c9a035e527c419e7f134e18cc2330a1a,0.0052821%
0xbe803e62777e1b070411d7843995dbd87e80c51c,0.0052784%
0x9635e530e59d86c808e053ea6086735f95c7ac05,0.0052354%
0xff2fed9cb48196ec35fd97b290c583e7a63b17b7,0.0052352%
0xadc2a294ae1d08bd83b5817e498b41c48124bde9,0.0052308%
0x1c567e50530570882018db326b914a17e8b78a82,0.0052307%
0x7fa7f62139814e966e9da08aadef7c9cbe7f6976,0.0052307%
0x9d9ade3881f4db9bc13298d2664b0ebe53e28c19,0.0052307%
0xa672de43633122bf729cc2a4a9e5fd86c543f209,0.0052307%
0x2847070c8bf8574f8e2c03a9dd0bdc461ed7b3c0,0.0052271%
0xfd40696d32758ea97eee8a6ff2a3e93835a4f10c,0.0052238%
0x6b5daed1bb4e6270b5c9dfae54d915dff8557dd3,0.0052068%
0x091447b79bb8fbb1413004321f22924f53d87b11,0.0052057%
0x5ccb1a0dc478ee4ccaf999c74e065a31297f7938,0.0052018%
0x276dfeec6f5772156b19116d76d1e3deb3b6f0b4,0.0051877%
0xcd782d6166b6b7fc518e0fb5fbc34b9b5c9613b4,0.0051865%
0xff6aad5bccaebac9bb77a4a78934c69d26f5f1d3,0.0051856%
0x20f8ca99fc3f5d7670d33609de7fabda15f37031,0.0051805%
0x5bc74e22e4acc34afb46b3644281a46b2c285711,0.0051712%
0xfd1758daff8617569546daa4d7ac04e552151d1d,0.0051527%
0x7b5ea5377300895de7e382b0a443d01e3dbb667b,0.0051462%
0x9e420f593cb38346ef3950aa40046d27b4dd0adc,0.0051366%
0xf12318cc6557671f587b3e3658f8a97f14ca4e3c,0.0051258%
0xf064337452e4113f5f0f7318c347a1dcb8bfbabe,0.0051190%
0x0a8c5bbf4f0d84d9179125a16e8b641cca2eb5e6,0.0051188%
0x89dd94add3f34aae35d3817b85d1abc7243ba2c6,0.0051167%
0x4dfb39332e1755c32757199b677649f73ae7aeb5,0.0051085%
0x2272936002f3cc939117600bb33a971d8cd8a35b,0.0051008%
0x226298345d92e39d975705729ceecbb421004d95,0.0050742%
0x198627b46f8b389116f469993ed5b1fab2b1a232,0.0050613%
0x78df236b463a3cd4ecd2a7c1a396c5de46689ba1,0.0050538%
0x04e0e61845b0fdd58fc49591534bffaf26b5bd2e,0.0050480%
0x80ee9f09f9c3b46f79b5900a9279b0ff145855a1,0.0050367%
0xfc89123dac03b300d72bb50fbf8efeabcbcf8972,0.0050265%
0x2f54a8389852846a2c1e341685b8678fbe35ec43,0.0050157%
0x3e301bc79d70e4ebe275a2661b99cb7b1aa45fe9,0.0049828%
0x145b87bdc5e9851ff7c7a9176bc662a2f432fad0,0.0049801%
0x17ec047622c000df03599026a3b39871ec9384db,0.0049713%
0x9eca993f95795eaa03bc2d900f2fd995cc7450f4,0.0049500%
0x4dc76ea92de0d40aa29318d4b389f0ad6b1c24c8,0.0049478%
0x2d945612d4a2d169150d6b3e0f300e70df383ef6,0.0049242%
0xd04ce7cc91d1256e86b7285c78410fc66e9c4557,0.0049241%
0x9ef3e1d86dd6f2de489c0696a13852f0a51bec17,0.0049200%
0x0b83d0c0976b71724054e9f74a471f7d1c7abdc4,0.0049038%
0x299973a968a5a5e4455f376db3565a649c6cc079,0.0049038%
0x444c42d401233786dd6c0bd9c6d3e2aa563fd91d,0.0048882%
0x0ab20f3d31e9daf735b3290551128b99cbfc3ad4,0.0048704%
0xb413a48088cfb0074f75349c790062920434e321,0.0048649%
0x618dfda743504d2cb4ac8b9ec0ff37b9efe133e7,0.0048649%
0xfaa0710f2456cb200ecc2647ecef72fc000c9579,0.0048623%
0xdacee8b782ccf4f310bc47aa41d2151dcf96b6e6,0.0048446%
0xdb7af01beac525a1844cc719371676fc1a9e9fc6,0.0048383%
0x16397e1150a24a4a02aefa3cfcc12c2e5222c728,0.0048325%
0x1035272813abafcce684f5a2483835404bfbc283,0.0048178%
0x6fe688315b38ef528b034bd040c9183d997ee3eb,0.0048157%
0x0b2402144bb366a632d14b83f244d2e0e21bd39c,0.0048147%
0x26f5d822fa3c21dd446c555b387b6d71b4ee3a69,0.0048059%
0x2663bbbe8ec56f6542fe9ef98fc502a1c711b502,0.0048043%
0x6fd23df9dfed9603670f503cdca16f78ad7133fa,0.0047978%
0xd5d6145258e569aa8d6f1a0575cea3b834f2ad12,0.0047778%
0xd8660df965993ebd31a92f4f68f82b7e31f0c2af,0.0047708%
0x994c04e05478ec6e1e135013ea15ca6e669e471e,0.0047707%
0xcda0468054cfefd6ee423c2ab95d1eca8248e104,0.0047650%
0x578476b784ba52cc4578a6b4f87cd488a7671e14,0.0047592%
0x771d0f6a5e7c926d3e29b6af0f556f736e638d2f,0.0047572%
0xcaa018e6bca2f0d89056decc42c7818a4814a91b,0.0047472%
0xeabe0440accf45973c56bf1e13b221fb9062434f,0.0047421%
0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,0.0047330%
0x91aada83bef34d3bd4cd6aa0a0dfb617b23706be,0.0047090%
0x1342379ce5bf46d8ad9cee6b2ae94a96569bd987,0.0047018%
0xc0a736fc46578a9d0cb5595f19035da934755cac,0.0046892%
0xa5a7deca9bfa197f3a8d4e1738943516080917df,0.0046822%
0x863e8272d554ee7e76e83ad0eab1a732a30091a9,0.0046628%
0x16728ed259d7671e1b0f357361e9bdfb68f53256,0.0046487%
0x69f40cba8c6c71eebe9478697c04cca98575eca0,0.0046425%
0xb4fabd5d4f4ffee558458ea89ef995d68da249bc,0.0046265%
0x651b13c04028de78542a87a8c766edaa39a25970,0.0046257%
0x5f3e84dad6e31c3c32e08e3e94b17be7b0383516,0.0046213%
0x88f6c0392e418840ef37bafece22ffcdb91e377d,0.0046007%
0xc603253433590dd296754d597f048da3e6ced569,0.0045957%
0xd6ce7a6b50548aa9d0138cda11369e36acc14289,0.0045932%
0x26b9680ba1300c020442764c34908355edd49be5,0.0045891%
0xc6411ca5a80deb7abc0827da82e2ddb9c906614a,0.0045862%
0x575475e90b4fb8a722b3ba2bd9f7472aee7729f3,0.0045861%
0x519d0ee973649ce2c220080a34ca68c7a3a5515b,0.0045799%
0xac3c1fd0c953c7ae8803b3bf79371a1f70b25282,0.0045739%
0x44617b13acfdc237133e4b2985a510a8fac654dc,0.0045612%
0xde536df2a121cf91be35f770acb98c3f9bd5734f,0.0045571%
0x9f2051f1be1aad2832c6f7dd3710c9c21501c4e5,0.0045502%
0xf76a94f87d5d279796c79fbd62613ee49d7d0dc1,0.0045359%
0x5a58505a96d1dbf8df91cb21b54419fc36e93fde,0.0045313%
0x0797285ddbbc778e00a8267cec006fbf10b4b373,0.0045283%
0x48bcd49140c94e9cef912c5691f3017789749b65,0.0045222%
0x065c84641ee62d032ea5f20c49d59817c87a2747,0.0044991%
0xd014156a0539243876e908f629d037549a5e9e6d,0.0044817%
0xa23c4c56f2ae9fac33ea23f3f711d1983ee39fd2,0.0044517%
0x1f6ce5e0f52a026bbf7d006f60a8297251245ad4,0.0044282%
0x035a4f5ff8056bac49316ebfefc0731b30226257,0.0044209%
0x6e2e4991ebc00841e10419065c966b613bc4a84b,0.0044087%
0xc482bd93e3827de3ef776182c5450032bde50eae,0.0044016%
0xb4773a58bfa5eb5f1029334d5dbde2f12cd35d42,0.0044003%
0xc3f056629cc123f231444eec288a83b47d6c6fd2,0.0043650%
0xebda1c6575018d9f098257edd5abe11571afac37,0.0043506%
0xdb8af534c5617439433998f5b00bcf6db87b0188,0.0043445%
0x78b0bfedba4692f4f4af6499870282824929963b,0.0043406%
0x38400b6bbd2b19d7b4a4c3559bcbb0fe1ef45ec3,0.0043120%
0xc6733008e2b6b6e08271377fd997fadd7d934e69,0.0042960%
0xf6111a086631b6065cc850657db9559b97046e34,0.0042915%
0xa6408ef1b91bbb0d0050222be4690209085af8aa,0.0042844%
0x60c3c27fa83dfc03ccb2c71076b18c1d9b8b70f2,0.0042680%
0xc12e18645500afeff33a2e298dc5024d56994220,0.0042545%
0xf956e001ae89f15005d046be9678860cb4e667ff,0.0042190%
0xeaf1fe94f6c2741142e6f444175ad2376a8a30e0,0.0042115%
0x3946de061e990be7bfecb9d540793eabaf18a44b,0.0042057%
0xdab6743d976a1787f746abad544a360dff38554c,0.0042022%
0x6b58b1d873f397e98f5b02b0dcb763b731b0db6b,0.0041826%
0xc2badeaf0abb366618e29e8c5d4d80561e0b3e90,0.0041704%
0xd9f68c12eb443a4069bf46ce9834d1c38dd4f27e,0.0041637%
0xf0cef97b882f613dc2e537fbbe50a85ba521bf87,0.0041555%
0x118fa96817aedb5678fad9997e8750b8f7efaa87,0.0041434%
0x8c65cc8d1b69e5bb153c5a4e74e4d14b76f1b83a,0.0041370%
0x2e03c6b794e46fc302a55c0844e11e7f1a56be6d,0.0041207%
0x8fb3398be4ff742138c909f0bfc4bbe88af2b553,0.0041144%
0xd880507d359af862a5f8f318c8e934ab478ca818,0.0040899%
0x17f27fbee4e7b83f50e6f52795dd6fc23c970b4a,0.0040854%
0xa1b110b74a7809ed079797aecc6364154474da0d,0.0040720%
0x62a63d16439d82d1cb69f816cdeb16cb6c0a0176,0.0040707%
0x13f9223590921fa1513a4b5f00d276ad40547af1,0.0040626%
0xdae544c517d84528b0ddfaf784af10b96895d471,0.0040507%
0x469b5967e552ccfb736a44a16a75b3601a5ba287,0.0040454%
0x3c5dd2d3ddbef7ff46be086336e92d92bb7c8a5a,0.0040415%
0xf1ded5fe4500049248825601d2668239083279e7,0.0040404%
0xb408f2f7261a10ec44d5f0ae4804e4641bf5ef8b,0.0040334%
0x055e4e77cbc70c59bef7f42c5603a7d77a82ca0c,0.0040304%
0x7a1174f133c2e275aeee81284d71d120e45199be,0.0040285%
0x12008d4a41a9d30f691579bbbb6923698096b6fc,0.0040284%
0x5870622724aba67ac07dbcf6f6b543eded11ae83,0.0040173%
0xbd8f7922829db34d2e5b4ac2c685911dab420de3,0.0040144%
0x21884b2172dcc78cfefdfd88ef3489e828d6ce57,0.0040033%
0xf925b12d6c57689a6e39d513d1b3b4878e965bfb,0.0039951%
0xa6242e5f9a3bb4e9b62a422d51280830ffdf9a31,0.0039911%
0x60abd147b734b6379d6250bebca8e197b2d29467,0.0039883%
0xbf37249544e842f47081d37760dd767e1a4fe9e9,0.0039866%
0x15fe9b04d1b5a4412158fcdfcfe87b2ee0b0411b,0.0039760%
0xe0427f546211a5d5e880a0b1ee4770a2d0ab55a1,0.0039611%
0xddd67704dad9e5f162687bbf88fb91e5c83df65f,0.0039501%
0x878b72f77601bc01e45ac949c20f4a75c09f97bd,0.0039475%
0x3cdd05e2955ee824d2a795d916cbb166cdd535c8,0.0039258%
0x757704b8cc5bc2a95eaa49f48ba62c1fa7b76f37,0.0039222%
0xa09a8bff2bd55a4cc980a0b08b0589807d981959,0.0039063%
0x76b23852c9d894c5e940227ba9e80dfbdf1656b1,0.0038742%
0xc74bf9aa625174a9e4e7b5f5fd0d9af00dde4b3f,0.0038433%
0xde395b50e276f9ba73d7a22484d11c5827bd053e,0.0038426%
0xc0f90e81e6c89d7581c55dade471fff8fd3cff60,0.0038332%
0xdc31312101ff67e555aea075d40f53b0ebb6900e,0.0038317%
0x62b4131597b72c72b8b89334a34f66dc95cdfa31,0.0038305%
0x998cf04333527d2994eb05f034649fb5e0eeab5b,0.0038013%
0x5671d027931e4101eee732a1ca02de7b92a26058,0.0037799%
0x6aa1dd336c22c1df15b6a593156ade2532b37cac,0.0037780%
0xb85e6f7d87b4aa4fd57f1d33f1f6d240bd47c728,0.0037692%
0xcf63e1c31805254b6fb3ed7829206c2b2505e3a7,0.0037690%
0xbc1133b57f9805903ec560cd984819b5e6880a49,0.0037678%
0x253990e4b2bfd1ca141bb7d05c693edba49078f5,0.0037529%
0x8e6eae0ed43786554774d51abd90313af4d20a75,0.0037386%
0xa13f78fac1a4ee1fd49eb4e2a62f6cbc57672525,0.0037227%
0x35ac986bf76b67fabf4c04671e5137808912399f,0.0037206%
0x8034c4373c96a6469d17eb0b9ea3f384f3b4e5c6,0.0037095%
0xb8354d024aadf0198825f43dd6d970dfd903cca6,0.0037095%
0xd729bca8f1407dfac6c8edbd16194e9c4177c0ff,0.0037013%
0xe5e55b76a7a7d7235f92648f1aea00fbba7be931,0.0036923%
0x92ac7824ed63defc9f461bb9f1cc597feb80eba7,0.0036921%
0x49703b1c3eea5499b7f213a04e839a0954cf2a50,0.0036773%
0xbc5ef15de79c1ee800f7a30da8256875781e2cc5,0.0036749%
0xb77ac57567ba4723a9e16cfa33ddffd8bf768095,0.0036707%
0x6886dd5c325fa27e115ed34c1d0815160966d65d,0.0036659%
0xb5413b6771a49bbed1e19ef1ae6d75c1d9e8feff,0.0036555%
0xaa8c2ac60c0ca97a2636fd3b70b1b8e28a83f706,0.0036412%
0x4c8e0152a34c78ab1a31d2726d5e53551b9c4160,0.0036372%
0xd7f97adac7b0ac5b2855dd814263a894f356e5e0,0.0036372%
0x9d10cfc712c8e8a6e2afeb3015a53a56f6a4111b,0.0036319%
0x365296860f0cc3a5820ef496148b031bdab337e3,0.0036282%
0x16cfa7ca52268cfc6d701b0d47f86bfc152694f3,0.0036183%
0x4b8a9aba0cf1ae822c9e22213d0c7df7a12246e9,0.0036111%
0x0c780749e6d0be3c64c130450b20c40b843fbec4,0.0036101%
0x0318b4fe81142ac2992e4d160d96f912be6bdfc3,0.0035962%
0x10fbec46f97087503b7c535ba645f33ef1eb692f,0.0035721%
0xec4fc7c40e14fa2a835692b2c02f9625cb5bd61b,0.0035672%
0xdd7c440bf04b38e75e3993e8669697d6acf112db,0.0035513%
0xdc4b580caff7a7de0c2c0e0de749952d0c1ca735,0.0035444%
0xcaa2b3a0239b1adea32ca83e1761a29ad00b7014,0.0035394%
0x76695f013f931c0555a7057002c2587f3fa16d39,0.0035373%
0x9c44937c8aab5fe90a83a1c436b9ae7930f7a062,0.0035363%
0xa25570fb4a9b443c272c445789cbc8699435854f,0.0035357%
0xd98141c749e2d128e26f5d72632e7808821c6c1e,0.0035322%
0x87ee90ff689064bafd629c60c8dd659d8b722ee7,0.0035302%
0x1455ea180cbe14b220a8821836517b75adce896d,0.0035268%
0x470baa812c7fb82604a6bac181f7b34b93ad8a6e,0.0035205%
0xb531f2f6d95f6aec3411a478769964ad47c9a313,0.0035143%
0x05cbc3e7ede3785e322f17fe5a26da622e2b7c1c,0.0034828%
0x8ceddaf310590b62f7179f83078cc120ab862ccb,0.0034768%
0xd53351ac3b881eba892f938ceb3430246610d385,0.0034751%
0x997d6b4a190445a8ca828c59032dd6047268a7c9,0.0034728%
0x1368d4cee4bf7f414b458f3b5867d648e0af29da,0.0034721%
0xa35acdbfd22bf313d7bc8e462930edf1677e2936,0.0034648%
0x30ae4091703bee343d2990a1d9376b31d94e3ef5,0.0034637%
0x8487e30fe50775a0b9e42539d5c32f3e2c01e258,0.0034595%
0x2c9017831d2df050fc30e9945fb232b7182a2c50,0.0034546%
0x2d97c5bdb3bee1f7a939e8de72f7b53d15a01591,0.0034437%
0xc1e2e860bb16c61565202f1848a5f0fcacb399e8,0.0034407%
0x6dbc782c06d57f34bb3fb963ba5f78fe61e215dd,0.0034309%
0x905b6574f01b2dce5fe5c1c118e988736e93a21e,0.0034192%
0x15a0dcad8dc4bafadce3b596d3ede245417ead69,0.0034171%
0xca37d0b9b0597f1bd812e9c6f739e73909173c82,0.0034133%
0x10e5fad0d95ff1abb99b3bf29bbad0304027283a,0.0034129%
0x2aaec1cb5c64011ac58d4c199ca38e332e2548a2,0.0033884%
0x6f68a99904390fa4d72efaefe47e142c06da8aa0,0.0033835%
0x5e1c299fcc71b4a360df1eab56cb51814e5f6eb3,0.0033801%
0x14934c52ef4157572bd9a60ee75328ec321bacad,0.0033791%
0xcdb527edb664b2ee6b8a3b96212dc628a35dfdad,0.0033685%
0x91ddeb35264287785762e666b5fba5da9e83b5c8,0.0033647%
0xb1aeea4067d5adc462e7af3e303e89a15309bcf7,0.0033587%
0xb4ad663b19b944794aca64b28e3bb22769d90420,0.0033543%
0x5f10269c8e08b70b9aca31c12e7f12d8150d97b9,0.0033495%
0x224856c6044e020ceeefa84c8a5c39e00422af3c,0.0033487%
0x36f999e8970659e6d862feb781b512fd9fbbbdff,0.0033483%
0xe7b0a1b1fb1bfbbdacfaeafecd38487f648ee91a,0.0033458%
0xf49bc6e43aedf67d08cd70671d4e40ce7fd5b6c6,0.0033435%
0x670005444c6f7adb6a9382e535a4290d75b15be0,0.0033395%
0xf3d756a3431182ee75e9e41652e21da76f2d97e0,0.0033317%
0xa67427adb6e08cb5457d588a2e2be5784893bfa7,0.0033265%
0xecba6c39b3b670aed0005df438591d175025b12e,0.0033243%
0xcea04f1b6c71d5728a508e830f70c15c24fb785a,0.0033242%
0x37e081b113d191d1df3bb6ed128f294ae0dc57d2,0.0033206%
0x0e64a1e6c0061213171cf030cfbc180785c0bd6c,0.0033113%
0xea368c49372b6d1e716da04ae68b58d2326e893d,0.0033097%
0xa3c4d249cd961c46e10922d0622fc6fe30949761,0.0033079%
0xf2df58559938ac7483ae3622e02b67ba46724662,0.0033056%
0x4699b4414f36cd20f5fccdc90dee87379a93333d,0.0033047%
0x0fa86b69b39204d8579d4e2fc05d89668326e2cc,0.0033046%
0x1424c2a237f32030fd914465410f89bbc4723b90,0.0033024%
0x3b18e320769c05d4e8802d9eabd277ee3fe60c13,0.0033024%
0x7aae41bd9c4b46b4e462e80a46689f6ffc8b6dbd,0.0032956%
0x595f710ebad6fb67557a6ce8ee0a6bddedf51198,0.0032917%
0xcde413ccf0f07ade8b3bdd7f9572fdb34195d5c8,0.0032896%
0x42954a6229c21e85029ef4e3f48539fde02a6225,0.0032880%
0x0cfb70c930b81beb0409a64d94e6c29e89837556,0.0032846%
0xa31fbfc0118739f57c1dfc965fd126b62518ea65,0.0032803%
0xff33c82337dce4a11af0bc4b7cd6d281738a5a37,0.0032802%
0x119b94cbe21cd55ab55b6c8f4345a4bcba0ebae1,0.0032800%
0x666e6890c57f6a63009503d7cc08d691d5c01aed,0.0032763%
0xe68003f449298410f17534e1dd157373bdcc1a0d,0.0032759%
0xa6328ed7f552a34f2b020b13562810f3ef8e738a,0.0032716%
0xbcc12761f0310bf8f4fc0df7d3701b9597b9d8b7,0.0032709%
0xe1b4c1b59b7ca0d6f71429f6f8ae4dd6c6ddfa65,0.0032692%
0x571d6091bf28acff4f7fe8204e3a996e947ea842,0.0032692%
0xb6ebeafed8476136296e81bc778d440852e8a6a2,0.0032692%
0x851fb64443a73228000000000000000000000000,0.0032692%
0x5cf92798a27903520df297925de4fe9062a0f559,0.0032692%
0x0926103ca0b230cba9a5415b6d0aa0604dfb53a1,0.0032692%
0xf77ad9b8dadf8fcc1c951d857c61698941094a05,0.0032692%
0xa374cb4c5d414e36662aadce1132c4dc9efbc425,0.0032692%
0x887e359d250a0292196f4559b073dec0b09cea7c,0.0032692%
0x6135d4cf7233de064dd776a30a2760190454041a,0.0032692%
0x013b1f85d0a53be1ef1ca75b4a29c34a2222020a,0.0032692%
0x07587c046d4d4bd97c2d64edbfab1c1fe28a10e5,0.0032692%
0x2d265470060d48bcfc6a71f362ded66ca5c358c3,0.0032692%
0xc63b7c50888bcf760134ff075b7aaf65b903e1ab,0.0032686%
0x8f862ce117a3feebc1dc364e02db35ae125d7f40,0.0032658%
0xe58d06e4475456fbc69b81afdff2f18f6a5d1c31,0.0032528%
0xd5f180d4fa7ffe232491311f787afeb470092e43,0.0032482%
0x68078c404e5bef12eb1e7c8ae81a94b7614ff1a1,0.0032263%
0x6e256a4a98e798fc26ee6c6863e2d078c23a57bf,0.0032232%
0xae549b969dc91b022b8cf1ef2d5d5d2131ac00f7,0.0032231%
0xb516ee7f5fef78de12b1373b5c6f3cb2c551c7f6,0.0032063%
0xa01ca55e560e59ce754925a419cb4f23b8971b07,0.0032062%
0xba266ee6e5f57f944dba8825ad360a98d82ef41e,0.0032040%
0x06ae5d4c8f1090e95706b321d0ba9c9d4da57e2e,0.0031856%
0x0520240a539cbe4f26f29254e92012dcf235bd0f,0.0031775%
0x225516233e7601c68dd5b586a88a52b21eb56204,0.0031773%
0x602f145ed005c97a015031838d35545deccd32fe,0.0031741%
0x39990e923bd89fc8faa785c4ca2263b2fb5f4800,0.0031627%
0x2ff162e2c62fdc6112d9f304b416fb48bd120b32,0.0031583%
0x01eeae4635c1f6bd7ca24e72daba6c21538ab311,0.0031535%
0x279f056f946f22d68e0952ac7a54d6ebee2c2be6,0.0031504%
0xe6c1182f5b4a10a603aa9fe3d385c62228330c93,0.0031490%
0x7f94e30381aa6657c45833ec7fce2e493c1888ef,0.0031349%
0x8f8aa465aba95cd0120f3614f01de27f12d80367,0.0031306%
0x9cd22a6396a1335834a616a151a63538886f4356,0.0031242%
0x75d863e6328838e5b930d78de2d144c867c6de7a,0.0031074%
0x341949d759ffa9119f7be1d705290e137cc58f78,0.0030918%
0x80af400b2fcc06c1c3ca68292ce143a1836d2332,0.0030815%
0xff9c4d720d93e55ff1fb3e5752dd4238acef4fda,0.0030795%
0x2a0de79e428988a8ecc96a3659b6d44e1da7beba,0.0030767%
0xdb5209ff5bb6037af30b27d26be710cdf8821325,0.0030761%
0x69a395e2b3c99b4a70b8082da9dadd57873baa7d,0.0030759%
0x826f1ce9c5f7594ce16bf0be8172883150faad63,0.0030673%
0x68a3f8dd21e4245ea3fe11cfd07a1f8d01e8d07a,0.0030584%
0xa430a8babc3b755f7ef19d2befc5789168b55158,0.0030580%
0x14919a82e9d65cc4363b8203a497193c1525d921,0.0030567%
0x4133fc4ba77a3556eb838a8d627ab3e131a6aff9,0.0030555%
0x5133d22e43fd854fdd58ed1232b0ee7170c4a15d,0.0030539%
0x2ea474219b1a6f4ad5786d0d03a5b60860b0dde2,0.0030411%
0x05d9eacc1d714237e3aaf32313b6b6ff022a5003,0.0030393%
0x2b1313bb0d1f72444e07014ff155197c91d7ce98,0.0030390%
0xace63fcd87ed4023ddc6d82e3b21c8b15447df21,0.0030376%
0xd4b0c2790bf561f0b9d23dcb2332e1751ee41878,0.0030374%
0x797352bd458397311a658a3de7069685a3671ae2,0.0030369%
0x1558b7718f6ace4d60985cab05e742553134e9ad,0.0030369%
0x42f6cf7752bb90f4ecc7b76484c65db74da65a7e,0.0030318%
0xc246b2ebba7b710c77f35d9dce97b11f455c8946,0.0030275%
0xab970b91fc5c073fb7c1a6263ec5ac5c811ce116,0.0030269%
0x7274e1221a12a86b5b6103c6615330cd3aaf2bb7,0.0030241%
0x565cd5eca810d6267d4150b8453bb65be4f4814c,0.0030203%
0x6be1dc0688758ff5213761af9c1769eff85aa2fa,0.0030164%
0x870da9a5ec42012bb4258741a1e40973be609e1d,0.0030156%
0x7fac34b5f5a1bfdcc981d84c02a66bf7c928bda6,0.0030152%
0x9a68d2ccefa7eacc9d00ab04d8375aca9b10d763,0.0030098%
0xe8fecebac598ada02f93ccd8a25cff79835efe43,0.0029957%
0x3df4c3f3120835287d8ff12dee9e56612b669a10,0.0029947%
0xc3637ce856bab11019b2b7505d2852750b050a2d,0.0029864%
0x4fda8506e36e27f88072b0ec1632150ae3cf3a95,0.0029710%
0x6d14b979aa39c19fea74fa30ec9d3b044aeb974a,0.0029608%
0xbc14be270fff3c79476a9805deb6165cf451afac,0.0029567%
0x2244cfdb499a05c8f08a548f75a13c7485fe9433,0.0029440%
